 , , ,log2019-04-25_09-43-24,ep ,145,step ,80,r ,-1.110
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,145,step,1,state,"(1, 0)",8,"(1, 0)",--,0.236,0.203,0.236,0.195,0.232,0.159,0.209,0.224,0.231,--,291,187,321,278,467,394,394,424,296,--,Epsilon = 0.32,0
Episode,145,step,6,state,"(1, 0)",3,"(0, 0)",--,0.236,0.203,0.237,0.195,0.232,0.192,0.209,0.224,0.231,--,291,187,324,278,467,395,394,424,297,--,Epsilon = 0.32,0.1
Episode,145,step,11,state,"(0, 0)",2,"(0, 20)",--,0.207,0.210,0.235,0.157,0.183,0.143,0.129,0.192,0.142,--,137,105,110,191,391,279,348,290,256,--,Greedy,-0.12
Episode,145,step,13,state,"(0, 20)",8,"(2, 20)",--,0.157,-0.155,0.252,0.248,0.250,0.249,0.251,0.249,-0.010,--,56,33,19,44,52,96,32,164,108,--,Epsilon = 0.32,0.1
Episode,145,step,14,state,"(2, 20)",0,"(1, 20)",--,0.322,0.254,-0.079,-0.243,-0.116,0.251,0.255,0.253,-0.228,--,120,97,133,139,140,224,106,193,118,--,Greedy,0.1
Episode,145,step,17,state,"(1, 20)",4,"(0, 20)",--,-0.205,0.252,0.250,0.250,0.089,0.073,0.265,0.245,0.250,--,36,47,42,40,90,86,172,111,140,--,Epsilon = 0.32,0.1
Episode,145,step,21,state,"(0, 20)",4,"(1, 20)",--,0.157,-0.155,0.249,0.247,0.250,0.249,0.248,0.249,0.114,--,56,33,20,45,52,96,33,164,109,--,Greedy,0.1
Episode,145,step,22,state,"(1, 20)",6,"(2, 20)",--,-0.205,0.252,0.250,0.250,0.155,0.073,0.265,0.245,0.250,--,36,47,42,40,91,86,172,111,140,--,Greedy,0.1
Episode,145,step,23,state,"(2, 20)",0,"(1, 20)",--,0.294,0.254,-0.079,-0.243,-0.116,0.251,0.255,0.253,-0.228,--,121,97,133,139,140,224,106,193,118,--,Greedy,0.1
Episode,145,step,24,state,"(1, 20)",2,"(0, 20)",--,-0.205,0.252,0.250,0.250,0.155,0.073,0.267,0.245,0.250,--,36,47,42,40,91,86,173,111,140,--,Epsilon = 0.32,0.1
Episode,145,step,25,state,"(0, 20)",4,"(0, 24)",--,0.157,-0.155,0.249,0.247,0.252,0.249,0.248,0.249,0.114,--,56,33,20,45,53,96,33,164,109,--,Greedy,-0.8
Episode,145,step,26,state,"(0, 24)",7,"(1, 40)",--,-0.281,-0.355,-0.247,-0.473,-0.327,-0.314,-0.227,-0.224,-0.335,--,2,3,2,3,2,2,1,2,2,--,Epsilon = 0.32,-0.4
Episode,145,step,27,state,"(1, 40)",6,"(2, 41)",--,-0.271,-0.252,-0.260,-0.290,-0.284,-0.245,-0.109,-0.288,-0.293,--,4,4,6,5,6,10,8,6,5,--,Greedy,-0.2
Episode,145,step,28,state,"(2, 41)",5,"(2, 40)",--,-0.425,-0.402,-0.398,-0.387,-0.528,-0.221,-0.396,-0.394,-0.399,--,4,11,10,17,9,12,9,10,11,--,Greedy,-0.2
Episode,145,step,30,state,"(2, 40)",4,"(1, 40)",--,-0.258,-0.037,-0.285,-0.289,-0.150,-0.204,-0.199,0.010,-0.290,--,6,10,7,8,16,16,10,23,11,--,Epsilon = 0.32,-0.2
Episode,145,step,31,state,"(1, 40)",8,"(2, 40)",--,-0.271,-0.252,-0.260,-0.290,-0.284,-0.245,-0.201,-0.288,-0.293,--,4,4,6,5,6,10,9,6,5,--,Epsilon = 0.32,-0.2
Episode,145,step,34,state,"(2, 40)",2,"(1, 24)",--,-0.258,-0.115,-0.285,-0.289,-0.220,-0.204,-0.199,-0.075,-0.290,--,6,11,7,8,17,16,10,24,11,--,Epsilon = 0.32,0.15
Episode,145,step,35,state,"(1, 24)",7,"(1, 40)",--,-0.228,-0.090,-0.178,-0.169,-0.174,-0.207,-0.087,-0.087,-0.166,--,2,1,2,1,3,1,3,1,2,--,Greedy,-0.4
Episode,145,step,36,state,"(1, 40)",6,"(2, 24)",--,-0.271,-0.252,-0.260,-0.290,-0.284,-0.245,-0.201,-0.288,-0.251,--,4,4,6,5,6,10,9,6,6,--,Greedy,0.15
Episode,145,step,38,state,"(2, 24)",5,"(2, 20)",--,0.032,0.009,-0.090,0.012,-0.085,0.861,-0.008,0.148,-0.086,--,7,1,1,5,1,10,0,4,1,--,Greedy,0.8
Episode,145,step,40,state,"(2, 20)",0,"(1, 20)",--,0.271,0.254,-0.079,-0.243,-0.116,0.251,0.255,0.253,-0.228,--,123,97,133,139,140,224,106,193,118,--,Greedy,0.1
Episode,145,step,43,state,"(1, 20)",6,"(2, 20)",--,-0.205,0.252,0.248,0.251,0.155,0.073,0.262,0.245,0.250,--,36,47,43,41,91,86,174,111,140,--,Greedy,0.1
Episode,145,step,44,state,"(2, 20)",0,"(1, 20)",--,0.264,0.254,-0.079,-0.243,-0.116,0.251,0.255,0.253,-0.228,--,124,97,133,139,140,224,106,193,118,--,Greedy,0.1
Episode,145,step,46,state,"(1, 20)",6,"(2, 20)",--,-0.205,0.252,0.248,0.251,0.155,0.073,0.255,0.245,0.250,--,36,47,43,41,91,86,176,111,140,--,Greedy,0.1
Episode,145,step,47,state,"(2, 20)",0,"(2, 4)",--,0.258,0.254,-0.079,-0.243,-0.116,0.251,0.255,0.253,-0.228,--,125,97,133,139,140,224,106,193,118,--,Greedy,0.4
Episode,145,step,49,state,"(2, 4)",3,"(2, 0)",--,0.360,0.326,0.352,0.324,0.468,0.529,0.446,0.430,0.390,--,20,66,7,25,5,20,56,42,4,--,Epsilon = 0.32,0.4
Episode,145,step,58,state,"(2, 0)",4,"(2, 1)",--,0.188,0.201,0.230,0.188,0.126,0.190,0.207,0.238,0.033,--,326,446,342,414,333,289,217,223,169,--,Epsilon = 0.32,-0.12
Episode,145,step,59,state,"(2, 1)",3,"(1, 1)",--,-0.711,-0.202,-0.153,0.232,-0.398,-0.012,-0.130,-0.309,-0.242,--,32,57,35,110,34,50,49,40,24,--,Greedy,0.1
