 , , ,log2019-04-25_09-25-35,ep ,40,step ,147,r ,14.000
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,40,step,1,state,"(1, 0)",0,"(1, 0)",--,0.237,0.234,0.227,0.225,0.222,0.223,0.223,0.119,0.159,--,137,61,96,53,85,123,112,96,64,--,Greedy,0
Episode,40,step,2,state,"(1, 0)",0,"(0, 0)",--,0.237,0.234,0.227,0.225,0.222,0.223,0.223,0.119,0.159,--,138,61,96,53,85,123,112,96,64,--,Greedy,0.1
Episode,40,step,4,state,"(0, 0)",8,"(1, 0)",--,0.133,0.189,0.047,0.106,0.159,0.147,0.216,0.086,0.237,--,32,17,36,36,111,138,102,74,99,--,Greedy,0.1
Episode,40,step,5,state,"(1, 0)",6,"(2, 0)",--,0.237,0.234,0.227,0.225,0.222,0.223,0.223,0.119,0.159,--,139,61,96,53,85,123,112,96,64,--,Epsilon = 0.32,0.1
Episode,40,step,7,state,"(2, 0)",2,"(1, 0)",--,0.189,0.220,0.234,0.159,0.174,0.205,0.202,0.174,0.147,--,98,127,96,84,103,57,68,44,58,--,Greedy,0.1
Episode,40,step,8,state,"(1, 0)",5,"(0, 0)",--,0.237,0.234,0.227,0.225,0.222,0.223,0.228,0.119,0.159,--,139,61,96,53,85,123,113,96,64,--,Epsilon = 0.32,0.1
Episode,40,step,9,state,"(0, 0)",8,"(1, 0)",--,0.133,0.189,0.047,0.106,0.159,0.147,0.216,0.086,0.237,--,32,17,36,36,111,138,102,74,100,--,Greedy,0.1
Episode,40,step,13,state,"(1, 0)",0,"(0, 0)",--,0.237,0.234,0.227,0.225,0.222,0.229,0.232,0.119,0.159,--,141,61,96,53,85,124,114,96,64,--,Greedy,0.1
Episode,40,step,16,state,"(0, 0)",8,"(0, 4)",--,0.177,0.189,0.047,0.106,0.159,0.147,0.216,0.150,0.237,--,33,17,36,36,111,138,102,75,101,--,Greedy,-0.12
Episode,40,step,17,state,"(0, 4)",8,"(1, 4)",--,0.004,-0.026,0.026,0.050,-0.017,0.039,-0.008,0.059,0.062,--,1,2,3,5,2,7,0,23,8,--,Greedy,0.1
Episode,40,step,18,state,"(1, 4)",6,"(2, 4)",--,-0.013,0.096,0.164,0.213,0.220,0.143,0.400,0.323,0.047,--,4,3,3,3,15,2,30,5,4,--,Greedy,0.1
Episode,40,step,20,state,"(2, 4)",7,"(2, 0)",--,0.291,0.335,0.340,-0.002,0.055,0.220,0.415,0.457,0.147,--,2,34,3,0,1,1,16,17,1,--,Greedy,0.4
Episode,40,step,25,state,"(2, 0)",2,"(1, 0)",--,0.189,0.220,0.236,0.192,0.174,0.205,0.202,0.174,0.185,--,98,127,99,85,103,57,68,44,59,--,Greedy,0.1
