 , , ,log2019-04-25_10-06-42,ep ,286,step ,37,r ,-0.320
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,286,step,1,state,"(1, 0)",8,"(1, 0)",--,0.200,0.218,0.195,0.198,0.226,0.168,0.198,0.149,0.232,--,541,433,622,659,874,715,651,749,619,--,Greedy,0
Episode,286,step,5,state,"(1, 0)",8,"(2, 0)",--,0.200,0.218,0.212,0.198,0.226,0.168,0.198,0.149,0.234,--,541,433,623,659,874,715,651,749,622,--,Greedy,0.1
Episode,286,step,7,state,"(2, 0)",0,"(1, 0)",--,0.229,0.209,0.228,0.209,0.058,0.158,0.127,0.210,0.219,--,515,890,732,790,624,441,447,400,328,--,Epsilon = 0.32,0.1
Episode,286,step,9,state,"(1, 0)",8,"(2, 0)",--,0.200,0.218,0.212,0.198,0.226,0.168,0.198,0.149,0.234,--,541,433,623,659,874,715,651,749,624,--,Epsilon = 0.32,0.1
Episode,286,step,11,state,"(2, 0)",0,"(1, 0)",--,0.233,0.209,0.228,0.209,0.058,0.158,0.127,0.210,0.219,--,517,890,732,790,624,441,447,400,328,--,Greedy,0.1
Episode,286,step,13,state,"(1, 0)",8,"(2, 0)",--,0.200,0.218,0.212,0.198,0.226,0.168,0.198,0.149,0.235,--,541,433,623,659,874,715,651,749,626,--,Greedy,0.1
Episode,286,step,14,state,"(2, 0)",0,"(1, 0)",--,0.234,0.209,0.228,0.209,0.058,0.158,0.127,0.210,0.219,--,518,890,732,790,624,441,447,400,328,--,Greedy,0.1
Episode,286,step,15,state,"(1, 0)",2,"(0, 0)",--,0.200,0.218,0.212,0.198,0.226,0.168,0.198,0.149,0.235,--,541,433,623,659,874,715,651,749,627,--,Epsilon = 0.32,0.1
Episode,286,step,16,state,"(0, 0)",8,"(1, 0)",--,0.176,0.114,0.121,0.190,0.158,-0.256,0.204,0.147,0.234,--,250,247,273,409,650,600,582,700,492,--,Greedy,0.1
Episode,286,step,17,state,"(1, 0)",8,"(2, 0)",--,0.200,0.218,0.222,0.198,0.226,0.168,0.198,0.149,0.235,--,541,433,624,659,874,715,651,749,627,--,Greedy,0.1
Episode,286,step,20,state,"(2, 0)",0,"(1, 0)",--,0.236,0.209,0.228,0.209,0.058,0.158,0.127,0.221,0.219,--,520,890,732,790,624,441,447,401,328,--,Greedy,0.1
Episode,286,step,21,state,"(1, 0)",4,"(0, 0)",--,0.200,0.218,0.222,0.198,0.226,0.168,0.198,0.149,0.236,--,541,433,624,659,874,715,651,749,628,--,Epsilon = 0.32,0.1
Episode,286,step,22,state,"(0, 0)",6,"(1, 0)",--,0.176,0.114,0.121,0.190,0.158,-0.256,0.204,0.147,0.235,--,250,247,273,409,650,600,582,700,493,--,Epsilon = 0.32,0.1
Episode,286,step,23,state,"(1, 0)",8,"(2, 0)",--,0.200,0.218,0.222,0.198,0.231,0.168,0.198,0.149,0.236,--,541,433,624,659,875,715,651,749,628,--,Greedy,0.1
Episode,286,step,24,state,"(2, 0)",2,"(2, 1)",--,0.236,0.209,0.228,0.209,0.058,0.158,0.127,0.221,0.219,--,521,890,732,790,624,441,447,401,328,--,Epsilon = 0.32,-0.12
Episode,286,step,29,state,"(2, 1)",8,"(2, 2)",--,-0.246,-0.002,-0.127,-0.309,-0.668,-0.215,0.015,0.144,-0.446,--,87,127,70,154,96,82,88,84,52,--,Epsilon = 0.32,-0.8
Episode,286,step,31,state,"(2, 2)",4,"(2, 18)",--,-0.469,-0.346,-0.358,-0.490,0.073,-0.406,-0.438,-0.506,-0.548,--,24,28,52,21,35,24,31,53,64,--,Greedy,-0.2
Episode,286,step,32,state,"(2, 18)",8,"(2, 22)",--,-0.156,-0.088,-0.168,-0.144,-0.134,-0.130,-0.087,-0.125,0.028,--,2,6,5,2,1,1,1,3,6,--,Greedy,-0.2
Episode,286,step,34,state,"(2, 22)",3,"(1, 20)",--,-0.297,-0.208,-0.284,0.240,-0.281,-0.146,-0.307,-0.487,-0.288,--,9,13,4,23,7,10,9,4,8,--,Greedy,0.8
Episode,286,step,35,state,"(1, 20)",6,"(1, 40)",--,0.270,0.277,0.308,-0.274,0.228,0.238,0.276,0.337,0.321,--,75,93,77,100,128,148,248,195,281,--,Epsilon = 0.32,-0.8
Episode,286,step,36,state,"(1, 40)",5,"(2, 40)",--,-0.317,-0.341,-0.323,-0.358,-0.317,-0.305,-0.332,-0.366,-0.443,--,5,6,10,12,10,12,30,32,8,--,Greedy,-0.2
Episode,286,step,37,state,"(2, 40)",1,"(2, 40)",--,-0.113,-0.327,-0.222,-0.288,-0.174,-0.258,-0.195,-0.214,-0.197,--,24,26,16,11,30,25,46,60,18,--,Epsilon = 0.32,-1
end
