 , , ,log2019-04-26_17-06-07,ep ,134,step ,25,r ,-1.070
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,134,step,1,state,"(1, 0)",8,"(1, 0)",--,0.175,0.234,0.235,0.200,-0.030,0.230,0.149,0.144,0.238,--,182,234,243,357,416,364,295,335,268,--,Greedy,0
Episode,134,step,2,state,"(1, 0)",8,"(2, 0)",--,0.175,0.234,0.235,0.200,-0.030,0.230,0.149,0.144,0.238,--,182,234,243,357,416,364,295,335,269,--,Greedy,0.1
Episode,134,step,11,state,"(2, 0)",8,"(2, 1)",--,0.233,0.183,0.232,0.185,0.187,0.122,0.200,0.117,0.237,--,284,198,385,383,325,294,183,162,162,--,Greedy,-0.12
Episode,134,step,14,state,"(2, 1)",2,"(2, 2)",--,0.013,-0.296,0.186,-0.477,0.023,-0.046,0.116,-0.006,-0.638,--,61,42,42,44,40,37,29,29,40,--,Greedy,-0.8
Episode,134,step,15,state,"(2, 2)",6,"(2, 18)",--,-0.321,0.126,0.490,-0.552,-0.301,-0.241,-0.484,-0.203,-0.333,--,9,8,9,11,5,29,14,41,9,--,Epsilon = 0.32,-0.2
Episode,134,step,16,state,"(2, 18)",3,"(1, 22)",--,-0.106,-0.136,-0.085,0.432,-0.088,-0.119,-0.127,0.257,-0.009,--,1,2,1,2,1,1,1,3,0,--,Greedy,-0.2
Episode,134,step,17,state,"(1, 22)",8,"(2, 22)",--,-0.150,-0.174,-0.086,-0.087,-0.090,-0.109,-0.135,-0.088,-0.084,--,3,1,1,1,1,1,2,1,1,--,Greedy,-0.2
Episode,134,step,19,state,"(2, 22)",0,"(0, 38)",--,-0.204,-0.227,-0.295,-0.237,-0.229,-0.262,-0.273,-0.391,-0.259,--,5,2,4,8,10,5,3,3,3,--,Greedy,-0.4
Episode,134,step,20,state,"(0, 38)",2,"(0, 36)",--,-0.008,-0.009,-0.001,-0.007,-0.005,-0.084,-0.009,-0.005,-0.421,--,0,0,0,0,0,1,0,0,1,--,Greedy,0.15
Episode,134,step,22,state,"(0, 36)",3,"(0, 20)",--,0.010,-0.003,-0.417,0.397,-0.008,-0.007,-0.001,-0.001,-0.003,--,1,0,2,1,0,0,0,0,0,--,Greedy,0.8
Episode,134,step,24,state,"(0, 20)",7,"(1, 20)",--,0.252,0.224,0.209,0.258,0.123,0.253,0.247,0.263,0.230,--,36,24,34,41,35,50,33,115,127,--,Greedy,0.1
Episode,134,step,25,state,"(1, 20)",7,"(2, 36)",--,0.274,0.271,0.269,0.284,0.280,0.276,0.026,0.320,0.281,--,20,18,27,34,32,68,63,128,90,--,Greedy,-1
end
