 , , ,log2019-04-26_17-01-27,ep ,109,step ,42,r ,2.860
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,109,step,1,state,"(1, 0)",8,"(1, 0)",--,0.237,0.236,0.237,0.198,0.213,0.236,0.148,0.232,0.238,--,144,203,195,206,362,313,237,268,178,--,Greedy,0
Episode,109,step,3,state,"(1, 0)",8,"(2, 0)",--,0.237,0.236,0.237,0.198,0.213,0.236,0.148,0.232,0.238,--,144,203,195,206,362,313,237,268,180,--,Greedy,0.1
Episode,109,step,5,state,"(2, 0)",3,"(1, 0)",--,0.233,0.151,0.121,0.238,0.225,0.212,0.125,0.180,0.218,--,246,121,280,357,197,231,135,137,112,--,Greedy,0.1
Episode,109,step,7,state,"(1, 0)",8,"(2, 0)",--,0.237,0.236,0.237,0.198,0.213,0.236,0.148,0.232,0.238,--,144,203,195,206,362,313,237,268,182,--,Epsilon = 0.32,0.1
Episode,109,step,12,state,"(2, 0)",3,"(1, 0)",--,0.233,0.151,0.121,0.238,0.225,0.212,0.125,0.205,0.227,--,246,121,280,360,197,231,135,138,113,--,Greedy,0.1
Episode,109,step,13,state,"(1, 0)",8,"(2, 0)",--,0.237,0.236,0.237,0.198,0.213,0.236,0.148,0.232,0.238,--,144,203,195,206,362,313,237,268,183,--,Greedy,0.1
Episode,109,step,14,state,"(2, 0)",3,"(2, 1)",--,0.233,0.151,0.121,0.238,0.225,0.212,0.125,0.205,0.227,--,246,121,280,361,197,231,135,138,113,--,Greedy,-0.12
Episode,109,step,15,state,"(2, 1)",1,"(1, 1)",--,0.013,-0.237,-0.198,-0.299,-0.338,-0.260,-0.425,-0.189,-0.374,--,45,32,32,43,22,36,18,28,38,--,Epsilon = 0.32,0.1
Episode,109,step,16,state,"(1, 1)",3,"(0, 1)",--,-0.019,0.121,0.221,0.234,-0.134,0.215,-0.299,0.086,0.207,--,15,64,14,15,6,7,8,5,16,--,Greedy,0.1
Episode,109,step,18,state,"(0, 1)",5,"(1, 1)",--,-0.127,-0.115,-0.107,0.144,-0.172,0.146,0.241,0.213,0.032,--,16,28,74,29,31,27,16,11,24,--,Epsilon = 0.32,0.1
Episode,109,step,20,state,"(1, 1)",3,"(0, 1)",--,-0.019,0.121,0.221,0.237,-0.134,0.215,-0.299,0.086,0.207,--,15,64,14,17,6,7,8,5,16,--,Greedy,0.1
Episode,109,step,21,state,"(0, 1)",6,"(1, 1)",--,-0.127,-0.115,-0.107,0.144,-0.172,0.185,0.241,0.213,0.032,--,16,28,74,29,31,28,16,11,24,--,Greedy,0.1
Episode,109,step,23,state,"(1, 1)",3,"(0, 1)",--,0.089,0.121,0.221,0.238,-0.134,0.215,-0.299,0.086,0.207,--,16,64,14,18,6,7,8,5,16,--,Greedy,0.1
Episode,109,step,26,state,"(0, 1)",6,"(0, 0)",--,-0.127,-0.115,-0.107,0.207,-0.172,0.185,0.240,0.213,0.032,--,16,28,74,31,31,28,17,11,24,--,Greedy,0.4
Episode,109,step,27,state,"(0, 0)",6,"(2, 0)",--,0.219,0.178,0.101,0.198,0.164,0.111,0.229,0.219,0.199,--,98,104,119,185,184,215,148,203,259,--,Greedy,0.1
Episode,109,step,28,state,"(2, 0)",0,"(1, 1)",--,0.233,0.151,0.121,0.091,0.225,0.212,0.125,0.205,0.227,--,246,121,280,362,197,231,135,138,113,--,Greedy,-0.12
Episode,109,step,29,state,"(1, 1)",3,"(0, 1)",--,0.089,0.121,0.221,0.239,-0.134,0.215,-0.299,0.086,0.207,--,16,64,14,19,6,7,8,5,16,--,Greedy,0.1
Episode,109,step,30,state,"(0, 1)",6,"(1, 1)",--,-0.127,-0.115,-0.107,0.207,-0.172,0.185,0.363,0.213,0.032,--,16,28,74,31,31,28,18,11,24,--,Greedy,0.1
Episode,109,step,32,state,"(1, 1)",8,"(2, 1)",--,0.089,0.121,0.221,0.263,-0.134,0.215,-0.299,0.086,0.207,--,16,64,14,21,6,7,8,5,16,--,Epsilon = 0.32,0.1
Episode,109,step,34,state,"(2, 1)",0,"(0, 1)",--,0.053,-0.039,-0.198,-0.299,-0.338,-0.260,-0.425,-0.189,-0.374,--,46,33,32,43,22,36,18,28,38,--,Epsilon = 0.32,0.1
Episode,109,step,36,state,"(0, 1)",6,"(1, 1)",--,-0.127,-0.115,-0.107,0.207,-0.172,0.185,0.304,0.213,0.032,--,16,28,74,31,31,28,20,11,24,--,Greedy,0.1
Episode,109,step,39,state,"(1, 1)",3,"(0, 1)",--,0.089,0.121,0.221,0.255,-0.134,0.215,-0.299,0.086,0.165,--,16,64,14,23,6,7,8,5,17,--,Greedy,0.1
Episode,109,step,40,state,"(0, 1)",6,"(1, 1)",--,-0.127,-0.115,-0.107,0.207,-0.172,0.185,0.282,0.213,0.032,--,16,28,74,31,31,28,21,11,24,--,Greedy,0.1
Episode,109,step,42,state,"(1, 1)",6,"(2, 2)",--,0.089,0.121,0.221,0.255,-0.134,0.215,-0.299,0.086,0.165,--,16,64,14,25,6,7,8,5,17,--,Epsilon = 0.32,-1
end
