 , , ,log2019-04-25_09-35-12,ep ,92,step ,128,r ,9.440
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,92,step,1,state,"(0, 0)",4,"(0, 0)",--,0.156,0.150,0.160,0.147,0.237,0.162,-0.031,0.168,-0.238,--,88,63,77,136,299,210,250,174,172,--,Greedy,0
Episode,92,step,4,state,"(0, 0)",4,"(1, 0)",--,0.156,0.150,0.160,0.147,0.238,0.162,-0.031,0.168,-0.238,--,88,63,77,136,302,210,250,174,172,--,Greedy,0.1
Episode,92,step,8,state,"(1, 0)",5,"(2, 0)",--,0.224,0.232,0.228,0.211,0.174,0.234,0.232,0.230,0.231,--,230,144,212,144,259,239,276,253,210,--,Greedy,0.1
Episode,92,step,9,state,"(2, 0)",1,"(1, 0)",--,0.213,-0.227,-0.234,0.220,0.209,0.147,0.185,0.143,0.139,--,232,273,216,281,237,201,137,118,114,--,Epsilon = 0.32,0.1
Episode,92,step,11,state,"(1, 0)",6,"(2, 0)",--,0.224,0.232,0.228,0.211,0.174,0.231,0.233,0.230,0.231,--,230,144,212,144,259,240,277,253,210,--,Greedy,0.1
Episode,92,step,15,state,"(2, 0)",3,"(1, 0)",--,0.213,-0.033,-0.234,0.224,0.217,0.147,0.185,0.178,0.139,--,232,274,216,282,238,201,137,119,114,--,Greedy,0.1
Episode,92,step,16,state,"(1, 0)",1,"(0, 0)",--,0.224,0.232,0.228,0.211,0.174,0.231,0.231,0.230,0.231,--,230,144,212,144,259,240,278,253,210,--,Greedy,0.1
Episode,92,step,19,state,"(0, 0)",4,"(1, 0)",--,0.156,0.150,0.160,0.147,0.237,0.162,-0.031,0.168,-0.238,--,88,63,77,136,305,210,250,174,172,--,Greedy,0.1
Episode,92,step,20,state,"(1, 0)",1,"(0, 0)",--,0.224,0.234,0.228,0.211,0.174,0.231,0.231,0.230,0.231,--,230,145,212,144,259,240,278,253,210,--,Greedy,0.1
Episode,92,step,23,state,"(0, 0)",4,"(1, 0)",--,0.156,0.150,0.160,0.147,0.237,0.162,0.081,0.168,-0.238,--,88,63,77,136,307,210,251,174,172,--,Greedy,0.1
Episode,92,step,24,state,"(1, 0)",0,"(0, 0)",--,0.224,0.235,0.228,0.211,0.174,0.231,0.231,0.230,0.231,--,230,146,212,144,259,240,278,253,210,--,Epsilon = 0.32,0.1
Episode,92,step,26,state,"(0, 0)",4,"(1, 0)",--,0.156,0.150,0.160,0.147,0.237,0.162,0.081,0.168,-0.238,--,88,63,77,136,309,210,251,174,172,--,Greedy,0.1
Episode,92,step,27,state,"(1, 0)",1,"(0, 0)",--,0.230,0.235,0.228,0.211,0.174,0.231,0.231,0.230,0.231,--,231,146,212,144,259,240,278,253,210,--,Greedy,0.1
Episode,92,step,28,state,"(0, 0)",4,"(0, 4)",--,0.156,0.150,0.160,0.147,0.237,0.162,0.081,0.168,-0.238,--,88,63,77,136,310,210,251,174,172,--,Greedy,-0.12
Episode,92,step,29,state,"(0, 4)",1,"(0, 20)",--,0.035,0.115,-0.265,0.045,0.067,0.088,0.014,0.048,0.043,--,4,15,10,9,15,12,2,24,32,--,Greedy,-0.12
Episode,92,step,33,state,"(0, 20)",5,"(1, 20)",--,0.251,0.259,0.237,0.231,0.121,0.279,0.257,0.172,0.262,--,50,15,12,33,45,57,9,115,77,--,Greedy,0.1
Episode,92,step,38,state,"(1, 20)",8,"(2, 20)",--,0.282,0.264,0.287,0.255,0.250,0.048,0.284,0.277,0.307,--,22,40,31,23,68,70,91,90,124,--,Greedy,0.1
Episode,92,step,46,state,"(2, 20)",4,"(2, 4)",--,0.322,0.342,0.308,0.173,0.273,0.304,0.311,0.369,0.315,--,95,75,84,82,104,161,53,100,77,--,Epsilon = 0.32,0.4
Episode,92,step,47,state,"(2, 4)",0,"(1, 4)",--,0.526,0.464,0.311,0.449,0.335,0.349,0.425,0.362,0.405,--,9,57,6,6,3,2,43,39,3,--,Greedy,0.1
