 , , ,log2019-04-25_09-52-33,ep ,209,step ,146,r ,14.400
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,209,step,1,state,"(1, 0)",6,"(1, 0)",--,0.219,0.233,0.125,0.234,0.212,0.231,0.237,0.231,0.227,--,395,259,462,362,651,513,508,562,466,--,Greedy,0
Episode,209,step,8,state,"(1, 0)",6,"(2, 0)",--,0.219,0.233,0.172,0.235,0.212,0.231,0.238,0.231,0.227,--,395,259,463,363,651,513,513,562,466,--,Greedy,0.1
Episode,209,step,10,state,"(2, 0)",0,"(0, 0)",--,0.060,0.218,0.196,0.199,0.118,0.062,0.099,-0.042,0.092,--,421,659,514,513,417,356,290,309,225,--,Epsilon = 0.32,0.1
Episode,209,step,11,state,"(0, 0)",7,"(1, 0)",--,0.203,0.198,0.220,0.108,0.131,0.151,0.207,0.236,0.161,--,170,172,158,241,486,394,425,485,303,--,Greedy,0.1
Episode,209,step,13,state,"(1, 0)",3,"(0, 0)",--,0.219,0.233,0.172,0.236,0.212,0.231,0.232,0.231,0.227,--,395,259,463,364,651,513,514,562,466,--,Greedy,0.1
Episode,209,step,14,state,"(0, 0)",8,"(1, 0)",--,0.203,0.198,0.220,0.108,0.131,0.151,0.207,0.236,0.161,--,170,172,158,241,486,394,425,486,303,--,Epsilon = 0.32,0.1
Episode,209,step,16,state,"(1, 0)",3,"(0, 0)",--,0.219,0.235,0.172,0.236,0.212,0.231,0.232,0.231,0.227,--,395,260,463,365,651,513,514,562,466,--,Greedy,0.1
Episode,209,step,17,state,"(0, 0)",7,"(1, 0)",--,0.203,0.198,0.220,0.108,0.131,0.151,0.207,0.236,0.193,--,170,172,158,241,486,394,425,486,304,--,Greedy,0.1
Episode,209,step,20,state,"(1, 0)",3,"(0, 0)",--,0.219,0.235,0.172,0.237,0.212,0.231,0.232,0.231,0.227,--,395,260,463,368,651,513,514,562,466,--,Greedy,0.1
Episode,209,step,21,state,"(0, 0)",7,"(1, 0)",--,0.203,0.198,0.220,0.108,0.131,0.151,0.207,0.237,0.193,--,170,172,158,241,486,394,425,487,304,--,Epsilon = 0.32,0.1
