 , , ,log2019-04-26_17-12-21,ep ,187,step ,45,r ,-0.870
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,187,step,1,state,"(1, 0)",3,"(1, 0)",--,0.132,0.195,0.229,0.230,0.220,0.224,0.224,0.181,0.198,--,241,279,317,401,476,460,411,378,436,--,Greedy,0
Episode,187,step,5,state,"(1, 0)",3,"(0, 0)",--,0.132,0.195,0.229,0.234,0.220,0.224,0.224,0.181,0.198,--,241,279,317,405,476,460,411,378,436,--,Greedy,0.1
Episode,187,step,7,state,"(0, 0)",5,"(1, 0)",--,0.090,0.095,0.206,0.151,0.085,0.154,0.178,0.161,0.079,--,153,175,172,268,340,291,328,353,360,--,Epsilon = 0.32,0.1
Episode,187,step,9,state,"(1, 0)",7,"(2, 0)",--,0.132,0.195,0.230,0.228,0.220,0.224,0.224,0.181,0.198,--,241,279,318,406,476,460,411,378,436,--,Epsilon = 0.32,0.1
Episode,187,step,10,state,"(2, 0)",0,"(1, 0)",--,0.221,0.065,0.155,0.128,0.176,0.104,0.115,-0.261,0.176,--,385,335,467,480,377,395,260,204,245,--,Greedy,0.1
Episode,187,step,11,state,"(1, 0)",2,"(0, 0)",--,0.132,0.195,0.230,0.228,0.220,0.224,0.224,0.201,0.198,--,241,279,318,406,476,460,411,379,436,--,Greedy,0.1
Episode,187,step,14,state,"(0, 0)",2,"(0, 20)",--,0.090,0.095,0.217,0.151,0.085,0.187,0.178,0.161,0.079,--,153,175,174,268,340,292,328,353,360,--,Greedy,-0.12
Episode,187,step,18,state,"(0, 20)",8,"(1, 20)",--,-0.042,0.244,0.243,0.087,0.224,0.236,0.235,0.131,-0.247,--,45,29,47,51,38,70,43,138,165,--,Epsilon = 0.32,0.1
Episode,187,step,19,state,"(1, 20)",8,"(2, 20)",--,-0.274,-0.026,-0.186,-0.224,-0.186,-0.014,0.008,-0.015,0.102,--,29,28,37,43,35,91,70,143,106,--,Greedy,0.1
Episode,187,step,23,state,"(2, 20)",1,"(0, 20)",--,0.331,0.217,0.248,0.230,-0.162,0.127,-0.148,0.249,0.246,--,117,37,125,119,97,116,101,135,174,--,Epsilon = 0.32,0.1
Episode,187,step,27,state,"(0, 20)",1,"(0, 24)",--,-0.042,0.243,0.242,0.087,0.224,0.236,0.235,0.177,-0.077,--,45,30,48,51,38,70,43,139,166,--,Greedy,-0.8
Episode,187,step,28,state,"(0, 24)",7,"(0, 41)",--,-0.390,-0.333,-0.291,-0.329,-0.327,-0.243,-0.321,-0.222,-0.225,--,3,2,2,2,3,2,2,2,2,--,Greedy,-0.4
Episode,187,step,29,state,"(0, 41)",5,"(1, 41)",--,-0.426,-0.336,-0.319,-0.451,-0.267,0.201,-0.565,-0.380,-0.332,--,5,15,13,9,12,34,5,19,19,--,Greedy,-0.2
Episode,187,step,31,state,"(1, 41)",0,"(0, 41)",--,-0.233,-0.555,-0.311,-0.476,-0.403,-0.391,-0.478,-0.477,-0.435,--,13,6,12,8,11,9,6,20,7,--,Greedy,-0.2
Episode,187,step,34,state,"(0, 41)",5,"(2, 41)",--,-0.426,-0.336,-0.319,-0.451,-0.267,-0.161,-0.565,-0.380,-0.332,--,5,15,13,9,12,37,5,19,19,--,Greedy,-0.2
Episode,187,step,35,state,"(2, 41)",1,"(1, 41)",--,-0.375,-0.241,-0.387,-0.379,-0.406,-0.374,-0.368,-0.384,-0.378,--,10,18,25,16,11,11,19,10,10,--,Greedy,-0.2
Episode,187,step,36,state,"(1, 41)",0,"(0, 41)",--,-0.222,-0.555,-0.311,-0.476,-0.403,-0.391,-0.478,-0.477,-0.435,--,14,6,12,8,11,9,6,20,7,--,Greedy,-0.2
Episode,187,step,37,state,"(0, 41)",5,"(0, 34)",--,-0.426,-0.336,-0.319,-0.451,-0.267,-0.236,-0.565,-0.380,-0.332,--,5,15,13,9,12,38,5,19,19,--,Greedy,-0.2
Episode,187,step,38,state,"(0, 34)",0,"(0, 2)",--,0.117,-0.009,-0.004,-0.006,-0.001,-0.007,-0.000,-0.010,-0.007,--,2,0,0,0,0,0,0,0,0,--,Epsilon = 0.32,0.15
Episode,187,step,40,state,"(0, 2)",7,"(1, 2)",--,-0.398,-0.336,-0.478,-0.660,-0.632,-0.338,-0.520,-0.322,-0.454,--,18,34,31,19,56,13,22,12,21,--,Greedy,-0.2
Episode,187,step,41,state,"(1, 2)",0,"(1, 0)",--,-0.275,-0.389,-0.287,0.102,-0.288,-0.287,-0.299,-0.283,-0.239,--,20,25,17,15,13,10,8,25,10,--,Epsilon = 0.32,0.8
Episode,187,step,42,state,"(1, 0)",3,"(0, 0)",--,0.132,0.195,0.226,0.228,0.220,0.224,0.224,0.201,0.198,--,241,279,319,406,476,460,411,379,436,--,Greedy,0.1
Episode,187,step,43,state,"(0, 0)",5,"(1, 0)",--,0.090,0.095,0.135,0.151,0.085,0.187,0.178,0.161,0.079,--,153,175,175,268,340,292,328,353,360,--,Greedy,0.1
Episode,187,step,45,state,"(1, 0)",2,"(0, 0)",--,0.132,0.195,0.228,0.220,0.220,0.224,0.224,0.201,0.198,--,241,279,320,407,476,460,411,379,436,--,Greedy,-1
end
