 , , ,log2019-04-26_17-16-24,ep ,206,step ,146,r ,14.400
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,206,step,1,state,"(1, 0)",5,"(1, 0)",--,0.229,0.163,0.225,0.199,0.216,0.226,0.226,0.080,0.232,--,272,314,337,510,534,504,438,488,482,--,Epsilon = 0.32,0
Episode,206,step,4,state,"(1, 0)",8,"(2, 0)",--,0.229,0.163,0.225,0.199,0.224,0.226,0.226,0.080,0.233,--,272,314,337,510,535,505,438,488,483,--,Epsilon = 0.32,0.1
Episode,206,step,6,state,"(2, 0)",0,"(1, 0)",--,0.228,0.151,-0.259,0.213,0.172,0.223,-0.138,0.143,0.201,--,502,420,519,509,414,447,292,241,273,--,Greedy,0.1
Episode,206,step,8,state,"(1, 0)",1,"(0, 0)",--,0.229,0.163,0.225,0.199,0.224,0.226,0.226,0.080,0.233,--,272,314,337,510,535,505,438,488,485,--,Epsilon = 0.32,0.1
Episode,206,step,10,state,"(0, 0)",5,"(1, 0)",--,0.177,0.190,0.155,0.187,0.151,0.224,0.147,0.154,0.142,--,194,202,226,297,370,344,368,456,377,--,Epsilon = 0.32,0.1
Episode,206,step,11,state,"(1, 0)",8,"(2, 0)",--,0.229,0.190,0.225,0.199,0.224,0.226,0.226,0.080,0.233,--,272,315,337,510,535,505,438,488,485,--,Greedy,0.1
Episode,206,step,13,state,"(2, 0)",0,"(1, 0)",--,0.231,0.151,-0.259,0.222,0.172,0.223,-0.138,0.143,0.201,--,503,420,519,510,414,447,292,241,273,--,Epsilon = 0.32,0.1
Episode,206,step,15,state,"(1, 0)",8,"(2, 0)",--,0.229,0.190,0.225,0.199,0.224,0.226,0.226,0.080,0.234,--,272,315,337,510,535,505,438,488,487,--,Greedy,0.1
Episode,206,step,18,state,"(2, 0)",0,"(1, 0)",--,0.234,0.151,-0.259,0.222,0.172,0.223,0.019,0.143,0.201,--,505,420,519,510,414,447,293,241,273,--,Greedy,0.1
Episode,206,step,22,state,"(1, 0)",7,"(2, 0)",--,0.229,0.190,0.230,0.199,0.224,0.226,0.226,0.080,0.236,--,272,315,338,510,535,505,438,488,490,--,Epsilon = 0.32,0.1
Episode,206,step,24,state,"(2, 0)",0,"(1, 0)",--,0.235,0.151,-0.259,0.222,0.172,0.223,0.019,0.143,0.201,--,507,420,519,510,414,447,293,241,273,--,Greedy,0.1
Episode,206,step,26,state,"(1, 0)",8,"(2, 0)",--,0.229,0.190,0.230,0.199,0.224,0.226,0.226,0.145,0.236,--,272,315,338,510,535,505,438,489,491,--,Greedy,0.1
Episode,206,step,28,state,"(2, 0)",0,"(0, 0)",--,0.236,0.151,-0.259,0.222,0.172,0.223,0.019,0.143,0.201,--,509,420,519,510,414,447,293,241,273,--,Greedy,0.1
Episode,206,step,30,state,"(0, 0)",5,"(1, 0)",--,0.177,0.190,0.155,0.187,0.151,0.230,0.147,0.154,0.142,--,194,202,226,297,370,346,368,456,377,--,Greedy,0.1
Episode,206,step,31,state,"(1, 0)",8,"(2, 0)",--,0.229,0.190,0.230,0.199,0.224,0.226,0.226,0.145,0.236,--,272,315,338,510,535,505,438,489,492,--,Greedy,0.1
