 , , ,log2019-04-26_17-24-44,ep ,256,step ,51,r ,-3.170
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,256,step,1,state,"(1, 0)",2,"(1, 0)",--,0.229,0.229,0.232,0.222,0.222,0.189,0.220,0.154,0.074,--,373,487,473,592,604,646,587,577,598,--,Greedy,0
Episode,256,step,11,state,"(1, 0)",2,"(0, 0)",--,0.232,0.229,0.235,0.222,0.227,0.189,0.231,0.154,0.142,--,374,487,478,592,605,646,589,577,599,--,Greedy,0.1
Episode,256,step,14,state,"(0, 0)",0,"(0, 20)",--,0.207,0.094,0.122,0.115,0.177,0.152,0.162,0.074,0.114,--,273,264,281,354,459,480,439,641,526,--,Greedy,-0.12
Episode,256,step,18,state,"(0, 20)",7,"(1, 20)",--,0.266,0.262,0.275,0.255,0.278,0.266,0.256,0.298,0.021,--,54,45,62,60,61,132,154,150,175,--,Greedy,0.1
Episode,256,step,19,state,"(1, 20)",5,"(2, 20)",--,0.230,0.271,0.192,0.195,0.284,0.282,0.278,0.279,0.306,--,34,33,40,46,45,102,97,159,228,--,Epsilon = 0.32,0.1
Episode,256,step,20,state,"(2, 20)",1,"(1, 20)",--,0.284,0.424,0.262,0.285,0.270,0.413,0.338,0.291,0.084,--,147,72,173,172,143,181,197,252,276,--,Greedy,0.1
Episode,256,step,24,state,"(1, 20)",8,"(1, 24)",--,0.250,0.271,0.192,0.195,0.284,0.289,0.278,0.279,0.306,--,35,33,40,46,45,105,97,159,228,--,Greedy,-0.8
Episode,256,step,25,state,"(1, 24)",5,"(2, 41)",--,-0.182,-0.136,-0.136,0.345,-0.197,-0.134,-0.258,-0.145,-0.110,--,2,2,1,5,1,3,2,3,2,--,Epsilon = 0.32,-0.4
Episode,256,step,26,state,"(2, 41)",6,"(2, 40)",--,-0.399,-0.635,-0.400,-0.396,-0.412,-0.392,-0.403,-0.399,-0.647,--,12,24,26,17,12,12,21,11,12,--,Epsilon = 0.32,-0.2
Episode,256,step,28,state,"(2, 40)",3,"(1, 40)",--,-0.323,-0.177,-0.318,-0.173,-0.075,-0.553,-0.244,-0.509,-0.315,--,6,8,3,14,23,17,7,6,5,--,Epsilon = 0.32,-0.2
Episode,256,step,30,state,"(1, 40)",7,"(2, 40)",--,-0.235,-0.247,-0.288,-0.220,-0.510,-0.408,-0.341,-0.114,-0.215,--,4,2,4,4,3,7,6,9,4,--,Greedy,-0.2
Episode,256,step,33,state,"(2, 40)",1,"(1, 40)",--,-0.323,-0.177,-0.318,-0.193,-0.204,-0.553,-0.244,-0.509,-0.315,--,6,8,3,15,25,17,7,6,5,--,Greedy,-0.2
Episode,256,step,34,state,"(1, 40)",1,"(0, 40)",--,-0.235,-0.247,-0.288,-0.220,-0.510,-0.408,-0.341,-0.168,-0.215,--,4,2,4,4,3,7,6,10,4,--,Epsilon = 0.32,-0.2
Episode,256,step,37,state,"(0, 40)",5,"(0, 41)",--,-0.291,-0.301,-0.251,-0.286,-0.396,-0.239,-0.280,-0.272,-0.409,--,5,5,4,4,2,3,10,5,6,--,Greedy,-0.2
Episode,256,step,38,state,"(0, 41)",8,"(1, 41)",--,-0.425,-0.648,-0.605,-0.451,-0.526,-0.494,-0.590,-0.652,-0.400,--,6,19,14,9,15,50,8,21,22,--,Greedy,-0.2
Episode,256,step,39,state,"(1, 41)",3,"(2, 41)",--,-0.577,-0.555,-0.392,-0.476,-0.403,-0.644,-0.478,-0.477,-0.431,--,16,6,18,8,11,14,6,20,8,--,Epsilon = 0.32,-0.2
Episode,256,step,40,state,"(2, 41)",6,"(1, 41)",--,-0.399,-0.635,-0.400,-0.396,-0.412,-0.392,-0.315,-0.399,-0.647,--,12,24,26,17,12,12,22,11,12,--,Greedy,-0.2
Episode,256,step,42,state,"(1, 41)",4,"(0, 41)",--,-0.577,-0.555,-0.407,-0.437,-0.403,-0.644,-0.478,-0.477,-0.431,--,16,6,19,9,11,14,6,20,8,--,Greedy,-0.2
Episode,256,step,43,state,"(0, 41)",5,"(1, 33)",--,-0.425,-0.648,-0.605,-0.451,-0.526,-0.494,-0.590,-0.652,-0.412,--,6,19,14,9,15,50,8,21,23,--,Epsilon = 0.32,0.15
Episode,256,step,44,state,"(1, 33)",2,"(0, 1)",--,0.055,0.240,0.556,-0.009,-0.006,-0.001,-0.006,-0.007,-0.008,--,1,3,3,0,0,0,0,0,0,--,Greedy,0.8
Episode,256,step,46,state,"(0, 1)",3,"(0, 2)",--,0.283,0.329,0.284,0.501,0.268,0.278,0.277,0.282,0.226,--,72,129,91,150,75,50,72,47,54,--,Greedy,-0.8
Episode,256,step,48,state,"(0, 2)",5,"(1, 2)",--,-0.351,-0.479,-0.312,-0.660,-0.533,-0.415,-0.337,-0.328,-0.538,--,21,36,51,19,57,17,41,18,27,--,Epsilon = 0.32,-0.2
Episode,256,step,49,state,"(1, 2)",0,"(0, 2)",--,-0.324,-0.389,-0.556,-0.652,-0.598,-0.652,-0.377,-0.325,-0.315,--,39,25,20,21,19,12,22,27,12,--,Epsilon = 0.32,-0.2
