 , , ,log2019-04-26_17-23-19,ep ,247,step ,147,r ,13.880
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,247,step,1,state,"(2, 0)",1,"(2, 0)",--,-0.013,0.167,0.071,0.137,0.068,0.069,0.088,0.134,0.157,--,592,489,616,686,585,480,362,311,338,--,Greedy,0
Episode,247,step,3,state,"(2, 0)",1,"(1, 0)",--,-0.013,0.167,0.071,0.137,0.068,0.069,0.088,0.160,0.157,--,592,490,616,686,585,480,362,312,338,--,Greedy,0.1
Episode,247,step,4,state,"(1, 0)",3,"(0, 0)",--,0.214,0.170,0.218,0.221,0.192,0.220,0.218,0.211,0.220,--,348,479,443,579,596,622,571,527,590,--,Greedy,0.1
Episode,247,step,5,state,"(0, 0)",6,"(1, 0)",--,0.106,0.127,0.165,0.172,0.147,0.134,0.140,0.231,0.076,--,264,259,263,344,454,473,430,597,489,--,Epsilon = 0.32,0.1
Episode,247,step,7,state,"(1, 0)",0,"(0, 0)",--,0.214,0.170,0.218,0.229,0.192,0.220,0.218,0.211,0.220,--,348,479,443,581,596,622,571,527,590,--,Epsilon = 0.32,0.1
Episode,247,step,8,state,"(0, 0)",7,"(1, 0)",--,0.106,0.127,0.165,0.172,0.147,0.134,0.179,0.231,0.076,--,264,259,263,344,454,473,431,597,489,--,Greedy,0.1
Episode,247,step,10,state,"(1, 0)",3,"(2, 0)",--,0.222,0.170,0.218,0.229,0.192,0.220,0.218,0.220,0.220,--,349,479,443,581,596,622,571,528,590,--,Greedy,0.1
Episode,247,step,11,state,"(2, 0)",1,"(1, 0)",--,-0.013,0.192,0.071,0.137,0.068,0.069,0.088,0.160,0.157,--,592,491,616,686,585,480,362,312,338,--,Greedy,0.1
Episode,247,step,12,state,"(1, 0)",0,"(0, 0)",--,0.222,0.170,0.218,0.221,0.192,0.220,0.218,0.220,0.220,--,349,479,443,582,596,622,571,528,590,--,Greedy,0.1
Episode,247,step,14,state,"(0, 0)",7,"(1, 0)",--,0.106,0.127,0.165,0.172,0.147,0.134,0.179,0.233,0.076,--,264,259,263,344,454,473,431,599,489,--,Greedy,0.1
