 , , ,log2019-04-25_10-00-38,ep ,255,step ,147,r ,14.760
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,255,step,1,state,"(1, 0)",0,"(1, 0)",--,0.234,0.236,0.204,0.232,0.220,0.148,-0.235,0.220,-0.154,--,468,346,570,558,757,623,624,668,566,--,Epsilon = 0.32,0
Episode,255,step,4,state,"(1, 0)",1,"(0, 0)",--,0.234,0.236,0.204,0.232,0.220,0.185,-0.235,0.220,-0.154,--,469,347,570,558,757,624,624,668,566,--,Epsilon = 0.32,0.1
Episode,255,step,6,state,"(0, 0)",2,"(1, 0)",--,0.178,0.119,0.209,0.204,0.097,0.126,0.195,0.237,0.171,--,214,214,212,349,594,532,516,591,417,--,Epsilon = 0.32,0.1
Episode,255,step,9,state,"(1, 0)",1,"(0, 0)",--,0.234,0.237,0.204,0.232,0.220,0.185,-0.235,0.227,-0.154,--,469,349,570,558,757,624,624,669,566,--,Greedy,0.1
Episode,255,step,11,state,"(0, 0)",7,"(0, 4)",--,0.178,0.119,0.228,0.204,0.097,0.126,0.195,0.237,0.171,--,214,214,214,349,594,532,516,591,417,--,Greedy,-0.12
Episode,255,step,12,state,"(0, 4)",4,"(0, 20)",--,0.096,0.036,0.031,0.049,0.147,0.048,0.142,0.126,0.047,--,17,29,14,25,30,36,14,75,49,--,Greedy,-0.12
Episode,255,step,13,state,"(0, 20)",6,"(2, 20)",--,0.022,-0.263,-0.246,-0.051,-0.368,-0.012,0.323,0.150,0.179,--,97,78,84,59,131,137,106,203,183,--,Greedy,0.1
Episode,255,step,15,state,"(2, 20)",4,"(2, 4)",--,0.256,0.320,0.266,0.255,0.475,0.309,0.163,0.318,0.313,--,200,185,184,172,191,343,185,243,240,--,Greedy,0.4
Episode,255,step,16,state,"(2, 4)",0,"(2, 0)",--,0.500,0.419,0.402,0.452,0.468,0.473,0.429,0.447,0.408,--,26,83,19,37,33,38,94,80,18,--,Greedy,0.4
Episode,255,step,17,state,"(2, 0)",3,"(1, 0)",--,0.144,0.182,0.186,0.194,0.160,0.191,0.172,0.183,-0.071,--,467,819,661,704,503,404,404,351,269,--,Greedy,0.1
Episode,255,step,18,state,"(1, 0)",1,"(0, 0)",--,0.234,0.237,0.204,0.232,0.220,0.185,-0.235,0.227,-0.154,--,469,350,570,558,757,624,624,669,566,--,Greedy,0.1
Episode,255,step,19,state,"(0, 0)",2,"(0, 4)",--,0.178,0.119,0.228,0.204,0.097,0.126,0.195,0.123,0.171,--,214,214,214,349,594,532,516,592,417,--,Greedy,-0.12
Episode,255,step,20,state,"(0, 4)",8,"(0, 20)",--,0.096,0.036,0.031,0.049,0.113,0.048,0.142,0.126,0.047,--,17,29,14,25,31,36,14,75,49,--,Epsilon = 0.32,-0.12
Episode,255,step,21,state,"(0, 20)",6,"(1, 20)",--,0.022,-0.263,-0.246,-0.051,-0.368,-0.012,0.345,0.150,0.179,--,97,78,84,59,131,137,107,203,183,--,Greedy,0.1
Episode,255,step,22,state,"(1, 20)",4,"(2, 20)",--,0.268,0.220,0.256,0.243,0.278,-0.118,0.009,0.317,0.255,--,64,74,65,62,109,143,241,156,232,--,Epsilon = 0.32,0.1
Episode,255,step,24,state,"(2, 20)",4,"(1, 20)",--,0.256,0.320,0.266,0.255,0.507,0.309,0.163,0.318,0.313,--,200,185,184,172,193,343,185,243,240,--,Greedy,0.1
Episode,255,step,27,state,"(1, 20)",7,"(2, 20)",--,0.268,0.220,0.256,0.243,0.308,-0.118,0.009,0.317,0.255,--,64,74,65,62,112,143,241,156,232,--,Greedy,0.1
Episode,255,step,29,state,"(2, 20)",2,"(1, 20)",--,0.256,0.320,0.266,0.255,0.387,0.309,0.163,0.318,0.313,--,200,185,184,172,195,343,185,243,240,--,Epsilon = 0.32,0.1
Episode,255,step,31,state,"(1, 20)",7,"(2, 20)",--,0.268,0.220,0.256,0.243,0.308,-0.118,0.009,0.312,0.255,--,64,74,65,62,112,143,241,158,232,--,Greedy,0.1
Episode,255,step,32,state,"(2, 20)",4,"(2, 4)",--,0.256,0.320,0.276,0.255,0.387,0.309,0.163,0.318,0.313,--,200,185,185,172,195,343,185,243,240,--,Greedy,0.4
Episode,255,step,33,state,"(2, 4)",0,"(1, 4)",--,0.505,0.419,0.402,0.452,0.468,0.473,0.429,0.447,0.408,--,27,83,19,37,33,38,94,80,18,--,Greedy,0.1
Episode,255,step,35,state,"(1, 4)",5,"(2, 0)",--,0.139,0.241,0.238,0.238,0.137,0.306,0.253,0.260,0.201,--,10,14,10,23,30,19,60,37,71,--,Greedy,0.4
Episode,255,step,37,state,"(2, 0)",3,"(0, 0)",--,0.144,0.182,0.186,0.217,0.160,0.191,0.172,0.183,-0.071,--,467,819,661,706,503,404,404,351,269,--,Epsilon = 0.32,0.1
Episode,255,step,40,state,"(0, 0)",2,"(0, 20)",--,0.195,0.119,0.116,0.210,0.097,0.126,0.195,0.123,0.171,--,215,214,215,350,594,532,516,592,417,--,Epsilon = 0.32,-0.12
Episode,255,step,42,state,"(0, 20)",6,"(1, 20)",--,0.022,-0.263,-0.246,-0.051,-0.368,-0.012,0.305,0.150,0.179,--,97,78,84,59,131,137,109,203,183,--,Greedy,0.1
Episode,255,step,43,state,"(1, 20)",7,"(2, 20)",--,0.268,0.220,0.256,0.243,0.308,-0.118,0.009,0.317,0.255,--,64,74,65,62,112,143,241,159,232,--,Greedy,0.1
Episode,255,step,45,state,"(2, 20)",4,"(2, 4)",--,0.256,0.320,0.276,0.255,0.516,0.309,0.163,0.318,0.349,--,200,185,185,172,196,343,185,243,241,--,Greedy,0.4
Episode,255,step,46,state,"(2, 4)",8,"(2, 0)",--,0.413,0.419,0.402,0.452,0.468,0.473,0.429,0.447,0.408,--,28,83,19,37,33,38,94,80,18,--,Epsilon = 0.32,0.4
Episode,255,step,50,state,"(2, 0)",3,"(1, 0)",--,0.144,0.182,0.186,0.224,0.160,0.191,0.172,0.183,0.054,--,467,819,661,709,503,404,404,351,270,--,Epsilon = 0.32,0.1
Episode,255,step,51,state,"(1, 0)",1,"(0, 0)",--,0.234,0.235,0.204,0.232,0.220,0.185,-0.235,0.227,-0.154,--,469,351,570,558,757,624,624,669,566,--,Greedy,0.1
Episode,255,step,58,state,"(0, 0)",5,"(1, 0)",--,0.195,0.119,0.095,0.227,0.151,0.126,0.195,0.123,0.171,--,215,214,216,355,595,532,516,592,417,--,Epsilon = 0.32,0.1
Episode,255,step,59,state,"(1, 0)",0,"(0, 0)",--,0.234,0.229,0.204,0.232,0.220,0.185,-0.235,0.227,-0.154,--,469,352,570,558,757,624,624,669,566,--,Greedy,0.1
Episode,255,step,67,state,"(0, 0)",0,"(0, 4)",--,0.212,0.119,0.095,0.234,0.186,0.172,0.195,0.123,0.171,--,216,214,216,360,596,533,516,592,417,--,Epsilon = 0.32,-0.12
Episode,255,step,68,state,"(0, 4)",6,"(0, 20)",--,0.096,0.036,0.031,0.049,0.113,0.048,0.142,0.126,0.061,--,17,29,14,25,31,36,14,75,50,--,Greedy,-0.12
Episode,255,step,70,state,"(0, 20)",6,"(2, 20)",--,0.022,-0.263,-0.246,-0.051,-0.368,-0.012,0.286,0.150,0.179,--,97,78,84,59,131,137,111,203,183,--,Greedy,0.1
Episode,255,step,72,state,"(2, 20)",4,"(1, 20)",--,0.256,0.320,0.276,0.332,0.582,0.309,0.163,0.318,0.349,--,200,185,185,173,197,343,185,243,241,--,Greedy,0.1
Episode,255,step,74,state,"(1, 20)",7,"(2, 20)",--,0.268,0.220,0.256,0.243,0.308,-0.118,0.009,0.332,0.255,--,64,74,65,62,112,143,241,161,232,--,Greedy,0.1
Episode,255,step,76,state,"(2, 20)",4,"(2, 4)",--,0.256,0.320,0.276,0.332,0.425,0.309,0.163,0.318,0.349,--,200,185,185,173,199,343,185,243,241,--,Greedy,0.4
Episode,255,step,77,state,"(2, 4)",5,"(1, 4)",--,0.413,0.419,0.402,0.452,0.468,0.473,0.429,0.447,0.458,--,28,83,19,37,33,38,94,80,19,--,Greedy,0.1
Episode,255,step,78,state,"(1, 4)",5,"(2, 4)",--,0.139,0.241,0.238,0.238,0.137,0.397,0.253,0.260,0.201,--,10,14,10,23,30,20,60,37,71,--,Greedy,0.1
Episode,255,step,79,state,"(2, 4)",8,"(2, 0)",--,0.413,0.419,0.402,0.452,0.468,0.413,0.429,0.447,0.458,--,28,83,19,37,33,39,94,80,19,--,Epsilon = 0.32,0.4
Episode,255,step,81,state,"(2, 0)",3,"(1, 0)",--,0.144,0.182,0.186,0.231,0.160,0.191,0.172,0.183,0.054,--,467,819,661,711,503,404,404,351,270,--,Greedy,0.1
Episode,255,step,83,state,"(1, 0)",0,"(0, 0)",--,0.233,0.229,0.204,0.232,0.226,0.185,-0.235,0.227,-0.154,--,470,352,570,558,758,624,624,669,566,--,Greedy,0.1
Episode,255,step,86,state,"(0, 0)",4,"(0, 4)",--,0.107,0.119,0.095,0.235,0.186,0.172,0.195,0.123,0.171,--,217,214,216,362,596,533,516,592,417,--,Epsilon = 0.32,-0.12
Episode,255,step,87,state,"(0, 4)",7,"(1, 20)",--,0.096,0.036,0.031,0.049,0.113,0.048,0.104,0.126,0.061,--,17,29,14,25,31,36,15,75,50,--,Greedy,-0.12
Episode,255,step,90,state,"(1, 20)",7,"(2, 20)",--,0.268,0.254,0.256,0.243,0.308,-0.118,0.009,0.328,0.255,--,64,75,65,62,112,143,241,163,232,--,Greedy,0.1
Episode,255,step,91,state,"(2, 20)",6,"(2, 4)",--,0.256,0.320,0.276,0.332,0.530,0.309,0.163,0.318,0.349,--,200,185,185,173,200,343,185,243,241,--,Epsilon = 0.32,0.4
Episode,255,step,92,state,"(2, 4)",8,"(2, 0)",--,0.413,0.419,0.402,0.452,0.468,0.413,0.429,0.447,0.489,--,28,83,19,37,33,39,94,80,20,--,Greedy,0.4
Episode,255,step,95,state,"(2, 0)",3,"(1, 0)",--,0.144,0.182,0.186,0.234,0.160,0.191,0.172,0.183,0.054,--,467,819,661,714,503,404,404,351,270,--,Greedy,0.1
Episode,255,step,98,state,"(1, 0)",0,"(0, 0)",--,0.235,0.229,0.204,0.232,0.226,0.185,-0.235,0.231,-0.154,--,472,352,570,558,758,624,624,670,566,--,Greedy,0.1
Episode,255,step,104,state,"(0, 0)",3,"(0, 4)",--,0.107,0.169,0.095,0.236,0.150,0.199,0.195,0.123,0.171,--,217,215,216,364,598,534,516,592,417,--,Greedy,-0.12
Episode,255,step,106,state,"(0, 4)",4,"(0, 20)",--,0.096,0.036,0.031,0.049,0.135,0.048,0.104,0.108,0.061,--,17,29,14,25,32,36,15,76,50,--,Greedy,-0.12
Episode,255,step,107,state,"(0, 20)",8,"(2, 20)",--,0.022,-0.263,-0.246,-0.051,-0.368,-0.012,0.350,0.150,0.179,--,97,78,84,59,131,137,112,203,183,--,Epsilon = 0.32,0.1
Episode,255,step,108,state,"(2, 20)",2,"(1, 20)",--,0.256,0.320,0.276,0.332,0.530,0.309,0.382,0.318,0.349,--,200,185,185,173,200,343,186,243,241,--,Epsilon = 0.32,0.1
