 , , ,log2019-04-25_09-59-49,ep ,251,step ,95,r ,6.020
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,251,step,1,state,"(2, 0)",3,"(2, 0)",--,0.210,0.215,0.207,0.237,0.214,0.098,0.186,0.075,0.205,--,465,802,646,686,476,402,399,349,265,--,Greedy,0
Episode,251,step,3,state,"(2, 0)",3,"(1, 0)",--,0.210,0.215,0.207,0.237,0.214,0.098,0.186,0.075,0.205,--,465,802,646,688,476,402,399,349,265,--,Greedy,0.1
Episode,251,step,4,state,"(1, 0)",1,"(0, 0)",--,0.231,0.230,0.223,0.232,0.080,0.234,0.233,0.229,-0.225,--,464,338,565,544,753,571,607,664,563,--,Epsilon = 0.32,0.1
Episode,251,step,13,state,"(0, 0)",3,"(0, 4)",--,0.071,0.229,0.121,0.238,0.229,0.210,0.119,-0.045,0.132,--,212,200,209,338,572,522,514,575,416,--,Epsilon = 0.32,-0.12
Episode,251,step,14,state,"(0, 4)",7,"(1, 4)",--,0.040,0.036,0.031,0.049,0.018,0.040,0.048,0.105,0.047,--,15,29,14,25,29,35,11,73,49,--,Greedy,0.1
Episode,251,step,15,state,"(1, 4)",6,"(2, 4)",--,0.139,0.241,0.238,0.238,0.137,0.321,0.325,0.260,0.196,--,10,14,10,23,30,18,56,37,69,--,Greedy,0.1
Episode,251,step,16,state,"(2, 4)",4,"(2, 0)",--,0.474,0.419,0.457,0.390,0.530,0.473,0.429,0.461,0.408,--,25,83,18,36,28,38,94,78,18,--,Greedy,0.4
Episode,251,step,17,state,"(2, 0)",3,"(1, 0)",--,0.210,0.215,0.207,0.237,0.214,0.098,0.186,0.075,0.205,--,465,802,646,689,476,402,399,349,265,--,Greedy,0.1
Episode,251,step,20,state,"(1, 0)",5,"(2, 0)",--,0.231,0.233,0.223,0.232,0.080,0.235,0.233,0.229,-0.225,--,464,339,565,544,753,573,607,664,563,--,Greedy,0.1
Episode,251,step,21,state,"(2, 0)",3,"(1, 0)",--,0.210,0.215,0.207,0.236,0.214,0.098,0.186,0.075,0.205,--,465,802,646,690,476,402,399,349,265,--,Greedy,0.1
Episode,251,step,25,state,"(1, 0)",5,"(2, 0)",--,0.231,0.233,0.223,0.234,0.080,0.237,0.233,0.229,-0.225,--,464,339,565,545,753,576,607,664,563,--,Greedy,0.1
Episode,251,step,28,state,"(2, 0)",3,"(1, 0)",--,0.210,0.225,0.207,0.237,0.214,0.098,0.207,0.075,0.205,--,465,803,646,691,476,402,400,349,265,--,Greedy,0.1
Episode,251,step,30,state,"(1, 0)",0,"(0, 0)",--,0.231,0.233,0.223,0.234,0.080,0.237,0.233,0.229,-0.225,--,464,339,565,545,753,578,607,664,563,--,Epsilon = 0.32,0.1
Episode,251,step,33,state,"(0, 0)",4,"(1, 0)",--,0.071,0.229,0.121,0.113,0.232,0.210,0.119,-0.045,0.132,--,212,200,209,339,574,522,514,575,416,--,Greedy,0.1
Episode,251,step,35,state,"(1, 0)",5,"(2, 0)",--,0.232,0.233,0.223,0.234,0.080,0.237,0.233,0.229,-0.225,--,465,339,565,545,753,579,607,664,563,--,Greedy,0.1
