 , , ,log2019-04-25_09-41-45,ep ,131,step ,220,r ,17.300
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,131,step,1,state,"(0, 0)",4,"(0, 0)",--,0.136,0.206,0.101,0.207,0.238,0.159,0.193,0.206,0.213,--,121,97,100,181,361,271,302,271,250,--,Greedy,0
Episode,131,step,5,state,"(0, 0)",4,"(1, 0)",--,0.179,0.206,0.101,0.207,0.238,0.159,0.193,0.206,0.213,--,122,97,100,181,364,271,302,271,250,--,Greedy,0.1
Episode,131,step,6,state,"(1, 0)",3,"(1, 4)",--,0.172,-0.278,0.230,0.235,0.235,0.221,0.226,0.227,0.096,--,284,182,291,257,436,357,358,389,284,--,Greedy,-0.12
Episode,131,step,9,state,"(1, 4)",0,"(0, 4)",--,0.165,0.144,0.159,0.165,0.186,0.230,0.210,0.055,0.372,--,6,6,7,11,27,8,36,15,37,--,Epsilon = 0.32,0.1
Episode,131,step,10,state,"(0, 4)",1,"(0, 20)",--,0.059,0.056,-0.133,0.052,0.122,0.060,0.029,0.068,0.070,--,7,24,11,10,22,15,3,32,47,--,Epsilon = 0.32,-0.12
Episode,131,step,15,state,"(0, 20)",7,"(1, 20)",--,-0.036,0.262,0.258,0.253,0.238,0.238,0.249,0.286,0.262,--,54,30,17,39,48,92,25,147,106,--,Greedy,0.1
Episode,131,step,16,state,"(1, 20)",6,"(2, 20)",--,0.260,0.259,0.259,0.260,0.258,0.259,0.358,0.159,0.248,--,32,43,39,33,81,82,150,108,138,--,Greedy,0.1
Episode,131,step,19,state,"(2, 20)",1,"(1, 20)",--,0.278,0.379,0.303,0.079,0.292,0.349,0.311,0.331,-0.228,--,111,87,119,130,133,201,94,180,118,--,Greedy,0.1
Episode,131,step,21,state,"(1, 20)",4,"(2, 20)",--,0.260,0.259,0.259,0.260,0.258,0.259,0.327,0.159,0.248,--,32,43,39,33,81,82,152,108,138,--,Epsilon = 0.32,0.1
Episode,131,step,23,state,"(2, 20)",1,"(1, 20)",--,0.278,0.346,0.303,0.079,0.292,0.329,0.311,0.331,-0.228,--,111,88,119,130,133,202,94,180,118,--,Greedy,0.1
Episode,131,step,25,state,"(1, 20)",4,"(2, 20)",--,0.260,0.259,0.259,0.260,0.276,0.259,0.311,0.159,0.248,--,32,43,39,33,82,82,153,108,138,--,Epsilon = 0.32,0.1
Episode,131,step,33,state,"(2, 20)",2,"(1, 20)",--,0.278,0.295,0.303,0.079,0.292,0.300,0.298,0.301,-0.228,--,111,91,119,130,133,204,95,182,118,--,Epsilon = 0.32,0.1
Episode,131,step,35,state,"(1, 20)",6,"(2, 20)",--,0.260,0.259,0.259,0.260,0.283,0.259,0.311,0.210,0.248,--,32,43,39,33,83,82,153,109,138,--,Greedy,0.1
Episode,131,step,37,state,"(2, 20)",5,"(2, 4)",--,0.278,0.295,0.294,0.079,0.292,0.300,0.298,0.290,-0.228,--,111,91,120,130,133,204,95,183,118,--,Greedy,0.4
Episode,131,step,38,state,"(2, 4)",4,"(2, 0)",--,0.360,0.326,0.352,0.324,0.419,0.533,0.446,0.380,0.390,--,20,66,7,25,4,12,56,40,4,--,Epsilon = 0.32,0.4
Episode,131,step,40,state,"(2, 0)",1,"(0, 0)",--,0.156,0.236,0.230,0.194,0.032,0.231,0.187,0.138,0.185,--,312,365,328,404,328,256,205,176,157,--,Epsilon = 0.32,0.1
Episode,131,step,42,state,"(0, 0)",4,"(1, 0)",--,0.179,0.206,0.101,0.207,0.237,0.159,0.193,0.206,0.223,--,122,97,100,181,365,271,302,271,251,--,Greedy,0.1
