 , , ,log2019-04-26_16-57-39,ep ,83,step ,26,r ,-0.370
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,83,step,1,state,"(1, 0)",7,"(1, 0)",--,0.218,0.233,0.189,0.116,-0.227,0.232,0.226,0.237,0.232,--,120,163,120,150,267,230,158,200,123,--,Greedy,0
Episode,83,step,4,state,"(1, 0)",7,"(2, 0)",--,0.218,0.233,0.189,0.116,-0.227,0.234,0.226,0.237,0.232,--,120,163,120,150,267,231,158,202,123,--,Greedy,0.1
Episode,83,step,11,state,"(2, 0)",7,"(2, 1)",--,0.170,0.183,0.194,0.079,0.159,0.190,0.141,0.234,0.211,--,174,102,226,224,149,146,108,119,77,--,Greedy,-0.12
Episode,83,step,15,state,"(2, 1)",6,"(2, 2)",--,-0.241,-0.138,-0.341,-0.151,-0.070,-0.180,0.162,-0.277,-0.170,--,28,20,30,32,9,25,16,24,22,--,Greedy,-0.8
Episode,83,step,16,state,"(2, 2)",3,"(2, 18)",--,-0.471,-0.447,-0.452,-0.363,-0.403,-0.545,-0.309,-0.210,-0.266,--,7,3,3,4,3,27,11,5,7,--,Epsilon = 0.32,-0.2
Episode,83,step,17,state,"(2, 18)",7,"(2, 22)",--,-0.106,-0.136,-0.085,-0.087,-0.088,-0.119,-0.127,0.446,-0.009,--,1,2,1,1,1,1,1,2,0,--,Greedy,-0.2
Episode,83,step,19,state,"(2, 22)",5,"(1, 22)",--,-0.105,-0.174,-0.195,0.338,-0.200,-0.258,-0.182,-0.391,-0.259,--,3,1,3,3,6,3,2,3,3,--,Epsilon = 0.32,-0.2
Episode,83,step,20,state,"(1, 22)",1,"(1, 38)",--,-0.017,-0.008,-0.086,-0.087,-0.009,-0.109,-0.089,-0.088,-0.084,--,1,0,1,1,0,1,1,1,1,--,Greedy,-0.4
Episode,83,step,21,state,"(1, 38)",0,"(0, 36)",--,-0.003,-0.007,-0.003,-0.003,-0.007,-0.009,-0.006,-0.007,-0.010,--,0,0,0,0,0,0,0,0,0,--,Epsilon = 0.32,0.15
Episode,83,step,22,state,"(0, 36)",3,"(0, 20)",--,-0.004,-0.003,-0.417,-0.001,-0.008,-0.007,-0.001,-0.001,-0.003,--,0,0,2,0,0,0,0,0,0,--,Greedy,0.8
Episode,83,step,25,state,"(0, 20)",2,"(0, 0)",--,0.248,-0.024,0.250,0.223,0.140,-0.003,0.213,0.125,0.249,--,33,20,28,30,14,41,22,79,91,--,Greedy,0.4
Episode,83,step,26,state,"(0, 0)",7,"(2, 0)",--,0.211,0.066,0.121,0.217,0.123,0.081,0.208,0.218,0.217,--,79,91,102,144,117,141,107,150,224,--,Greedy,-1
end
