 , , ,log2019-04-26_16-47-39,ep ,21,step ,129,r ,11.880
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,21,step,1,state,"(1, 0)",5,"(1, 0)",--,0.226,0.225,0.225,0.228,0.152,0.175,0.225,0.141,0.219,--,22,8,9,26,29,95,12,54,26,--,Epsilon = 0.32,0
Episode,21,step,5,state,"(1, 0)",3,"(0, 0)",--,0.226,0.225,0.225,0.233,0.152,0.175,0.225,0.141,0.219,--,22,8,9,29,29,96,12,54,26,--,Greedy,0.1
Episode,21,step,10,state,"(0, 0)",1,"(0, 4)",--,0.154,0.194,0.146,0.089,0.166,0.139,-0.248,0.074,0.150,--,17,11,2,13,3,7,11,38,34,--,Greedy,-0.12
Episode,21,step,11,state,"(0, 4)",8,"(0, 20)",--,-0.005,-0.027,0.002,-0.008,-0.006,0.043,-0.005,-0.031,-0.007,--,1,2,1,0,0,7,0,1,0,--,Epsilon = 0.32,-0.12
Episode,21,step,12,state,"(0, 20)",5,"(1, 20)",--,-0.244,0.034,0.063,-0.222,-0.256,-0.003,-0.004,-0.001,-0.189,--,11,11,1,4,4,0,0,0,27,--,Epsilon = 0.32,0.1
Episode,21,step,13,state,"(1, 20)",7,"(2, 20)",--,0.203,0.140,0.065,0.091,0.019,0.246,0.175,0.251,0.110,--,5,2,1,1,8,11,1,12,2,--,Greedy,0.1
Episode,21,step,15,state,"(2, 20)",3,"(2, 4)",--,0.250,-0.088,0.101,0.300,-0.339,-0.009,0.162,-0.209,-0.026,--,28,2,1,2,1,0,4,2,3,--,Greedy,0.4
Episode,21,step,16,state,"(2, 4)",1,"(2, 0)",--,-0.002,0.455,0.220,0.126,0.142,0.221,-0.006,-0.006,-0.001,--,0,5,1,2,1,1,0,0,0,--,Greedy,0.4
Episode,21,step,20,state,"(2, 0)",3,"(1, 0)",--,0.093,0.122,0.075,0.207,0.033,0.158,0.043,0.150,0.092,--,16,19,50,29,19,49,13,34,24,--,Greedy,0.1
Episode,21,step,21,state,"(1, 0)",0,"(0, 0)",--,0.226,0.225,0.225,0.219,0.152,0.175,0.225,0.141,0.219,--,22,8,9,30,29,96,12,54,26,--,Greedy,0.1
