 , , ,log2019-04-26_17-21-26,ep ,233,step ,87,r ,7.740
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,233,step,1,state,"(1, 0)",2,"(1, 0)",--,0.221,0.162,0.232,0.211,0.219,0.216,0.226,0.124,0.154,--,329,453,397,570,572,551,534,522,570,--,Greedy,0
Episode,233,step,6,state,"(1, 0)",2,"(0, 0)",--,0.221,0.162,0.235,0.211,0.219,0.216,0.226,0.171,0.154,--,329,453,401,570,572,551,534,523,570,--,Greedy,0.1
Episode,233,step,9,state,"(0, 0)",5,"(1, 4)",--,0.162,0.173,0.156,0.149,0.186,0.212,0.108,0.159,0.179,--,253,249,259,327,433,442,423,537,480,--,Greedy,-0.12
Episode,233,step,10,state,"(1, 4)",7,"(2, 20)",--,0.172,0.174,0.179,0.152,0.180,0.328,0.182,0.447,0.215,--,8,4,15,3,6,22,90,13,5,--,Greedy,-0.12
Episode,233,step,11,state,"(2, 20)",5,"(2, 4)",--,0.318,0.323,0.353,0.319,0.313,0.337,0.356,0.563,0.333,--,144,57,166,146,138,153,179,247,259,--,Epsilon = 0.32,0.4
Episode,233,step,13,state,"(2, 4)",8,"(2, 0)",--,0.471,0.420,0.435,0.347,0.354,0.479,0.442,0.507,0.536,--,21,38,15,31,21,41,45,78,41,--,Greedy,0.4
Episode,233,step,16,state,"(2, 0)",1,"(1, 0)",--,0.213,0.224,0.185,0.155,0.234,0.063,0.228,0.153,0.180,--,562,467,593,657,538,474,337,298,307,--,Epsilon = 0.32,0.1
Episode,233,step,17,state,"(1, 0)",2,"(0, 0)",--,0.221,0.162,0.228,0.211,0.219,0.216,0.226,0.171,0.154,--,329,453,402,570,572,551,534,523,570,--,Greedy,0.1
Episode,233,step,20,state,"(0, 0)",4,"(1, 0)",--,0.162,0.173,0.156,0.149,0.203,0.182,0.108,0.159,0.179,--,253,249,259,327,435,443,423,537,480,--,Greedy,0.1
Episode,233,step,21,state,"(1, 0)",6,"(2, 0)",--,0.221,0.162,0.220,0.211,0.219,0.216,0.226,0.171,0.154,--,329,453,403,570,572,551,534,523,570,--,Greedy,0.1
Episode,233,step,24,state,"(2, 0)",3,"(1, 0)",--,0.213,0.228,0.185,0.155,0.236,0.063,0.228,0.153,0.180,--,562,468,593,657,540,474,337,298,307,--,Epsilon = 0.32,0.1
Episode,233,step,26,state,"(1, 0)",6,"(2, 0)",--,0.221,0.162,0.220,0.211,0.219,0.216,0.231,0.171,0.154,--,329,453,403,570,572,551,536,523,570,--,Greedy,0.1
Episode,233,step,28,state,"(2, 0)",4,"(1, 0)",--,0.213,0.228,0.185,0.208,0.236,0.063,0.228,0.153,0.180,--,562,468,593,659,540,474,337,298,307,--,Greedy,0.1
Episode,233,step,29,state,"(1, 0)",6,"(2, 0)",--,0.221,0.162,0.220,0.211,0.219,0.216,0.234,0.171,0.154,--,329,453,403,570,572,551,537,523,570,--,Greedy,0.1
Episode,233,step,31,state,"(2, 0)",4,"(1, 0)",--,0.213,0.228,0.185,0.208,0.236,0.063,0.228,0.153,0.180,--,562,468,593,659,542,474,337,298,307,--,Greedy,0.1
Episode,233,step,34,state,"(1, 0)",6,"(2, 0)",--,0.221,0.162,0.220,0.211,0.226,0.225,0.235,0.171,0.154,--,329,453,403,570,573,552,538,523,570,--,Greedy,0.1
Episode,233,step,37,state,"(2, 0)",1,"(0, 0)",--,0.213,0.228,0.185,0.208,0.237,0.063,0.228,0.153,0.180,--,562,468,593,659,545,474,337,298,307,--,Epsilon = 0.32,0.1
Episode,233,step,39,state,"(0, 0)",8,"(2, 0)",--,0.162,0.173,0.156,0.149,0.215,0.200,0.108,0.159,0.179,--,253,249,259,327,436,444,423,537,480,--,Epsilon = 0.32,0.1
Episode,233,step,40,state,"(2, 0)",2,"(1, 0)",--,0.213,0.226,0.185,0.208,0.237,0.063,0.228,0.153,0.180,--,562,469,593,659,545,474,337,298,307,--,Epsilon = 0.32,0.1
