 , , ,log2019-04-26_17-27-21,ep ,275,step ,49,r ,-1.170
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,275,step,1,state,"(1, 0)",8,"(1, 0)",--,0.234,0.234,0.213,0.230,0.220,0.228,0.208,0.187,0.237,--,407,511,496,617,648,651,615,595,705,--,Greedy,0
Episode,275,step,3,state,"(1, 0)",8,"(2, 0)",--,0.234,0.234,0.213,0.230,0.220,0.228,0.208,0.187,0.237,--,407,511,496,617,648,651,615,595,707,--,Greedy,0.1
Episode,275,step,5,state,"(2, 0)",1,"(1, 0)",--,0.195,0.237,0.202,0.194,-0.098,0.220,0.182,0.101,0.218,--,633,554,669,783,677,515,373,346,368,--,Greedy,0.1
Episode,275,step,7,state,"(1, 0)",6,"(2, 0)",--,0.234,0.234,0.213,0.230,0.220,0.228,0.208,0.187,0.238,--,407,511,496,617,648,651,615,595,709,--,Epsilon = 0.32,0.1
Episode,275,step,9,state,"(2, 0)",1,"(1, 0)",--,0.195,0.238,0.202,0.194,-0.098,0.220,0.182,0.101,0.218,--,633,556,669,783,677,515,373,346,368,--,Greedy,0.1
Episode,275,step,11,state,"(1, 0)",8,"(2, 0)",--,0.234,0.234,0.213,0.230,0.220,0.228,0.220,0.187,0.238,--,407,511,496,617,648,651,616,595,710,--,Greedy,0.1
Episode,275,step,13,state,"(2, 0)",1,"(1, 0)",--,0.195,0.238,0.202,0.194,-0.098,0.220,0.182,0.101,0.218,--,633,558,669,783,677,515,373,346,368,--,Greedy,0.1
Episode,275,step,14,state,"(1, 0)",1,"(0, 0)",--,0.234,0.234,0.213,0.230,0.220,0.228,0.220,0.187,0.238,--,407,511,496,617,648,651,616,595,711,--,Epsilon = 0.32,0.1
Episode,275,step,20,state,"(0, 0)",0,"(0, 20)",--,0.234,0.141,0.218,0.214,0.228,0.143,0.122,0.150,0.098,--,302,279,290,370,468,526,491,651,546,--,Greedy,-0.12
Episode,275,step,25,state,"(0, 20)",5,"(0, 21)",--,0.247,0.248,0.138,-0.051,-0.283,0.249,0.171,-0.155,0.240,--,61,51,68,65,67,137,166,177,180,--,Greedy,0.1
Episode,275,step,26,state,"(0, 21)",8,"(2, 21)",--,-0.316,-0.258,-0.414,-0.374,-0.294,-0.218,-0.303,-0.640,-0.209,--,10,17,17,23,25,5,6,6,27,--,Greedy,0.1
Episode,275,step,27,state,"(2, 21)",1,"(1, 21)",--,-0.230,0.180,-0.315,-0.325,0.141,-0.079,0.122,-0.015,0.134,--,14,12,6,3,2,13,14,11,2,--,Greedy,0.1
Episode,275,step,30,state,"(1, 21)",0,"(0, 41)",--,0.158,0.050,0.010,-0.213,0.072,-0.073,0.029,-0.110,-0.060,--,14,10,3,8,22,7,6,2,7,--,Greedy,-0.8
Episode,275,step,34,state,"(0, 41)",7,"(2, 41)",--,-0.447,-0.797,-0.499,-0.424,-0.451,-0.539,-0.590,-0.538,-0.300,--,9,20,15,10,16,56,8,22,39,--,Epsilon = 0.32,-0.2
Episode,275,step,40,state,"(2, 41)",6,"(2, 34)",--,-0.399,-0.635,-0.400,-0.386,-0.411,-0.392,-0.377,-0.399,-0.477,--,14,24,26,26,13,12,31,11,14,--,Greedy,-0.2
Episode,275,step,41,state,"(2, 34)",1,"(1, 2)",--,-0.005,-0.000,-0.009,-0.001,-0.003,-0.002,-0.005,-0.007,-0.009,--,0,0,0,0,0,0,0,0,0,--,Greedy,0.15
Episode,275,step,42,state,"(1, 2)",0,"(0, 2)",--,-0.348,-0.389,-0.451,-0.652,-0.383,-0.526,-0.371,-0.352,-0.586,--,40,25,21,21,20,13,23,28,21,--,Greedy,-0.2
Episode,275,step,44,state,"(0, 2)",7,"(1, 2)",--,-0.335,-0.442,-0.426,-0.660,-0.417,-0.392,-0.337,-0.132,-0.538,--,24,37,56,19,58,20,41,22,27,--,Greedy,-0.2
Episode,275,step,46,state,"(1, 2)",0,"(0, 2)",--,-0.331,-0.389,-0.451,-0.652,-0.383,-0.526,-0.371,-0.352,-0.586,--,42,25,21,21,20,13,23,28,21,--,Greedy,-0.2
Episode,275,step,47,state,"(0, 2)",7,"(0, 0)",--,-0.335,-0.442,-0.426,-0.660,-0.417,-0.392,-0.337,-0.234,-0.538,--,24,37,56,19,58,20,41,23,27,--,Greedy,0.8
Episode,275,step,48,state,"(0, 0)",5,"(1, 0)",--,0.147,0.141,0.218,0.214,0.228,0.143,0.122,0.150,0.098,--,303,279,290,370,468,526,491,651,546,--,Epsilon = 0.32,0.1
Episode,275,step,49,state,"(1, 0)",8,"(2, 0)",--,0.234,0.234,0.213,0.230,0.220,0.228,0.220,0.187,0.238,--,407,512,496,617,648,651,616,595,711,--,Epsilon = 0.32,-1
end
