 , , ,log2019-04-26_17-27-27,ep ,277,step ,26,r ,-0.460
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,277,step,1,state,"(1, 0)",1,"(1, 0)",--,0.234,0.234,0.213,0.230,0.220,0.228,0.220,0.187,-0.224,--,410,512,496,617,648,651,616,595,712,--,Greedy,0
Episode,277,step,3,state,"(1, 0)",1,"(0, 0)",--,0.234,0.235,0.213,0.230,0.220,0.228,0.220,0.187,-0.224,--,410,514,496,617,648,651,616,595,712,--,Greedy,0.1
Episode,277,step,5,state,"(0, 0)",4,"(1, 0)",--,0.147,0.180,0.100,0.214,0.233,0.205,0.122,0.150,0.098,--,303,280,291,370,471,528,491,651,546,--,Greedy,0.1
Episode,277,step,6,state,"(1, 0)",1,"(0, 0)",--,0.234,0.235,0.213,0.230,0.220,0.228,0.220,0.187,-0.224,--,410,515,496,617,648,651,616,595,712,--,Greedy,0.1
Episode,277,step,9,state,"(0, 0)",4,"(1, 4)",--,0.147,0.180,0.157,0.214,0.234,0.205,0.170,0.150,0.098,--,303,280,292,370,472,528,492,651,546,--,Greedy,-0.12
Episode,277,step,12,state,"(1, 4)",5,"(2, 4)",--,0.172,0.241,0.179,0.152,0.265,0.266,0.212,0.265,0.248,--,8,5,15,3,8,25,91,23,14,--,Greedy,0.1
Episode,277,step,13,state,"(2, 4)",2,"(1, 0)",--,0.458,0.415,0.431,0.426,0.354,0.512,0.462,0.417,0.446,--,23,41,19,32,21,62,50,87,54,--,Epsilon = 0.32,0.4
Episode,277,step,14,state,"(1, 0)",1,"(0, 4)",--,0.234,0.235,0.213,0.230,0.220,0.228,0.220,0.187,-0.224,--,410,516,496,617,648,651,616,595,712,--,Greedy,-0.12
Episode,277,step,16,state,"(0, 4)",4,"(0, 20)",--,0.062,0.069,0.056,0.062,0.122,0.069,0.037,0.078,0.066,--,15,31,32,43,31,45,34,20,65,--,Greedy,-0.12
Episode,277,step,22,state,"(0, 20)",0,"(0, 21)",--,0.241,-0.196,0.182,-0.051,-0.062,0.135,0.171,0.012,0.240,--,67,54,69,65,68,138,166,178,180,--,Greedy,0.1
Episode,277,step,23,state,"(0, 21)",0,"(0, 41)",--,-0.316,-0.258,-0.414,-0.374,-0.294,-0.218,-0.303,-0.640,-0.036,--,10,17,17,23,25,5,6,6,28,--,Epsilon = 0.32,-0.8
Episode,277,step,26,state,"(0, 41)",8,"(1, 42)",--,-0.447,-0.797,-0.499,-0.424,-0.451,-0.539,-0.590,-0.443,-0.347,--,9,20,15,10,16,56,8,24,41,--,Greedy,-1
end
