 , , ,log2019-04-26_17-28-39,ep ,287,step ,75,r ,3.160
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,287,step,1,state,"(1, 0)",2,"(1, 0)",--,0.231,0.228,0.234,0.202,-0.232,0.221,0.234,0.234,0.227,--,422,523,501,645,654,706,656,601,719,--,Epsilon = 0.32,0
Episode,287,step,5,state,"(1, 0)",6,"(2, 0)",--,0.231,0.228,0.234,0.216,-0.232,0.221,0.235,0.234,0.227,--,422,523,502,646,654,706,658,601,719,--,Greedy,0.1
Episode,287,step,7,state,"(2, 0)",2,"(0, 0)",--,0.147,0.217,0.209,0.185,0.132,0.108,0.197,0.129,0.193,--,649,567,698,800,707,529,379,357,378,--,Epsilon = 0.32,0.1
Episode,287,step,8,state,"(0, 0)",7,"(1, 0)",--,0.218,0.095,0.187,0.102,0.209,0.159,0.200,0.231,0.191,--,306,281,293,375,475,534,533,656,548,--,Greedy,0.1
Episode,287,step,10,state,"(1, 0)",2,"(0, 0)",--,0.231,0.228,0.235,0.216,-0.232,0.221,0.230,0.234,0.227,--,422,523,503,646,654,706,659,601,719,--,Greedy,0.1
Episode,287,step,12,state,"(0, 0)",7,"(2, 0)",--,0.218,0.095,0.187,0.102,0.209,0.159,0.200,0.234,0.191,--,306,281,293,375,475,534,533,658,548,--,Greedy,0.1
Episode,287,step,13,state,"(2, 0)",2,"(1, 0)",--,0.147,0.217,0.220,0.185,0.132,0.108,0.197,0.129,0.193,--,649,567,699,800,707,529,379,357,378,--,Greedy,0.1
Episode,287,step,14,state,"(1, 0)",2,"(0, 0)",--,0.231,0.228,0.235,0.216,-0.232,0.221,0.230,0.234,0.227,--,422,523,504,646,654,706,659,601,719,--,Greedy,0.1
Episode,287,step,17,state,"(0, 0)",7,"(1, 0)",--,0.218,0.095,0.187,0.158,0.209,0.159,0.200,0.233,0.191,--,306,281,293,376,475,534,533,660,548,--,Greedy,0.1
Episode,287,step,18,state,"(1, 0)",2,"(2, 0)",--,0.231,0.228,0.235,0.216,-0.232,0.221,0.230,0.234,0.227,--,422,523,505,646,654,706,659,601,719,--,Greedy,0.1
Episode,287,step,19,state,"(2, 0)",2,"(0, 0)",--,0.147,0.217,0.227,0.185,0.132,0.108,0.197,0.129,0.193,--,649,567,700,800,707,529,379,357,378,--,Greedy,0.1
Episode,287,step,20,state,"(0, 0)",7,"(1, 0)",--,0.218,0.095,0.187,0.158,0.209,0.159,0.200,0.234,0.191,--,306,281,293,376,475,534,533,661,548,--,Epsilon = 0.32,0.1
Episode,287,step,21,state,"(1, 0)",7,"(2, 0)",--,0.231,0.228,0.233,0.216,-0.232,0.221,0.230,0.234,0.227,--,422,523,506,646,654,706,659,601,719,--,Greedy,0.1
Episode,287,step,23,state,"(2, 0)",2,"(1, 0)",--,0.147,0.217,0.231,0.205,0.132,0.108,0.197,0.129,0.193,--,649,567,701,801,707,529,379,357,378,--,Epsilon = 0.32,0.1
Episode,287,step,25,state,"(1, 0)",7,"(2, 0)",--,0.231,0.228,0.233,0.216,-0.232,0.221,0.230,0.234,0.227,--,422,523,506,646,654,706,659,603,719,--,Greedy,0.1
Episode,287,step,27,state,"(2, 0)",2,"(1, 0)",--,0.147,0.217,0.234,0.205,0.132,0.108,0.197,0.129,0.193,--,649,567,703,801,707,529,379,357,378,--,Greedy,0.1
Episode,287,step,29,state,"(1, 0)",0,"(0, 0)",--,0.231,0.228,0.233,0.216,-0.232,0.221,0.230,0.235,0.227,--,422,523,506,646,654,706,659,605,719,--,Epsilon = 0.32,0.1
Episode,287,step,30,state,"(0, 0)",7,"(1, 0)",--,0.218,0.095,0.187,0.158,0.209,0.159,0.200,0.235,0.191,--,306,281,293,376,475,534,533,662,548,--,Greedy,0.1
Episode,287,step,34,state,"(1, 0)",7,"(2, 0)",--,0.233,0.228,0.233,0.230,-0.232,0.221,0.230,0.236,0.227,--,423,523,506,648,654,706,659,606,719,--,Greedy,0.1
Episode,287,step,39,state,"(2, 0)",4,"(1, 0)",--,0.147,0.217,0.236,0.205,0.132,0.108,0.213,0.174,0.193,--,649,567,706,801,707,529,380,358,378,--,Epsilon = 0.32,0.1
Episode,287,step,41,state,"(1, 0)",6,"(2, 0)",--,0.233,0.228,0.233,0.230,-0.232,0.221,0.230,0.236,0.227,--,423,523,506,648,654,706,659,608,719,--,Epsilon = 0.32,0.1
Episode,287,step,43,state,"(2, 0)",2,"(0, 0)",--,0.147,0.217,0.236,0.205,0.176,0.108,0.213,0.174,0.193,--,649,567,707,801,708,529,380,358,378,--,Greedy,0.1
Episode,287,step,44,state,"(0, 0)",7,"(1, 0)",--,0.218,0.095,0.187,0.158,0.209,0.159,0.200,0.235,0.191,--,306,281,293,376,475,534,533,663,548,--,Greedy,0.1
