 , , ,log2019-04-26_17-22-44,ep ,243,step ,139,r ,13.180
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,243,step,1,state,"(1, 0)",6,"(1, 0)",--,0.231,0.164,0.235,0.234,0.159,0.235,0.230,0.197,0.222,--,332,468,429,576,595,616,562,524,583,--,Epsilon = 0.32,0
Episode,243,step,5,state,"(1, 0)",5,"(2, 0)",--,0.231,0.164,0.235,0.234,0.159,0.236,0.230,0.197,0.222,--,332,468,429,576,595,619,563,524,583,--,Greedy,0.1
Episode,243,step,6,state,"(2, 0)",0,"(1, 0)",--,0.198,0.116,-0.244,0.085,0.100,-0.050,0.074,-0.281,0.171,--,571,488,614,668,584,479,352,308,331,--,Greedy,0.1
Episode,243,step,8,state,"(1, 0)",2,"(0, 0)",--,0.231,0.164,0.235,0.234,0.192,0.227,0.230,0.197,0.222,--,332,468,429,576,596,620,563,524,583,--,Greedy,0.1
Episode,243,step,11,state,"(0, 0)",1,"(0, 4)",--,0.106,0.227,0.140,0.105,-0.032,0.195,0.138,0.201,-0.237,--,264,254,262,335,452,454,425,569,487,--,Greedy,-0.12
Episode,243,step,12,state,"(0, 4)",7,"(0, 20)",--,0.062,0.069,0.056,0.074,0.064,0.068,0.047,0.082,0.071,--,15,31,32,42,27,32,32,12,56,--,Greedy,-0.12
Episode,243,step,16,state,"(0, 20)",6,"(1, 20)",--,0.266,0.256,0.246,0.255,0.273,0.272,0.283,0.268,0.262,--,53,42,59,60,54,131,137,141,173,--,Greedy,0.1
Episode,243,step,17,state,"(1, 20)",8,"(2, 20)",--,0.230,0.267,0.019,0.195,0.303,0.319,0.302,0.287,0.358,--,34,32,38,46,42,98,88,150,210,--,Greedy,0.1
Episode,243,step,20,state,"(2, 20)",8,"(2, 0)",--,0.318,-0.194,-0.058,0.320,0.322,0.329,0.330,0.271,0.367,--,144,58,168,147,139,159,190,251,265,--,Greedy,0.4
Episode,243,step,24,state,"(2, 0)",3,"(1, 0)",--,0.222,0.116,-0.046,0.085,0.100,-0.050,0.074,-0.281,0.171,--,574,488,615,668,584,479,352,308,331,--,Epsilon = 0.32,0.1
