 , , ,log2019-04-26_16-56-17,ep ,71,step ,47,r ,-1.790
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,71,step,1,state,"(1, 0)",6,"(1, 0)",--,-0.036,0.196,0.232,0.236,0.234,0.169,0.237,0.225,0.161,--,112,154,99,120,265,225,117,158,118,--,Greedy,0
Episode,71,step,4,state,"(1, 0)",6,"(2, 0)",--,-0.036,0.196,0.232,0.236,0.234,0.169,0.238,0.225,0.161,--,112,154,99,120,265,225,120,158,118,--,Greedy,0.1
Episode,71,step,5,state,"(2, 0)",1,"(1, 0)",--,0.170,0.237,0.198,0.081,0.147,0.196,0.110,0.218,0.127,--,138,91,199,215,120,141,88,88,68,--,Greedy,0.1
Episode,71,step,7,state,"(1, 0)",6,"(2, 0)",--,-0.036,0.196,0.232,0.236,0.234,0.169,0.238,0.225,0.161,--,112,154,99,120,265,225,122,158,118,--,Epsilon = 0.32,0.1
Episode,71,step,13,state,"(2, 0)",1,"(0, 0)",--,0.170,0.238,0.198,0.081,0.147,0.196,0.164,0.218,0.173,--,138,95,199,215,120,141,89,88,69,--,Epsilon = 0.32,0.1
Episode,71,step,17,state,"(0, 0)",0,"(0, 4)",--,0.220,0.185,0.185,0.109,-0.239,0.161,0.151,0.166,0.211,--,75,87,76,139,78,110,105,143,216,--,Greedy,-0.12
Episode,71,step,18,state,"(0, 4)",1,"(0, 20)",--,0.032,0.135,0.058,0.042,0.051,-0.057,0.040,-0.031,0.048,--,5,15,12,6,21,24,3,1,3,--,Greedy,-0.12
Episode,71,step,22,state,"(0, 20)",4,"(0, 21)",--,0.249,0.255,0.253,0.257,-0.244,0.254,0.129,-0.178,0.256,--,29,18,26,27,11,30,20,77,82,--,Epsilon = 0.32,0.1
Episode,71,step,25,state,"(0, 21)",7,"(1, 41)",--,0.106,0.079,-0.364,-0.265,-0.228,-0.308,-0.346,-0.129,-0.003,--,2,1,1,13,8,2,1,2,0,--,Epsilon = 0.32,-0.8
Episode,71,step,26,state,"(1, 41)",7,"(2, 41)",--,-0.324,-0.555,-0.305,-0.289,-0.295,-0.321,-0.560,-0.178,-0.484,--,5,6,5,4,4,5,5,5,6,--,Greedy,-0.2
Episode,71,step,28,state,"(2, 41)",4,"(1, 41)",--,-0.333,-0.299,-0.251,-0.299,-0.293,-0.302,-0.333,-0.314,-0.292,--,8,8,10,9,5,5,7,6,5,--,Epsilon = 0.32,-0.2
Episode,71,step,29,state,"(1, 41)",7,"(2, 41)",--,-0.324,-0.555,-0.305,-0.289,-0.295,-0.321,-0.560,-0.248,-0.484,--,5,6,5,4,4,5,5,6,6,--,Greedy,-0.2
Episode,71,step,31,state,"(2, 41)",3,"(1, 41)",--,-0.333,-0.299,-0.251,-0.318,-0.314,-0.302,-0.333,-0.314,-0.292,--,8,8,10,10,6,5,7,6,5,--,Epsilon = 0.32,-0.2
Episode,71,step,35,state,"(1, 41)",7,"(2, 41)",--,-0.324,-0.555,-0.305,-0.322,-0.295,-0.341,-0.560,-0.289,-0.435,--,5,6,5,5,4,6,5,7,7,--,Greedy,-0.2
Episode,71,step,37,state,"(2, 41)",2,"(2, 33)",--,-0.333,-0.299,-0.251,-0.339,-0.314,-0.302,-0.339,-0.314,-0.292,--,8,8,10,11,6,5,8,6,5,--,Greedy,0.15
Episode,71,step,39,state,"(2, 33)",5,"(1, 1)",--,-0.008,-0.084,-0.008,-0.010,-0.007,-0.002,-0.005,-0.005,-0.004,--,0,1,0,0,0,0,0,0,0,--,Greedy,0.8
Episode,71,step,40,state,"(1, 1)",0,"(0, 1)",--,0.299,-0.154,0.175,0.250,0.222,0.212,-0.299,-0.338,0.240,--,4,62,13,3,2,3,8,3,8,--,Greedy,0.1
Episode,71,step,41,state,"(0, 1)",5,"(0, 2)",--,0.244,0.313,0.113,-0.141,0.347,0.515,0.220,0.377,0.322,--,7,23,70,28,17,25,5,6,16,--,Greedy,-0.8
Episode,71,step,42,state,"(0, 2)",4,"(1, 2)",--,-0.246,-0.144,-0.500,-0.214,0.385,-0.128,-0.207,-0.320,-0.363,--,5,7,9,3,31,4,3,4,7,--,Greedy,-0.2
Episode,71,step,45,state,"(1, 2)",3,"(0, 0)",--,-0.142,-0.136,-0.163,-0.082,-0.158,-0.188,-0.167,-0.126,-0.135,--,3,13,4,4,2,3,2,5,2,--,Greedy,0.8
Episode,71,step,47,state,"(0, 0)",8,"(0, 0)",--,0.110,0.185,0.185,0.109,-0.239,0.161,0.151,0.166,0.216,--,76,87,76,139,78,110,105,143,217,--,Greedy,-1
end
