 , , ,log2019-04-26_17-13-46,ep ,195,step ,59,r ,4.800
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,195,step,1,state,"(1, 0)",7,"(1, 0)",--,0.225,0.217,0.201,0.222,0.202,0.191,0.225,0.235,0.232,--,252,296,326,418,524,487,424,435,444,--,Greedy,0
Episode,195,step,5,state,"(1, 0)",7,"(2, 0)",--,0.230,0.217,0.201,0.222,0.202,0.191,0.230,0.235,0.232,--,253,296,326,418,524,487,425,437,444,--,Greedy,0.1
Episode,195,step,11,state,"(2, 0)",7,"(2, 1)",--,-0.232,0.163,0.139,0.215,0.082,0.152,0.073,0.234,0.056,--,425,368,494,483,395,402,265,217,256,--,Greedy,-0.12
Episode,195,step,15,state,"(2, 1)",3,"(1, 1)",--,-0.031,-0.260,-0.216,0.163,-0.379,-0.162,-0.102,-0.061,-0.192,--,78,66,60,93,60,41,46,48,63,--,Greedy,0.1
Episode,195,step,16,state,"(1, 1)",0,"(0, 1)",--,0.300,-0.310,0.071,-0.167,-0.052,0.153,0.081,-0.040,-0.263,--,33,80,54,52,25,17,24,21,37,--,Greedy,0.1
Episode,195,step,21,state,"(0, 1)",3,"(0, 0)",--,0.300,0.306,0.125,0.349,0.281,0.308,0.188,0.262,0.300,--,39,80,80,75,53,40,52,27,38,--,Greedy,0.4
Episode,195,step,23,state,"(0, 0)",7,"(2, 0)",--,0.156,0.155,0.152,0.123,0.099,0.154,0.146,0.189,-0.231,--,174,188,181,277,344,331,333,363,374,--,Greedy,0.1
Episode,195,step,25,state,"(2, 0)",3,"(1, 1)",--,-0.232,0.163,0.139,0.219,0.082,0.152,0.073,0.117,0.056,--,425,368,494,484,395,402,265,218,256,--,Greedy,-0.12
Episode,195,step,26,state,"(1, 1)",0,"(0, 1)",--,0.322,-0.310,0.071,-0.167,-0.052,0.153,0.081,-0.040,-0.263,--,34,80,54,52,25,17,24,21,37,--,Greedy,0.1
Episode,195,step,27,state,"(0, 1)",4,"(0, 0)",--,0.300,0.306,0.125,0.416,0.281,0.308,0.188,0.262,0.300,--,39,80,80,76,53,40,52,27,38,--,Epsilon = 0.32,0.4
Episode,195,step,28,state,"(0, 0)",7,"(1, 0)",--,0.156,0.155,0.152,0.123,0.099,0.154,0.146,0.204,-0.231,--,174,188,181,277,344,331,333,364,374,--,Greedy,0.1
Episode,195,step,29,state,"(1, 0)",7,"(2, 0)",--,0.230,0.217,0.201,0.222,0.202,0.191,0.230,0.234,0.232,--,253,296,326,418,524,487,425,438,444,--,Greedy,0.1
Episode,195,step,30,state,"(2, 0)",1,"(2, 1)",--,-0.232,0.163,0.139,0.155,0.082,0.152,0.073,0.117,0.056,--,425,368,494,485,395,402,265,218,256,--,Greedy,-0.12
Episode,195,step,31,state,"(2, 1)",2,"(0, 1)",--,-0.031,-0.260,-0.216,0.210,-0.379,-0.162,-0.102,-0.061,-0.192,--,78,66,60,94,60,41,46,48,63,--,Epsilon = 0.32,0.1
Episode,195,step,33,state,"(0, 1)",3,"(0, 0)",--,0.300,0.306,0.125,0.385,0.380,0.308,0.188,0.262,0.300,--,39,80,80,77,54,40,52,27,38,--,Greedy,0.4
Episode,195,step,35,state,"(0, 0)",7,"(2, 0)",--,0.156,0.155,0.152,0.123,0.099,0.154,0.146,0.221,-0.231,--,174,188,181,277,344,331,333,366,374,--,Greedy,0.1
Episode,195,step,37,state,"(2, 0)",3,"(2, 1)",--,-0.232,0.095,0.139,0.155,0.082,0.152,0.073,0.147,0.056,--,425,369,494,485,395,402,265,219,256,--,Greedy,-0.12
Episode,195,step,38,state,"(2, 1)",1,"(1, 1)",--,-0.031,-0.260,0.018,0.210,-0.379,-0.162,-0.102,-0.061,-0.192,--,78,66,61,94,60,41,46,48,63,--,Epsilon = 0.32,0.1
Episode,195,step,41,state,"(1, 1)",0,"(0, 1)",--,0.314,-0.310,0.071,-0.167,-0.052,0.153,0.169,-0.040,-0.263,--,36,80,54,52,25,17,25,21,37,--,Greedy,0.1
Episode,195,step,42,state,"(0, 1)",3,"(0, 0)",--,0.300,0.306,0.125,0.444,0.380,0.308,0.188,0.262,0.300,--,39,80,80,78,54,40,52,27,38,--,Greedy,0.4
Episode,195,step,45,state,"(0, 0)",7,"(1, 0)",--,0.156,0.155,0.181,0.123,0.099,0.154,0.146,0.213,-0.231,--,174,188,182,277,344,331,333,368,374,--,Greedy,0.1
Episode,195,step,47,state,"(1, 0)",3,"(0, 0)",--,0.230,0.217,0.215,0.222,0.202,0.191,0.230,0.217,0.232,--,253,296,327,418,524,487,425,439,444,--,Epsilon = 0.32,0.1
Episode,195,step,48,state,"(0, 0)",7,"(1, 0)",--,0.156,0.155,0.181,0.123,0.099,0.154,0.146,0.222,-0.231,--,174,188,182,277,344,331,333,369,374,--,Greedy,0.1
Episode,195,step,49,state,"(1, 0)",8,"(2, 0)",--,0.230,0.217,0.215,0.225,0.202,0.191,0.230,0.217,0.232,--,253,296,327,419,524,487,425,439,444,--,Greedy,0.1
Episode,195,step,51,state,"(2, 0)",5,"(1, 0)",--,-0.056,0.095,0.139,0.091,0.082,0.152,0.073,0.147,0.056,--,426,369,494,486,395,402,265,219,256,--,Greedy,0.1
Episode,195,step,55,state,"(1, 0)",7,"(2, 0)",--,0.232,0.217,0.215,0.225,0.215,0.191,0.230,0.217,0.222,--,254,296,327,419,525,487,425,439,446,--,Epsilon = 0.32,0.1
Episode,195,step,58,state,"(2, 0)",5,"(2, 1)",--,-0.056,0.095,0.139,0.091,0.082,0.195,0.132,0.147,0.056,--,426,369,494,486,395,404,266,219,256,--,Greedy,-0.12
Episode,195,step,59,state,"(2, 1)",6,"(2, 1)",--,-0.031,-0.028,0.018,0.210,-0.379,-0.162,-0.102,-0.061,-0.192,--,78,67,61,94,60,41,46,48,63,--,Epsilon = 0.32,-1
end
