 , , ,log2019-04-25_09-30-43,ep ,69,step ,45,r ,0.180
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,69,step,1,state,"(1, 0)",1,"(1, 0)",--,0.228,0.236,0.154,0.225,0.226,0.217,0.229,-0.040,0.231,--,170,115,152,92,167,185,212,149,153,--,Greedy,0
Episode,69,step,2,state,"(1, 0)",1,"(0, 0)",--,0.228,0.236,0.154,0.225,0.226,0.217,0.229,-0.040,0.231,--,170,116,152,92,167,185,212,149,153,--,Greedy,0.1
Episode,69,step,4,state,"(0, 0)",5,"(1, 0)",--,0.184,0.091,0.111,0.170,0.132,0.199,0.170,0.178,0.164,--,61,36,54,97,202,159,159,117,161,--,Greedy,0.1
Episode,69,step,5,state,"(1, 0)",8,"(2, 0)",--,0.228,0.226,0.154,0.225,0.226,0.217,0.229,-0.040,0.231,--,170,117,152,92,167,185,212,149,153,--,Greedy,0.1
Episode,69,step,7,state,"(2, 0)",5,"(1, 0)",--,0.162,0.154,0.227,0.177,0.182,-0.146,0.186,0.214,-0.236,--,139,194,181,188,179,144,105,81,92,--,Epsilon = 0.32,0.1
Episode,69,step,8,state,"(1, 0)",8,"(2, 0)",--,0.228,0.226,0.154,0.225,0.226,0.217,0.229,-0.040,0.230,--,170,117,152,92,167,185,212,149,154,--,Greedy,0.1
Episode,69,step,10,state,"(2, 0)",2,"(1, 0)",--,0.162,0.154,0.229,0.177,0.182,0.014,0.186,0.214,-0.236,--,139,194,182,188,179,145,105,81,92,--,Greedy,0.1
Episode,69,step,12,state,"(1, 0)",8,"(2, 0)",--,0.228,0.226,0.154,0.225,0.226,0.217,0.229,-0.040,0.232,--,170,117,152,92,167,185,212,149,156,--,Greedy,0.1
Episode,69,step,16,state,"(2, 0)",2,"(1, 0)",--,0.162,0.154,0.231,0.201,0.182,0.106,0.206,0.214,-0.236,--,139,194,183,189,179,146,106,81,92,--,Greedy,0.1
Episode,69,step,18,state,"(1, 0)",8,"(2, 0)",--,0.228,0.226,0.154,0.225,0.226,0.217,0.229,-0.040,0.234,--,170,117,152,92,167,185,212,149,158,--,Greedy,0.1
Episode,69,step,21,state,"(2, 0)",2,"(1, 0)",--,0.162,0.154,0.234,0.201,0.182,0.160,0.206,0.214,-0.236,--,139,194,185,189,179,147,106,81,92,--,Greedy,0.1
Episode,69,step,23,state,"(1, 0)",8,"(2, 0)",--,0.228,0.226,0.154,0.225,0.226,0.217,0.229,-0.040,0.235,--,170,117,152,92,167,185,212,149,160,--,Greedy,0.1
Episode,69,step,24,state,"(2, 0)",4,"(2, 1)",--,0.162,0.154,0.235,0.201,0.182,0.160,0.206,0.214,-0.236,--,139,194,186,189,179,147,106,81,92,--,Epsilon = 0.32,-0.12
Episode,69,step,26,state,"(2, 1)",1,"(1, 1)",--,-0.003,0.173,0.156,-0.206,0.127,0.103,0.118,0.072,-0.163,--,11,25,8,77,9,29,26,3,10,--,Greedy,0.1
Episode,69,step,27,state,"(1, 1)",3,"(0, 1)",--,0.047,0.123,-0.121,-0.295,-0.131,0.198,-0.228,0.256,-0.189,--,33,34,15,13,11,2,8,10,6,--,Epsilon = 0.32,0.1
Episode,69,step,29,state,"(0, 1)",3,"(1, 1)",--,0.012,0.199,-0.110,0.263,0.278,0.372,0.297,0.260,0.298,--,77,13,23,3,22,7,25,11,9,--,Epsilon = 0.32,0.1
Episode,69,step,31,state,"(1, 1)",7,"(2, 1)",--,0.047,0.123,-0.121,-0.031,-0.131,0.198,-0.028,0.256,-0.189,--,33,34,15,14,11,2,9,10,6,--,Greedy,0.1
Episode,69,step,33,state,"(2, 1)",1,"(1, 1)",--,-0.003,0.210,0.156,-0.206,0.127,0.103,0.118,0.072,-0.163,--,11,27,8,77,9,29,26,3,10,--,Greedy,0.1
Episode,69,step,34,state,"(1, 1)",7,"(0, 2)",--,0.047,0.123,-0.121,-0.031,-0.131,0.198,-0.028,0.240,-0.189,--,33,34,15,14,11,2,9,11,6,--,Greedy,-0.8
Episode,69,step,35,state,"(0, 2)",2,"(1, 2)",--,-0.257,-0.290,0.070,-0.264,-0.054,-0.298,-0.087,-0.411,-0.456,--,5,10,14,6,14,6,11,1,5,--,Greedy,-0.2
Episode,69,step,36,state,"(1, 2)",1,"(0, 2)",--,-0.472,-0.139,-0.454,-0.504,-0.168,-0.290,-0.182,-0.305,-0.158,--,5,14,1,2,2,7,4,3,7,--,Greedy,-0.2
Episode,69,step,37,state,"(0, 2)",4,"(0, 1)",--,-0.257,-0.290,-0.077,-0.264,-0.054,-0.298,-0.087,-0.411,-0.456,--,5,10,15,6,14,6,11,1,5,--,Greedy,0.8
Episode,69,step,38,state,"(0, 1)",8,"(1, 1)",--,0.012,0.199,-0.110,0.257,0.278,0.372,0.297,0.260,0.298,--,77,13,23,4,22,7,25,11,9,--,Epsilon = 0.32,0.1
Episode,69,step,39,state,"(1, 1)",5,"(2, 1)",--,0.047,0.123,-0.121,-0.031,-0.131,0.198,-0.028,-0.180,-0.189,--,33,34,15,14,11,2,9,12,6,--,Greedy,0.1
Episode,69,step,40,state,"(2, 1)",1,"(1, 2)",--,-0.003,0.222,0.156,-0.206,0.127,0.103,0.118,0.072,-0.163,--,11,28,8,77,9,29,26,3,10,--,Greedy,-0.8
Episode,69,step,42,state,"(1, 2)",8,"(2, 2)",--,-0.472,-0.178,-0.454,-0.504,-0.168,-0.290,-0.182,-0.299,-0.158,--,5,15,1,2,2,7,4,4,7,--,Greedy,-0.2
Episode,69,step,44,state,"(2, 2)",2,"(1, 2)",--,-0.387,-0.197,0.309,-0.212,-0.176,-0.235,-0.196,0.028,-0.136,--,3,3,15,3,11,4,16,7,9,--,Greedy,-0.2
Episode,69,step,45,state,"(1, 2)",8,"(1, 0)",--,-0.472,-0.178,-0.454,-0.504,-0.168,-0.290,-0.182,-0.299,-0.060,--,5,15,1,2,2,7,4,4,8,--,Greedy,-1
end
