 , , ,log2019-04-25_09-36-10,ep ,98,step ,80,r ,4.640
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,98,step,1,state,"(1, 0)",7,"(1, 0)",--,0.213,0.214,0.220,0.225,0.223,0.171,0.215,0.230,0.203,--,244,152,213,148,262,266,302,275,215,--,Greedy,0
Episode,98,step,7,state,"(1, 0)",8,"(2, 0)",--,0.213,0.223,0.226,0.225,0.223,0.171,0.215,0.234,0.203,--,244,153,214,148,262,266,302,279,215,--,Epsilon = 0.32,0.1
Episode,98,step,10,state,"(2, 0)",1,"(0, 0)",--,0.167,0.234,-0.332,0.117,0.182,0.131,0.159,0.210,0.180,--,235,293,219,321,252,207,147,127,115,--,Greedy,0.1
Episode,98,step,14,state,"(0, 0)",0,"(0, 20)",--,0.194,0.147,0.140,0.056,0.074,0.105,0.116,0.146,-0.238,--,102,71,80,140,314,231,254,182,172,--,Greedy,-0.12
Episode,98,step,18,state,"(0, 20)",8,"(2, 20)",--,0.256,0.264,0.248,0.231,0.183,0.266,0.258,0.256,0.262,--,51,17,13,33,46,87,10,118,78,--,Epsilon = 0.32,0.1
Episode,98,step,25,state,"(2, 20)",7,"(2, 4)",--,0.292,0.311,0.314,0.304,0.310,0.304,0.317,0.352,0.348,--,102,76,93,90,121,168,69,114,91,--,Greedy,0.4
Episode,98,step,26,state,"(2, 4)",3,"(2, 0)",--,0.404,0.329,0.311,0.523,0.335,0.349,0.425,0.362,0.405,--,11,65,6,10,3,2,43,39,3,--,Greedy,0.4
Episode,98,step,31,state,"(2, 0)",1,"(1, 0)",--,0.167,0.220,-0.332,0.117,0.182,0.172,0.203,0.210,0.180,--,235,295,219,321,252,208,149,127,115,--,Greedy,0.1
Episode,98,step,33,state,"(1, 0)",7,"(2, 0)",--,0.213,0.223,0.226,0.225,0.223,0.171,0.215,0.234,0.217,--,244,153,214,148,262,266,302,280,216,--,Greedy,0.1
Episode,98,step,35,state,"(2, 0)",1,"(0, 0)",--,0.167,0.229,-0.332,0.117,0.182,0.172,0.203,0.210,0.180,--,235,297,219,321,252,208,149,127,115,--,Greedy,0.1
Episode,98,step,37,state,"(0, 0)",4,"(1, 0)",--,0.130,0.147,0.140,0.056,0.074,0.105,0.116,0.146,-0.060,--,103,71,80,140,314,231,254,182,173,--,Epsilon = 0.32,0.1
Episode,98,step,39,state,"(1, 0)",7,"(2, 0)",--,0.213,0.223,0.226,0.225,0.223,0.171,0.215,0.233,0.217,--,244,153,214,148,262,266,302,282,216,--,Greedy,0.1
Episode,98,step,41,state,"(2, 0)",1,"(0, 0)",--,0.167,0.215,-0.332,0.117,0.182,0.172,0.203,0.210,0.180,--,235,299,219,321,252,208,149,127,115,--,Greedy,0.1
Episode,98,step,50,state,"(0, 0)",1,"(0, 20)",--,0.130,0.210,0.140,0.056,0.141,0.105,0.155,0.178,-0.060,--,103,77,80,140,315,231,255,183,173,--,Greedy,-0.12
Episode,98,step,52,state,"(0, 20)",7,"(1, 20)",--,0.256,0.264,0.248,0.231,0.183,0.266,0.258,0.266,0.312,--,51,17,13,33,46,87,10,119,79,--,Epsilon = 0.32,0.1
