 , , ,log2019-04-26_17-12-16,ep ,186,step ,141,r ,-3.710
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,186,step,1,state,"(1, 0)",5,"(1, 0)",--,0.132,0.165,0.231,0.230,0.220,0.232,0.224,0.181,0.198,--,241,278,313,401,476,455,411,378,436,--,Greedy,0
Episode,186,step,5,state,"(1, 0)",5,"(0, 0)",--,0.132,0.165,0.233,0.230,0.220,0.234,0.224,0.181,0.198,--,241,278,314,401,476,458,411,378,436,--,Epsilon = 0.32,0.1
Episode,186,step,6,state,"(0, 0)",5,"(1, 0)",--,0.201,0.206,0.206,0.151,0.179,0.233,0.178,0.161,0.079,--,150,171,172,268,339,286,328,353,360,--,Greedy,0.1
Episode,186,step,7,state,"(1, 0)",5,"(2, 0)",--,0.132,0.165,0.233,0.230,0.220,0.235,0.224,0.181,0.198,--,241,278,314,401,476,459,411,378,436,--,Greedy,0.1
Episode,186,step,8,state,"(2, 0)",0,"(1, 0)",--,0.187,-0.269,0.155,0.049,0.176,0.104,0.115,-0.261,0.176,--,381,333,467,479,377,395,260,204,245,--,Greedy,0.1
Episode,186,step,9,state,"(1, 0)",2,"(0, 0)",--,0.132,0.165,0.233,0.230,0.220,0.224,0.224,0.181,0.198,--,241,278,314,401,476,460,411,378,436,--,Greedy,0.1
Episode,186,step,14,state,"(0, 0)",4,"(0, 4)",--,0.216,0.219,0.206,0.151,0.179,0.235,0.178,0.161,0.079,--,151,172,172,268,339,289,328,353,360,--,Epsilon = 0.32,-0.12
Episode,186,step,15,state,"(0, 4)",6,"(0, 20)",--,0.047,0.050,0.053,0.054,0.047,0.046,0.127,0.010,0.048,--,10,26,27,23,25,29,28,2,16,--,Greedy,-0.12
Episode,186,step,16,state,"(0, 20)",8,"(2, 20)",--,-0.042,0.246,0.257,0.087,0.208,0.248,0.246,0.131,0.261,--,45,27,40,51,37,67,42,138,158,--,Greedy,0.1
Episode,186,step,18,state,"(2, 20)",3,"(2, 0)",--,0.270,0.270,0.266,0.019,0.272,0.143,-0.148,0.267,0.164,--,113,35,119,118,96,115,101,133,173,--,Epsilon = 0.32,0.4
Episode,186,step,20,state,"(2, 0)",3,"(1, 0)",--,0.213,-0.269,0.155,0.049,0.176,0.104,0.115,-0.261,0.176,--,383,333,467,479,377,395,260,204,245,--,Epsilon = 0.32,0.1
Episode,186,step,21,state,"(1, 0)",1,"(0, 0)",--,0.132,0.165,0.234,0.230,0.220,0.224,0.224,0.181,0.198,--,241,278,315,401,476,460,411,378,436,--,Epsilon = 0.32,0.1
Episode,186,step,22,state,"(0, 0)",5,"(0, 4)",--,0.216,0.219,0.206,0.151,0.085,0.235,0.178,0.161,0.079,--,151,172,172,268,340,289,328,353,360,--,Greedy,-0.12
Episode,186,step,23,state,"(0, 4)",6,"(0, 20)",--,0.047,0.050,0.053,0.054,0.047,0.046,0.087,0.010,0.048,--,10,26,27,23,25,29,29,2,16,--,Epsilon = 0.32,-0.12
Episode,186,step,24,state,"(0, 20)",8,"(2, 20)",--,-0.042,0.246,0.257,0.087,0.208,0.248,0.246,0.131,0.260,--,45,27,40,51,37,67,42,138,159,--,Greedy,0.1
Episode,186,step,25,state,"(2, 20)",2,"(2, 4)",--,0.270,0.270,0.266,0.230,0.272,0.143,-0.148,0.267,0.164,--,113,35,119,119,96,115,101,133,173,--,Epsilon = 0.32,0.4
Episode,186,step,28,state,"(2, 4)",7,"(2, 0)",--,0.407,0.456,0.433,0.415,0.398,0.435,0.414,0.456,0.414,--,17,28,11,15,6,28,39,68,6,--,Greedy,0.4
Episode,186,step,31,state,"(2, 0)",1,"(1, 0)",--,0.221,-0.269,0.155,0.128,0.176,0.104,0.115,-0.261,0.176,--,385,333,467,480,377,395,260,204,245,--,Epsilon = 0.32,0.1
Episode,186,step,32,state,"(1, 0)",2,"(0, 0)",--,0.132,0.195,0.234,0.230,0.220,0.224,0.224,0.181,0.198,--,241,279,315,401,476,460,411,378,436,--,Greedy,0.1
Episode,186,step,35,state,"(0, 0)",1,"(0, 4)",--,0.216,0.225,0.206,0.151,0.085,0.107,0.178,0.161,0.079,--,151,174,172,268,340,290,328,353,360,--,Greedy,-0.12
Episode,186,step,36,state,"(0, 4)",6,"(0, 20)",--,0.047,0.050,0.053,0.054,0.047,0.046,0.063,0.010,0.048,--,10,26,27,23,25,29,30,2,16,--,Greedy,-0.12
Episode,186,step,39,state,"(0, 20)",8,"(1, 20)",--,-0.042,0.246,0.254,0.087,0.208,0.248,0.246,0.131,0.255,--,45,27,41,51,37,67,42,138,161,--,Greedy,0.1
Episode,186,step,40,state,"(1, 20)",6,"(2, 20)",--,-0.274,-0.239,-0.186,0.110,-0.186,-0.014,0.241,-0.015,0.058,--,29,27,37,39,35,91,67,143,102,--,Greedy,0.1
Episode,186,step,44,state,"(2, 20)",2,"(0, 20)",--,0.270,0.270,0.378,0.230,0.272,0.143,-0.148,0.267,0.246,--,113,35,122,119,96,115,101,133,174,--,Greedy,0.1
Episode,186,step,50,state,"(0, 20)",5,"(1, 20)",--,-0.042,0.246,0.247,0.087,0.224,0.248,0.246,0.131,0.247,--,45,27,44,51,38,67,42,138,163,--,Greedy,0.1
Episode,186,step,53,state,"(1, 20)",6,"(2, 24)",--,-0.274,-0.026,-0.186,0.110,-0.186,-0.014,0.281,-0.015,0.058,--,29,28,37,39,35,91,69,143,102,--,Greedy,-0.8
Episode,186,step,55,state,"(2, 24)",8,"(2, 20)",--,-0.035,-0.017,0.224,-0.090,-0.086,-0.004,-0.005,-0.126,0.527,--,5,1,3,1,5,0,0,2,5,--,Epsilon = 0.32,0.8
Episode,186,step,58,state,"(2, 20)",2,"(1, 20)",--,0.270,0.277,0.308,0.230,0.272,0.143,-0.148,0.267,0.246,--,113,36,124,119,96,115,101,133,174,--,Greedy,0.1
Episode,186,step,59,state,"(1, 20)",3,"(0, 20)",--,-0.274,-0.026,-0.186,0.110,-0.186,-0.014,0.008,-0.015,0.058,--,29,28,37,39,35,91,70,143,102,--,Greedy,0.1
Episode,186,step,60,state,"(0, 20)",5,"(1, 20)",--,-0.042,0.246,0.247,0.087,0.224,0.256,0.246,0.131,0.247,--,45,27,44,51,38,68,42,138,163,--,Greedy,0.1
Episode,186,step,62,state,"(1, 20)",3,"(0, 20)",--,-0.274,-0.026,-0.186,0.181,-0.186,-0.014,0.008,-0.015,0.058,--,29,28,37,41,35,91,70,143,102,--,Greedy,0.1
Episode,186,step,66,state,"(0, 20)",6,"(1, 20)",--,-0.042,0.245,0.245,0.087,0.224,0.232,0.246,0.131,0.245,--,45,28,45,51,38,69,42,138,164,--,Greedy,0.1
Episode,186,step,67,state,"(1, 20)",3,"(1, 24)",--,-0.274,-0.026,-0.186,0.207,-0.186,-0.014,0.008,-0.015,0.058,--,29,28,37,42,35,91,70,143,102,--,Greedy,-0.8
Episode,186,step,69,state,"(1, 24)",3,"(2, 24)",--,-0.089,-0.136,-0.136,-0.048,-0.197,-0.134,-0.258,-0.075,-0.110,--,1,2,1,2,1,3,2,2,2,--,Greedy,-0.2
Episode,186,step,73,state,"(2, 24)",3,"(2, 20)",--,-0.035,-0.017,0.170,-0.090,-0.086,-0.004,-0.005,-0.126,0.335,--,5,1,4,1,5,0,0,2,8,--,Epsilon = 0.32,0.8
Episode,186,step,74,state,"(2, 20)",1,"(1, 20)",--,0.270,0.277,0.248,0.230,0.272,0.143,-0.148,0.267,0.246,--,113,36,125,119,96,115,101,133,174,--,Greedy,0.1
Episode,186,step,76,state,"(1, 20)",8,"(2, 24)",--,-0.274,-0.026,-0.186,-0.224,-0.186,-0.014,0.008,-0.015,0.089,--,29,28,37,43,35,91,70,143,103,--,Greedy,-0.8
Episode,186,step,77,state,"(2, 24)",3,"(2, 20)",--,-0.035,-0.017,0.170,0.351,-0.086,-0.004,-0.005,-0.126,0.335,--,5,1,4,2,5,0,0,2,8,--,Greedy,0.8
Episode,186,step,78,state,"(2, 20)",4,"(1, 24)",--,0.270,0.217,0.248,0.230,0.272,0.143,-0.148,0.267,0.246,--,113,37,125,119,96,115,101,133,174,--,Greedy,-0.8
