 , , ,log2019-04-26_17-27-12,ep ,273,step ,76,r ,-1.140
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,273,step,1,state,"(1, 0)",1,"(1, 0)",--,0.228,0.233,0.213,0.230,0.209,0.228,0.208,0.150,0.232,--,405,507,496,617,647,650,615,594,693,--,Greedy,0
Episode,273,step,3,state,"(1, 0)",1,"(0, 0)",--,0.228,0.234,0.213,0.230,0.209,0.228,0.208,0.150,0.232,--,405,509,496,617,647,650,615,594,693,--,Greedy,0.1
Episode,273,step,7,state,"(0, 0)",6,"(1, 0)",--,0.209,0.141,0.218,0.203,0.214,0.076,0.225,0.150,0.204,--,293,279,290,369,466,525,485,651,544,--,Greedy,0.1
Episode,273,step,8,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.213,0.230,0.209,0.228,0.208,0.150,0.232,--,405,510,496,617,647,650,615,594,693,--,Greedy,0.1
Episode,273,step,10,state,"(2, 0)",2,"(0, 0)",--,0.166,0.229,0.134,0.194,-0.098,0.185,0.142,0.101,0.203,--,632,541,667,783,677,513,372,346,367,--,Epsilon = 0.32,0.1
Episode,273,step,11,state,"(0, 0)",6,"(1, 0)",--,0.209,0.141,0.218,0.203,0.214,0.076,0.229,0.150,0.204,--,293,279,290,369,466,525,486,651,544,--,Greedy,0.1
Episode,273,step,12,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.213,0.230,0.209,0.228,0.208,0.150,0.232,--,405,510,496,617,647,650,615,594,694,--,Greedy,0.1
Episode,273,step,14,state,"(2, 0)",1,"(1, 0)",--,0.166,0.231,0.176,0.194,-0.098,0.185,0.142,0.101,0.203,--,632,542,668,783,677,513,372,346,367,--,Greedy,0.1
Episode,273,step,15,state,"(1, 0)",8,"(0, 0)",--,0.228,0.232,0.213,0.230,0.209,0.228,0.208,0.150,0.232,--,405,510,496,617,647,650,615,594,695,--,Greedy,0.1
Episode,273,step,16,state,"(0, 0)",6,"(2, 0)",--,0.209,0.141,0.218,0.203,0.214,0.076,0.231,0.150,0.204,--,293,279,290,369,466,525,487,651,544,--,Greedy,0.1
Episode,273,step,18,state,"(2, 0)",1,"(0, 0)",--,0.166,0.234,0.176,0.194,-0.098,0.185,0.142,0.101,0.203,--,632,544,668,783,677,513,372,346,367,--,Greedy,0.1
Episode,273,step,20,state,"(0, 0)",6,"(1, 0)",--,0.209,0.141,0.218,0.203,0.214,0.143,0.233,0.150,0.204,--,293,279,290,369,466,526,488,651,544,--,Greedy,0.1
Episode,273,step,21,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.213,0.230,0.209,0.228,0.208,0.150,0.233,--,405,510,496,617,647,650,615,594,696,--,Greedy,0.1
Episode,273,step,23,state,"(2, 0)",1,"(1, 0)",--,0.166,0.235,0.176,0.194,-0.098,0.185,0.142,0.101,0.203,--,632,546,668,783,677,513,372,346,367,--,Greedy,0.1
Episode,273,step,25,state,"(1, 0)",8,"(2, 0)",--,0.228,0.232,0.213,0.230,0.209,0.228,0.208,0.150,0.235,--,405,510,496,617,647,650,615,594,698,--,Greedy,0.1
Episode,273,step,27,state,"(2, 0)",1,"(1, 0)",--,0.195,0.235,0.176,0.194,-0.098,0.185,0.142,0.101,0.203,--,633,547,668,783,677,513,372,346,367,--,Greedy,0.1
Episode,273,step,32,state,"(1, 0)",4,"(0, 0)",--,0.234,0.232,0.213,0.230,0.209,0.228,0.208,0.150,0.236,--,407,510,496,617,647,650,615,594,701,--,Epsilon = 0.32,0.1
Episode,273,step,33,state,"(0, 0)",6,"(1, 0)",--,0.209,0.141,0.218,0.203,0.214,0.143,0.234,0.150,0.204,--,293,279,290,369,466,526,489,651,544,--,Greedy,0.1
Episode,273,step,34,state,"(1, 0)",8,"(2, 0)",--,0.234,0.232,0.213,0.230,0.220,0.228,0.208,0.150,0.236,--,407,510,496,617,648,650,615,594,701,--,Epsilon = 0.32,0.1
Episode,273,step,36,state,"(2, 0)",1,"(1, 0)",--,0.195,0.236,0.176,0.194,-0.098,0.185,0.142,0.101,0.203,--,633,549,668,783,677,513,372,346,367,--,Greedy,0.1
Episode,273,step,37,state,"(1, 0)",1,"(0, 0)",--,0.234,0.232,0.213,0.230,0.220,0.228,0.208,0.150,0.237,--,407,510,496,617,648,650,615,594,702,--,Epsilon = 0.32,0.1
Episode,273,step,39,state,"(0, 0)",6,"(0, 4)",--,0.220,0.141,0.218,0.203,0.214,0.143,0.235,0.150,0.204,--,294,279,290,369,466,526,490,651,544,--,Greedy,-0.12
Episode,273,step,40,state,"(0, 4)",5,"(0, 20)",--,0.062,0.069,0.056,0.062,0.053,0.147,0.043,0.078,0.066,--,15,31,32,43,29,43,33,20,65,--,Greedy,-0.12
Episode,273,step,41,state,"(0, 20)",3,"(1, 20)",--,0.258,0.258,0.256,0.263,-0.283,0.257,-0.007,-0.155,0.200,--,57,47,66,62,67,134,164,177,177,--,Greedy,0.1
Episode,273,step,44,state,"(1, 20)",5,"(0, 20)",--,0.255,0.255,0.255,0.056,0.097,0.052,0.060,-0.173,0.171,--,37,41,45,59,52,112,109,161,231,--,Epsilon = 0.32,0.1
Episode,273,step,49,state,"(0, 20)",6,"(2, 20)",--,0.254,0.254,0.256,0.257,-0.283,0.257,-0.007,-0.155,0.233,--,58,48,66,63,67,134,164,177,179,--,Epsilon = 0.32,0.1
Episode,273,step,50,state,"(2, 20)",0,"(1, 20)",--,0.320,0.284,0.279,0.270,-0.041,0.005,0.295,0.287,0.288,--,148,86,175,183,158,183,204,266,279,--,Greedy,0.1
