 , , ,log2019-04-26_17-27-03,ep ,272,step ,141,r ,-7.520
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,272,step,1,state,"(1, 0)",1,"(1, 0)",--,0.228,0.235,0.196,0.230,0.189,0.228,0.208,0.150,0.232,--,405,500,495,617,646,650,615,594,693,--,Greedy,0
Episode,272,step,3,state,"(1, 0)",1,"(0, 0)",--,0.228,0.235,0.196,0.230,0.189,0.228,0.208,0.150,0.232,--,405,502,495,617,646,650,615,594,693,--,Epsilon = 0.32,0.1
Episode,272,step,7,state,"(0, 0)",7,"(1, 0)",--,0.209,0.133,0.218,0.183,0.214,0.167,0.223,0.231,0.204,--,293,277,290,368,466,524,484,647,544,--,Greedy,0.1
Episode,272,step,9,state,"(1, 0)",1,"(0, 0)",--,0.228,0.235,0.213,0.230,0.189,0.228,0.208,0.150,0.232,--,405,503,496,617,646,650,615,594,693,--,Greedy,0.1
Episode,272,step,10,state,"(0, 0)",7,"(0, 20)",--,0.209,0.133,0.218,0.183,0.214,0.167,0.223,0.233,0.204,--,293,277,290,368,466,524,484,648,544,--,Greedy,-0.12
Episode,272,step,11,state,"(0, 20)",7,"(2, 20)",--,0.258,0.258,0.256,0.255,0.213,0.257,-0.194,0.265,0.200,--,57,47,66,61,66,134,163,166,177,--,Greedy,0.1
Episode,272,step,12,state,"(2, 20)",4,"(2, 4)",--,0.284,0.280,0.279,0.285,0.288,0.005,0.295,0.287,0.229,--,147,85,175,182,151,183,204,266,278,--,Epsilon = 0.32,0.4
Episode,272,step,14,state,"(2, 4)",5,"(2, 0)",--,0.458,0.415,0.431,0.347,0.354,0.484,0.462,0.417,0.446,--,23,41,19,31,21,60,50,87,54,--,Greedy,0.4
Episode,272,step,15,state,"(2, 0)",1,"(1, 0)",--,0.166,0.210,0.134,0.194,-0.098,0.185,0.142,0.101,0.203,--,632,538,667,783,677,513,372,346,367,--,Greedy,0.1
Episode,272,step,16,state,"(1, 0)",1,"(0, 0)",--,0.228,0.235,0.213,0.230,0.189,0.228,0.208,0.150,0.232,--,405,504,496,617,646,650,615,594,693,--,Epsilon = 0.32,0.1
