 , , ,log2019-04-25_09-43-29,ep ,146,step ,44,r ,-2.170
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,146,step,1,state,"(1, 0)",2,"(1, 0)",--,0.236,0.203,0.237,0.212,0.232,0.192,0.209,0.224,0.231,--,291,187,324,279,467,395,394,424,297,--,Greedy,0
Episode,146,step,6,state,"(1, 0)",2,"(0, 0)",--,0.236,0.203,0.237,0.222,0.232,0.192,0.209,0.224,0.234,--,291,187,327,280,467,395,394,424,298,--,Greedy,0.1
Episode,146,step,10,state,"(0, 0)",1,"(0, 20)",--,0.207,0.222,0.147,0.157,0.183,0.143,0.129,0.192,0.142,--,137,108,111,191,391,279,348,290,256,--,Greedy,-0.12
Episode,146,step,16,state,"(0, 20)",5,"(1, 20)",--,0.157,-0.155,0.247,0.246,-0.245,0.247,0.247,0.247,0.114,--,56,33,21,46,54,97,34,165,109,--,Greedy,0.1
Episode,146,step,20,state,"(1, 20)",3,"(0, 20)",--,-0.205,0.249,0.248,0.251,0.155,0.073,0.250,0.245,0.250,--,36,48,44,41,91,86,178,111,140,--,Greedy,0.1
Episode,146,step,21,state,"(0, 20)",7,"(0, 41)",--,0.157,-0.155,0.247,0.246,-0.245,0.247,0.247,0.247,0.114,--,56,33,21,46,54,98,34,165,109,--,Greedy,-0.8
Episode,146,step,22,state,"(0, 41)",4,"(1, 41)",--,-0.781,-0.502,-0.448,-0.505,-0.441,-0.661,-0.471,-0.605,-0.654,--,18,7,5,21,9,8,22,7,19,--,Greedy,-0.2
Episode,146,step,24,state,"(1, 41)",3,"(0, 41)",--,-0.414,-0.395,-0.387,-0.385,-0.630,-0.481,-0.387,-0.532,-0.587,--,4,14,7,13,7,5,10,11,13,--,Greedy,-0.2
Episode,146,step,27,state,"(0, 41)",8,"(2, 41)",--,-0.781,-0.502,-0.448,-0.505,-0.445,-0.661,-0.471,-0.605,-0.654,--,18,7,5,21,12,8,22,7,19,--,Epsilon = 0.32,-0.2
Episode,146,step,34,state,"(2, 41)",3,"(1, 33)",--,-0.425,-0.402,-0.398,-0.387,-0.528,-0.393,-0.396,-0.394,-0.399,--,4,11,10,17,9,19,9,10,11,--,Greedy,0.15
Episode,146,step,35,state,"(1, 33)",2,"(0, 33)",--,-0.005,-0.009,0.842,-0.002,-0.007,-0.007,-0.005,-0.010,-0.004,--,0,0,3,0,0,0,0,0,0,--,Greedy,-0.2
Episode,146,step,36,state,"(0, 33)",5,"(0, 1)",--,-0.006,-0.002,-0.010,0.058,-0.006,0.816,-0.002,0.024,-0.003,--,0,0,0,2,0,3,0,3,0,--,Greedy,0.8
Episode,146,step,37,state,"(0, 1)",8,"(2, 1)",--,0.217,0.127,0.053,0.255,-0.179,0.269,0.267,0.244,0.443,--,79,44,38,34,82,32,35,15,45,--,Greedy,0.1
Episode,146,step,39,state,"(2, 1)",3,"(1, 2)",--,-0.711,-0.202,-0.014,0.116,-0.398,-0.012,-0.130,-0.309,-0.242,--,32,57,36,114,34,50,49,40,24,--,Greedy,-0.8
Episode,146,step,40,state,"(1, 2)",2,"(0, 2)",--,-0.316,-0.611,-0.365,-0.376,-0.296,-0.294,-0.290,-0.299,-0.293,--,9,42,4,5,17,8,8,4,12,--,Epsilon = 0.32,-0.2
Episode,146,step,43,state,"(0, 2)",4,"(0, 0)",--,-0.372,-0.541,-0.600,-0.370,-0.348,-0.359,-0.496,-0.353,-0.455,--,25,14,18,22,22,18,21,9,17,--,Greedy,0.8
Episode,146,step,44,state,"(0, 0)",0,"(0, 0)",--,0.207,0.139,0.147,0.157,0.183,0.143,0.129,0.192,0.142,--,137,109,111,191,391,279,348,290,256,--,Greedy,-1
end
