 , , ,log2019-04-25_09-31-51,ep ,75,step ,170,r ,-0.070
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,75,step,1,state,"(1, 0)",1,"(1, 0)",--,0.235,0.192,0.209,0.238,0.233,0.236,0.236,0.205,0.148,--,178,123,154,114,188,192,227,154,198,--,Epsilon = 0.32,0
Episode,75,step,5,state,"(1, 0)",2,"(0, 0)",--,0.235,0.192,0.209,0.238,0.233,0.237,0.236,0.205,0.148,--,178,124,154,116,188,193,227,154,198,--,Epsilon = 0.32,0.1
Episode,75,step,7,state,"(0, 0)",3,"(1, 0)",--,0.226,0.219,0.119,0.212,0.176,0.210,0.213,0.238,0.222,--,64,40,56,99,203,181,161,143,165,--,Epsilon = 0.32,0.1
Episode,75,step,8,state,"(1, 0)",1,"(0, 0)",--,0.235,0.192,0.221,0.238,0.233,0.237,0.236,0.205,0.148,--,178,124,155,116,188,193,227,154,198,--,Epsilon = 0.32,0.1
Episode,75,step,10,state,"(0, 0)",7,"(1, 4)",--,0.226,0.219,0.119,0.223,0.176,0.210,0.223,0.238,0.222,--,64,40,56,100,203,181,162,143,165,--,Greedy,-0.12
Episode,75,step,11,state,"(1, 4)",8,"(2, 4)",--,-0.013,0.096,0.167,0.255,0.260,0.206,0.210,0.160,0.406,--,4,3,4,4,19,3,36,12,11,--,Greedy,0.1
Episode,75,step,12,state,"(2, 4)",4,"(2, 0)",--,0.395,0.345,0.311,0.431,0.190,0.220,0.435,0.424,0.405,--,4,53,6,3,2,1,40,25,3,--,Epsilon = 0.32,0.4
Episode,75,step,25,state,"(2, 0)",5,"(1, 0)",--,0.150,0.221,0.233,0.218,0.206,0.237,-0.067,0.135,0.182,--,178,197,202,204,183,160,109,89,96,--,Greedy,0.1
Episode,75,step,28,state,"(1, 0)",3,"(0, 0)",--,0.235,0.212,0.221,0.238,0.235,0.237,0.236,0.205,0.148,--,178,125,155,117,189,193,227,154,198,--,Greedy,0.1
Episode,75,step,36,state,"(0, 0)",0,"(0, 4)",--,0.234,0.226,0.119,0.228,0.176,0.210,0.223,0.187,0.222,--,69,41,56,101,203,181,162,144,165,--,Greedy,-0.12
Episode,75,step,37,state,"(0, 4)",8,"(0, 20)",--,0.030,0.020,0.065,0.034,0.061,0.043,0.007,0.059,0.077,--,3,5,9,8,5,11,1,23,30,--,Greedy,-0.12
Episode,75,step,40,state,"(0, 20)",7,"(1, 20)",--,0.220,0.177,0.237,0.113,-0.211,0.184,0.247,0.252,0.114,--,43,10,12,30,43,24,7,92,72,--,Greedy,0.1
Episode,75,step,45,state,"(1, 20)",6,"(2, 20)",--,0.249,0.251,0.249,0.089,0.252,0.247,0.253,0.248,0.251,--,20,32,25,18,59,64,53,88,108,--,Greedy,0.1
Episode,75,step,48,state,"(2, 20)",1,"(1, 20)",--,0.255,0.255,0.230,0.250,0.254,0.254,0.108,0.249,0.249,--,77,69,66,77,102,142,39,55,53,--,Greedy,0.1
Episode,75,step,49,state,"(1, 20)",4,"(0, 20)",--,0.249,0.251,0.249,0.089,0.252,0.247,0.251,0.248,0.251,--,20,32,25,18,59,64,54,88,108,--,Greedy,0.1
Episode,75,step,50,state,"(0, 20)",7,"(1, 20)",--,0.220,0.177,0.237,0.113,-0.211,0.184,0.247,0.250,0.114,--,43,10,12,30,43,24,7,93,72,--,Greedy,0.1
Episode,75,step,53,state,"(1, 20)",8,"(2, 24)",--,0.249,0.249,0.249,0.089,0.249,0.247,0.249,0.248,0.251,--,20,33,25,18,60,64,55,88,108,--,Greedy,-0.8
Episode,75,step,55,state,"(2, 24)",5,"(2, 20)",--,0.032,0.009,-0.090,0.012,-0.085,0.106,-0.008,0.039,-0.086,--,7,1,1,5,1,6,0,3,1,--,Epsilon = 0.32,0.8
Episode,75,step,57,state,"(2, 20)",4,"(1, 20)",--,0.252,0.251,0.230,0.250,0.254,0.254,0.108,0.249,0.249,--,78,70,66,77,102,142,39,55,53,--,Greedy,0.1
Episode,75,step,61,state,"(1, 20)",1,"(0, 24)",--,0.249,0.249,0.247,0.089,0.247,0.246,0.249,0.248,-0.154,--,20,33,26,18,61,65,55,88,109,--,Greedy,-0.8
Episode,75,step,62,state,"(0, 24)",4,"(0, 40)",--,-0.281,-0.221,-0.209,-0.190,-0.170,-0.210,-0.227,-0.224,-0.171,--,2,1,1,1,1,1,1,2,1,--,Greedy,-0.4
Episode,75,step,65,state,"(0, 40)",5,"(1, 41)",--,-0.313,-0.276,-0.289,-0.461,-0.319,-0.264,-0.367,-0.296,-0.277,--,5,6,5,4,4,7,2,5,5,--,Greedy,-0.2
Episode,75,step,66,state,"(1, 41)",8,"(2, 41)",--,-0.418,-0.442,-0.277,-0.250,-0.268,-0.531,-0.278,-0.251,0.041,--,3,5,4,4,4,4,5,6,8,--,Greedy,-0.2
Episode,75,step,68,state,"(2, 41)",2,"(1, 41)",--,-0.483,-0.263,-0.244,-0.244,-0.528,-0.548,-0.246,-0.261,-0.248,--,2,5,3,4,9,8,4,5,5,--,Greedy,-0.2
Episode,75,step,70,state,"(1, 41)",8,"(2, 41)",--,-0.418,-0.442,-0.277,-0.250,-0.268,-0.531,-0.278,-0.251,-0.177,--,3,5,4,4,4,4,5,6,10,--,Greedy,-0.2
Episode,75,step,71,state,"(2, 41)",3,"(2, 40)",--,-0.483,-0.263,-0.253,-0.244,-0.528,-0.548,-0.246,-0.261,-0.248,--,2,5,4,4,9,8,4,5,5,--,Greedy,-0.2
Episode,75,step,73,state,"(2, 40)",2,"(1, 40)",--,-0.169,-0.214,-0.124,-0.200,-0.216,-0.379,-0.195,-0.156,-0.203,--,2,5,4,6,12,8,7,2,9,--,Greedy,-0.2
Episode,75,step,77,state,"(1, 40)",6,"(2, 40)",--,-0.226,-0.252,-0.249,-0.250,-0.284,-0.245,-0.221,-0.247,-0.256,--,3,4,3,4,6,6,4,5,4,--,Greedy,-0.2
