 , , ,log2019-04-25_09-30-38,ep ,68,step ,74,r ,-0.560
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,68,step,1,state,"(1, 0)",1,"(1, 0)",--,0.228,0.229,0.154,0.220,0.226,0.217,0.229,-0.232,0.229,--,170,107,152,91,167,185,212,148,152,--,Epsilon = 0.32,0
Episode,68,step,5,state,"(1, 0)",1,"(0, 0)",--,0.228,0.232,0.154,0.220,0.226,0.217,0.229,-0.232,0.231,--,170,110,152,91,167,185,212,148,153,--,Greedy,0.1
Episode,68,step,8,state,"(0, 0)",6,"(1, 0)",--,0.184,0.204,0.111,0.170,0.132,0.190,0.235,0.146,0.164,--,61,34,54,97,202,158,154,116,161,--,Greedy,0.1
Episode,68,step,10,state,"(1, 0)",1,"(0, 0)",--,0.228,0.235,0.154,0.220,0.226,0.217,0.229,-0.232,0.231,--,170,112,152,91,167,185,212,148,153,--,Greedy,0.1
Episode,68,step,12,state,"(0, 0)",6,"(1, 0)",--,0.184,0.204,0.111,0.170,0.132,0.190,0.236,0.146,0.164,--,61,34,54,97,202,158,156,116,161,--,Greedy,0.1
Episode,68,step,14,state,"(1, 0)",7,"(2, 0)",--,0.228,0.236,0.154,0.220,0.226,0.217,0.229,-0.232,0.231,--,170,114,152,91,167,185,212,148,153,--,Epsilon = 0.32,0.1
Episode,68,step,15,state,"(2, 0)",2,"(1, 0)",--,0.162,0.154,0.218,0.177,0.147,-0.146,0.186,0.198,-0.236,--,139,194,177,188,178,144,105,80,92,--,Greedy,0.1
Episode,68,step,16,state,"(1, 0)",1,"(0, 0)",--,0.228,0.236,0.154,0.220,0.226,0.217,0.229,-0.040,0.231,--,170,114,152,91,167,185,212,149,153,--,Greedy,0.1
Episode,68,step,18,state,"(0, 0)",6,"(1, 4)",--,0.184,0.204,0.111,0.170,0.132,0.190,0.237,0.146,0.164,--,61,34,54,97,202,158,158,116,161,--,Greedy,-0.12
Episode,68,step,19,state,"(1, 4)",8,"(2, 0)",--,-0.013,0.096,0.167,0.255,0.260,0.206,0.210,0.160,0.340,--,4,3,4,4,19,3,36,12,9,--,Greedy,0.4
Episode,68,step,22,state,"(2, 0)",7,"(1, 0)",--,0.162,0.154,0.228,0.177,0.182,-0.146,0.186,0.198,-0.236,--,139,194,179,188,179,144,105,80,92,--,Epsilon = 0.32,0.1
Episode,68,step,23,state,"(1, 0)",3,"(2, 0)",--,0.228,0.236,0.154,0.220,0.226,0.217,0.229,-0.040,0.231,--,170,115,152,91,167,185,212,149,153,--,Epsilon = 0.32,0.1
Episode,68,step,24,state,"(2, 0)",2,"(0, 0)",--,0.162,0.154,0.228,0.177,0.182,-0.146,0.186,0.214,-0.236,--,139,194,179,188,179,144,105,81,92,--,Greedy,0.1
Episode,68,step,27,state,"(0, 0)",1,"(0, 4)",--,0.184,0.210,0.111,0.170,0.132,0.190,0.170,0.178,0.164,--,61,35,54,97,202,158,159,117,161,--,Epsilon = 0.32,-0.12
Episode,68,step,28,state,"(0, 4)",0,"(0, 20)",--,0.016,0.020,0.065,0.034,0.078,0.048,0.007,0.059,0.077,--,2,5,9,8,4,10,1,23,30,--,Epsilon = 0.32,-0.12
Episode,68,step,31,state,"(0, 20)",8,"(2, 20)",--,0.163,0.110,0.237,0.113,0.253,0.184,0.238,0.273,0.244,--,41,9,12,30,42,24,6,84,66,--,Epsilon = 0.32,0.1
