 , , ,log2019-04-25_09-28-21,ep ,55,step ,72,r ,5.940
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,55,step,1,state,"(1, 0)",4,"(0, 0)",--,0.183,0.232,0.207,0.220,0.236,0.188,0.225,0.233,0.197,--,162,87,110,86,114,182,145,103,124,--,Greedy,0
Episode,55,step,3,state,"(0, 0)",8,"(1, 0)",--,0.103,0.195,0.118,0.178,0.230,0.164,-0.032,0.157,0.236,--,54,27,46,53,175,149,140,88,123,--,Greedy,0.1
Episode,55,step,4,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.233,0.197,--,162,87,110,86,115,182,145,103,124,--,Greedy,0.1
Episode,55,step,5,state,"(2, 0)",1,"(1, 0)",--,0.160,0.230,0.207,0.223,0.080,0.216,0.107,0.206,0.133,--,118,159,150,118,157,91,89,57,78,--,Greedy,0.1
Episode,55,step,7,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.234,0.197,--,162,87,110,86,115,182,145,105,124,--,Greedy,0.1
Episode,55,step,9,state,"(2, 0)",1,"(1, 0)",--,0.160,0.232,0.207,0.223,0.145,0.216,0.107,0.206,0.133,--,118,160,150,118,158,91,89,57,78,--,Greedy,0.1
Episode,55,step,11,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.235,0.197,--,162,87,110,86,115,182,145,107,124,--,Greedy,0.1
Episode,55,step,14,state,"(2, 0)",1,"(1, 0)",--,0.160,0.235,0.207,0.223,0.145,0.224,0.107,0.206,0.133,--,118,162,150,118,158,92,89,57,78,--,Greedy,0.1
Episode,55,step,16,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.236,0.197,--,162,87,110,86,115,182,145,109,124,--,Greedy,0.1
Episode,55,step,18,state,"(2, 0)",2,"(1, 0)",--,0.160,0.235,0.207,0.229,0.145,0.224,0.107,0.206,0.133,--,118,163,150,119,158,92,89,57,78,--,Epsilon = 0.32,0.1
Episode,55,step,20,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.236,0.197,--,162,87,110,86,115,182,145,111,124,--,Greedy,0.1
Episode,55,step,22,state,"(2, 0)",1,"(1, 0)",--,0.160,0.235,0.227,0.229,0.145,0.224,0.107,0.206,0.133,--,118,163,152,119,158,92,89,57,78,--,Greedy,0.1
Episode,55,step,24,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.237,0.197,--,162,87,110,86,115,182,145,113,124,--,Greedy,0.1
Episode,55,step,26,state,"(2, 0)",1,"(1, 0)",--,0.160,0.236,0.227,0.232,0.145,0.224,0.107,0.206,0.133,--,118,164,152,120,158,92,89,57,78,--,Greedy,0.1
Episode,55,step,28,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.237,0.197,--,162,87,110,86,115,182,145,115,124,--,Greedy,0.1
Episode,55,step,29,state,"(2, 0)",1,"(2, 1)",--,0.160,0.237,0.227,0.232,0.145,0.224,0.107,0.206,0.133,--,118,165,152,120,158,92,89,57,78,--,Greedy,-0.12
Episode,55,step,30,state,"(2, 1)",0,"(0, 1)",--,0.094,-0.146,-0.248,-0.186,-0.251,-0.009,0.022,-0.324,-0.163,--,7,15,5,61,6,28,15,1,10,--,Greedy,0.1
Episode,55,step,33,state,"(0, 1)",6,"(0, 0)",--,0.364,0.322,0.226,0.263,0.252,0.317,0.384,0.121,0.312,--,63,5,12,2,19,4,14,8,7,--,Greedy,0.4
Episode,55,step,35,state,"(0, 0)",8,"(1, 0)",--,0.103,0.195,0.118,0.178,0.230,0.164,-0.032,0.157,0.236,--,54,27,46,53,175,149,140,88,125,--,Epsilon = 0.32,0.1
Episode,55,step,36,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.237,0.197,--,162,87,110,86,115,182,145,116,124,--,Greedy,0.1
Episode,55,step,38,state,"(2, 0)",3,"(1, 0)",--,0.160,0.110,0.227,0.233,0.145,0.224,0.107,0.206,0.133,--,118,166,152,121,158,92,89,57,78,--,Greedy,0.1
Episode,55,step,40,state,"(1, 0)",4,"(2, 0)",--,0.183,0.232,0.207,0.220,0.195,0.188,0.225,0.236,0.197,--,162,87,110,86,115,182,145,118,124,--,Epsilon = 0.32,0.1
Episode,55,step,41,state,"(2, 0)",3,"(1, 0)",--,0.160,0.110,0.227,0.235,0.145,0.224,0.107,0.206,0.133,--,118,166,152,122,158,92,89,57,78,--,Greedy,0.1
Episode,55,step,43,state,"(1, 0)",7,"(2, 0)",--,0.183,0.232,0.207,0.220,0.212,0.188,0.225,0.237,0.197,--,162,87,110,86,116,182,145,119,124,--,Epsilon = 0.32,0.1
Episode,55,step,44,state,"(2, 0)",3,"(2, 1)",--,0.160,0.110,0.227,0.236,0.145,0.224,0.107,0.206,0.133,--,118,166,152,123,158,92,89,57,78,--,Greedy,-0.12
Episode,55,step,45,state,"(2, 1)",0,"(1, 1)",--,0.200,-0.146,-0.248,-0.186,-0.251,-0.009,0.022,-0.324,-0.163,--,8,15,5,61,6,28,15,1,10,--,Greedy,0.1
Episode,55,step,46,state,"(1, 1)",4,"(0, 1)",--,0.380,-0.551,0.279,0.048,0.256,0.109,0.131,0.218,0.231,--,14,31,11,12,5,1,7,6,5,--,Epsilon = 0.32,0.1
