 , , ,log2019-04-26_17-28-31,ep ,286,step ,28,r ,-1.820
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,286,step,1,state,"(1, 0)",3,"(1, 0)",--,0.231,0.228,0.234,0.202,0.235,0.209,0.238,0.234,0.227,--,422,523,501,644,653,705,653,601,719,--,Epsilon = 0.32,0
Episode,286,step,5,state,"(1, 0)",6,"(2, 0)",--,0.231,0.228,0.234,0.202,0.235,0.221,0.238,0.234,0.227,--,422,523,501,645,653,706,655,601,719,--,Greedy,0.1
Episode,286,step,12,state,"(2, 0)",7,"(2, 1)",--,0.147,0.212,0.209,0.185,0.132,0.108,0.197,0.233,0.193,--,649,566,698,800,707,529,379,356,378,--,Greedy,-0.12
Episode,286,step,15,state,"(2, 1)",4,"(1, 1)",--,-0.004,-0.050,-0.655,-0.130,0.182,-0.153,-0.002,-0.284,-0.369,--,102,122,114,127,95,50,61,81,79,--,Greedy,0.1
Episode,286,step,16,state,"(1, 1)",4,"(1, 2)",--,-0.158,-0.094,-0.019,0.044,0.279,0.236,0.217,0.229,0.211,--,52,103,124,59,44,33,38,32,44,--,Greedy,-0.8
Episode,286,step,18,state,"(1, 2)",0,"(2, 2)",--,-0.379,-0.710,-0.451,-0.652,-0.731,-0.526,-0.389,-0.385,-0.586,--,45,26,21,21,21,13,24,31,21,--,Greedy,-0.2
Episode,286,step,19,state,"(2, 2)",1,"(0, 18)",--,-0.358,0.269,-0.331,-0.355,-0.501,-0.716,-0.425,-0.322,-0.331,--,26,39,29,26,29,37,25,63,17,--,Greedy,-0.2
Episode,286,step,20,state,"(0, 18)",4,"(0, 2)",--,-0.086,-0.155,-0.089,-0.148,-0.032,-0.086,-0.086,-0.135,-0.099,--,1,1,1,2,7,1,1,1,1,--,Greedy,-0.2
Episode,286,step,22,state,"(0, 2)",5,"(1, 2)",--,-0.335,-0.442,-0.426,-0.660,-0.264,-0.392,-0.337,0.256,-0.538,--,24,37,56,19,59,20,41,24,27,--,Epsilon = 0.32,-0.2
Episode,286,step,24,state,"(1, 2)",0,"(0, 2)",--,-0.238,-0.710,-0.451,-0.520,-0.731,-0.526,-0.389,-0.385,-0.586,--,46,26,21,22,21,13,24,31,21,--,Greedy,-0.2
Episode,286,step,27,state,"(0, 2)",7,"(1, 0)",--,-0.335,-0.442,-0.269,-0.660,-0.264,-0.370,-0.217,0.256,-0.538,--,24,37,57,19,59,21,42,24,27,--,Epsilon = 0.32,0.8
Episode,286,step,28,state,"(1, 0)",4,"(2, 0)",--,0.231,0.228,0.234,0.202,0.235,0.221,0.234,0.234,0.227,--,422,523,501,645,653,706,656,601,719,--,Greedy,-1
end
