 , , ,log2019-04-25_09-22-25,ep ,22,step ,31,r ,-0.320
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,22,step,1,state,"(1, 0)",5,"(1, 0)",--,0.235,0.232,0.126,0.149,0.119,0.235,0.208,0.234,0.233,--,50,25,43,33,70,20,100,48,29,--,Greedy,0
Episode,22,step,7,state,"(1, 0)",6,"(2, 0)",--,0.235,0.234,0.172,0.149,0.119,0.236,0.208,0.234,0.233,--,50,26,44,33,70,24,100,48,29,--,Epsilon = 0.32,0.1
Episode,22,step,16,state,"(2, 0)",6,"(2, 1)",--,0.175,0.156,0.103,-0.226,0.184,0.217,0.237,0.201,0.177,--,42,63,58,63,32,16,47,26,26,--,Greedy,-0.12
Episode,22,step,21,state,"(2, 1)",5,"(2, 2)",--,-0.006,-0.002,0.064,0.060,-0.002,0.176,-0.253,-0.004,-0.259,--,0,0,4,25,0,6,10,0,4,--,Greedy,-0.8
Episode,22,step,22,state,"(2, 2)",1,"(1, 2)",--,-0.089,-0.090,-0.434,-0.156,-0.156,-0.135,0.506,-0.089,-0.091,--,1,1,3,2,2,2,4,1,1,--,Epsilon = 0.32,-0.2
Episode,22,step,25,state,"(1, 2)",5,"(2, 2)",--,-0.006,-0.003,-0.007,-0.085,-0.084,-0.164,-0.004,-0.353,-0.085,--,0,0,0,1,1,3,0,2,1,--,Epsilon = 0.32,-0.2
Episode,22,step,26,state,"(2, 2)",4,"(2, 22)",--,-0.089,-0.137,-0.434,-0.156,-0.156,-0.135,0.506,-0.089,-0.091,--,1,2,3,2,2,2,4,1,1,--,Epsilon = 0.32,-0.2
Episode,22,step,27,state,"(2, 22)",0,"(1, 22)",--,-0.471,-0.007,-0.008,-0.172,-0.088,-0.007,-0.009,-0.087,0.285,--,2,0,0,1,1,0,0,1,2,--,Epsilon = 0.32,-0.2
Episode,22,step,28,state,"(1, 22)",4,"(0, 20)",--,-0.009,-0.085,-0.085,-0.005,-0.009,-0.009,-0.002,-0.007,-0.009,--,0,1,1,0,0,0,0,0,0,--,Epsilon = 0.32,0.8
Episode,22,step,29,state,"(0, 20)",8,"(1, 20)",--,0.194,0.104,-0.238,0.004,-0.194,0.195,0.151,0.276,0.226,--,30,1,5,21,31,12,2,14,3,--,Epsilon = 0.32,0.1
Episode,22,step,30,state,"(1, 20)",8,"(2, 20)",--,0.183,0.159,0.187,0.105,0.193,0.231,0.099,0.247,0.362,--,5,2,3,1,7,3,7,21,60,--,Greedy,0.1
Episode,22,step,31,state,"(2, 20)",7,"(2, 40)",--,0.289,0.301,0.246,0.305,0.150,0.292,0.246,0.505,0.215,--,34,12,10,23,30,72,12,25,3,--,Greedy,-1
end
