 , , ,log2019-04-26_17-07-47,ep ,148,step ,84,r ,-0.680
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,148,step,1,state,"(1, 0)",0,"(1, 0)",--,0.235,0.229,0.221,-0.231,0.216,0.210,0.226,0.225,0.229,--,189,257,255,367,421,383,299,340,355,--,Greedy,0
Episode,148,step,3,state,"(1, 0)",4,"(0, 0)",--,0.235,0.229,0.221,-0.231,0.216,0.210,0.226,0.225,0.229,--,191,257,255,367,421,383,299,340,355,--,Epsilon = 0.32,0.1
Episode,148,step,8,state,"(0, 0)",2,"(0, 4)",--,-0.239,0.116,0.227,-0.075,-0.030,0.193,-0.036,-0.036,0.196,--,127,151,155,257,280,242,250,312,325,--,Greedy,-0.12
Episode,148,step,10,state,"(0, 4)",3,"(0, 20)",--,0.038,0.075,0.066,0.152,0.039,0.060,0.057,0.010,0.048,--,9,21,26,20,23,27,21,2,16,--,Greedy,-0.12
Episode,148,step,13,state,"(0, 20)",5,"(1, 20)",--,0.254,0.235,0.226,0.254,0.180,0.253,-0.242,0.121,0.230,--,38,25,35,42,36,54,34,131,127,--,Epsilon = 0.32,0.1
Episode,148,step,14,state,"(1, 20)",7,"(2, 20)",--,0.266,0.273,0.273,-0.175,0.268,0.275,0.211,-0.255,-0.150,--,26,19,30,37,33,69,65,129,101,--,Epsilon = 0.32,0.1
Episode,148,step,17,state,"(2, 20)",2,"(1, 20)",--,0.289,0.302,0.346,0.307,0.338,0.344,0.307,0.305,0.297,--,99,33,107,113,77,110,77,128,155,--,Greedy,0.1
Episode,148,step,20,state,"(1, 20)",1,"(0, 20)",--,0.266,0.273,0.267,-0.175,0.268,0.268,0.211,-0.010,-0.150,--,26,19,31,37,33,70,65,130,101,--,Greedy,0.1
Episode,148,step,24,state,"(0, 20)",0,"(0, 24)",--,0.254,0.235,0.236,0.251,0.180,0.253,-0.242,0.121,0.230,--,38,25,36,43,36,56,34,131,127,--,Greedy,-0.8
Episode,148,step,26,state,"(0, 24)",2,"(0, 41)",--,-0.305,-0.192,-0.173,-0.192,-0.220,-0.193,-0.180,-0.207,-0.225,--,2,1,1,1,2,1,1,1,2,--,Greedy,-0.4
Episode,148,step,27,state,"(0, 41)",8,"(1, 41)",--,-0.426,-0.443,-0.608,-0.451,-0.383,-0.331,-0.565,-0.380,-0.094,--,5,14,11,9,10,17,5,19,16,--,Greedy,-0.2
Episode,148,step,28,state,"(1, 41)",7,"(2, 41)",--,-0.388,-0.555,-0.364,-0.476,-0.375,-0.373,-0.478,-0.533,-0.435,--,8,6,7,8,7,8,6,19,7,--,Epsilon = 0.32,-0.2
Episode,148,step,31,state,"(2, 41)",0,"(1, 41)",--,-0.349,-0.381,-0.355,-0.379,-0.436,-0.353,-0.368,-0.368,-0.351,--,9,11,23,16,10,10,19,9,8,--,Greedy,-0.2
Episode,148,step,32,state,"(1, 41)",2,"(0, 41)",--,-0.388,-0.555,-0.364,-0.476,-0.375,-0.373,-0.478,-0.477,-0.435,--,8,6,7,8,7,8,6,20,7,--,Greedy,-0.2
Episode,148,step,33,state,"(0, 41)",8,"(1, 41)",--,-0.426,-0.443,-0.608,-0.451,-0.383,-0.331,-0.565,-0.380,-0.227,--,5,14,11,9,10,17,5,19,17,--,Greedy,-0.2
Episode,148,step,35,state,"(1, 41)",2,"(0, 41)",--,-0.388,-0.555,-0.373,-0.476,-0.375,-0.373,-0.478,-0.477,-0.435,--,8,6,9,8,7,8,6,20,7,--,Greedy,-0.2
Episode,148,step,37,state,"(0, 41)",5,"(2, 33)",--,-0.426,-0.443,-0.608,-0.451,-0.383,-0.331,-0.565,-0.380,-0.332,--,5,14,11,9,10,17,5,19,19,--,Greedy,0.15
Episode,148,step,39,state,"(2, 33)",5,"(2, 1)",--,-0.008,-0.084,0.235,-0.010,-0.007,0.320,-0.005,-0.005,-0.004,--,0,1,3,0,0,4,0,0,0,--,Greedy,0.8
Episode,148,step,44,state,"(2, 1)",7,"(2, 0)",--,-0.061,-0.098,-0.246,-0.178,0.087,-0.046,-0.214,-0.275,-0.008,--,63,43,51,45,52,37,39,34,43,--,Epsilon = 0.32,0.4
Episode,148,step,46,state,"(2, 0)",8,"(2, 32)",--,0.192,0.221,0.188,0.202,0.054,0.129,0.165,0.201,0.230,--,329,245,389,401,336,306,207,166,186,--,Greedy,-0.8
Episode,148,step,47,state,"(2, 32)",2,"(2, 40)",--,-0.009,-0.002,-0.001,-0.007,-0.002,-0.006,-0.002,-0.005,-0.003,--,0,0,0,0,0,0,0,0,0,--,Greedy,-0.4
Episode,148,step,49,state,"(2, 40)",6,"(2, 24)",--,-0.323,-0.239,-0.332,-0.220,-0.216,-0.553,-0.213,-0.509,-0.408,--,6,7,2,9,5,17,3,6,4,--,Epsilon = 0.32,0.15
Episode,148,step,50,state,"(2, 24)",8,"(2, 20)",--,-0.035,-0.017,-0.062,-0.006,-0.086,-0.004,-0.005,-0.126,-0.002,--,5,1,1,0,5,0,0,2,0,--,Greedy,0.8
Episode,148,step,51,state,"(2, 20)",5,"(2, 0)",--,0.289,0.302,0.310,0.307,0.338,0.344,0.307,0.305,0.297,--,99,33,108,113,77,110,77,128,155,--,Greedy,0.4
Episode,148,step,60,state,"(2, 0)",3,"(1, 0)",--,0.207,0.226,0.205,0.202,0.054,0.129,0.165,0.212,0.145,--,330,247,390,401,336,306,207,167,190,--,Epsilon = 0.32,0.1
Episode,148,step,61,state,"(1, 0)",0,"(0, 0)",--,0.235,0.229,0.221,-0.231,0.220,0.210,0.226,0.225,0.229,--,191,257,255,367,422,383,299,340,355,--,Greedy,0.1
Episode,148,step,63,state,"(0, 0)",8,"(2, 0)",--,-0.239,0.116,0.114,-0.075,-0.030,0.193,-0.036,-0.036,0.203,--,127,151,156,257,280,242,250,312,326,--,Greedy,0.1
Episode,148,step,64,state,"(2, 0)",1,"(1, 0)",--,0.207,0.226,0.205,0.216,0.054,0.129,0.165,0.212,0.145,--,330,247,390,402,336,306,207,167,190,--,Greedy,0.1
Episode,148,step,66,state,"(1, 0)",1,"(0, 0)",--,0.226,0.229,0.221,-0.231,0.220,0.220,0.226,0.225,0.229,--,192,257,255,367,422,384,299,340,355,--,Greedy,0.1
Episode,148,step,67,state,"(0, 0)",8,"(1, 0)",--,-0.239,0.116,0.114,-0.075,-0.030,0.193,-0.036,-0.036,0.215,--,127,151,156,257,280,242,250,312,327,--,Greedy,0.1
Episode,148,step,68,state,"(1, 0)",8,"(2, 0)",--,0.226,0.227,0.221,-0.231,0.220,0.220,0.226,0.225,0.229,--,192,258,255,367,422,384,299,340,355,--,Greedy,0.1
Episode,148,step,69,state,"(2, 0)",5,"(2, 1)",--,0.207,0.229,0.205,0.216,0.054,0.129,0.165,0.212,0.145,--,330,248,390,402,336,306,207,167,190,--,Epsilon = 0.32,-0.12
Episode,148,step,71,state,"(2, 1)",4,"(1, 1)",--,-0.061,-0.098,-0.246,-0.178,0.114,-0.046,-0.214,0.064,-0.008,--,63,43,51,45,53,37,39,35,43,--,Greedy,0.1
Episode,148,step,73,state,"(1, 1)",8,"(2, 1)",--,-0.103,-0.174,-0.207,-0.007,0.214,-0.022,-0.025,0.001,-0.050,--,22,76,52,33,10,12,11,8,22,--,Epsilon = 0.32,0.1
Episode,148,step,77,state,"(2, 1)",4,"(2, 17)",--,-0.061,-0.098,-0.246,-0.178,0.184,-0.046,-0.214,0.064,0.080,--,63,43,51,45,56,37,39,35,44,--,Greedy,-0.12
Episode,148,step,78,state,"(2, 17)",7,"(2, 22)",--,-0.009,-0.006,-0.007,-0.005,-0.004,-0.009,-0.008,-0.001,-0.008,--,0,0,0,0,0,0,0,0,0,--,Greedy,-0.8
Episode,148,step,80,state,"(2, 22)",0,"(0, 22)",--,0.257,0.175,-0.295,-0.237,-0.229,-0.262,-0.273,-0.391,-0.259,--,7,5,4,8,10,5,3,3,3,--,Greedy,-0.2
Episode,148,step,82,state,"(0, 22)",5,"(1, 22)",--,-0.085,-0.086,-0.006,-0.129,-0.005,0.146,-0.093,-0.087,0.018,--,1,1,0,5,0,5,1,1,1,--,Greedy,-0.2
Episode,148,step,83,state,"(1, 22)",7,"(2, 22)",--,-0.150,-0.174,-0.086,-0.087,-0.090,-0.231,-0.135,-0.072,-0.178,--,3,1,1,1,1,2,2,2,2,--,Greedy,-0.2
Episode,148,step,84,state,"(2, 22)",1,"(2, 42)",--,0.133,0.175,-0.295,-0.237,-0.229,-0.262,-0.273,-0.391,-0.259,--,8,5,4,8,10,5,3,3,3,--,Greedy,-1
end
