 , , ,log2019-04-25_10-04-00,ep ,269,step ,101,r ,-5.330
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,269,step,1,state,"(1, 0)",1,"(1, 0)",--,0.235,0.237,0.223,0.198,0.233,0.224,0.218,0.232,0.204,--,508,412,580,651,814,649,630,729,579,--,Greedy,0
Episode,269,step,3,state,"(1, 0)",1,"(0, 0)",--,0.235,0.237,0.223,0.198,0.233,0.224,0.218,0.232,0.204,--,508,414,580,651,814,649,630,729,579,--,Greedy,0.1
Episode,269,step,7,state,"(0, 0)",3,"(0, 4)",--,0.209,0.140,0.228,0.233,0.184,0.219,0.150,0.127,0.141,--,232,234,236,395,632,578,562,664,439,--,Greedy,-0.12
Episode,269,step,8,state,"(0, 4)",5,"(0, 20)",--,0.054,0.059,0.035,0.057,0.064,0.228,0.076,0.079,0.061,--,20,32,15,26,36,39,26,77,50,--,Greedy,-0.12
Episode,269,step,9,state,"(0, 20)",5,"(1, 20)",--,0.234,0.151,-0.033,-0.162,-0.002,0.237,-0.217,0.168,0.022,--,102,82,85,61,134,142,121,236,205,--,Greedy,0.1
Episode,269,step,11,state,"(1, 20)",1,"(0, 20)",--,0.153,0.297,0.262,0.265,0.025,-0.187,0.212,0.256,0.201,--,72,85,73,88,126,145,243,185,268,--,Greedy,0.1
Episode,269,step,13,state,"(0, 20)",5,"(1, 20)",--,0.234,0.151,-0.033,-0.162,-0.002,0.250,-0.217,0.168,0.022,--,102,82,85,61,134,144,121,236,205,--,Greedy,0.1
Episode,269,step,14,state,"(1, 20)",8,"(2, 20)",--,0.153,0.276,0.262,0.265,0.025,-0.187,0.212,0.256,0.201,--,72,86,73,88,126,145,243,185,268,--,Epsilon = 0.32,0.1
Episode,269,step,16,state,"(2, 20)",2,"(1, 20)",--,-0.010,-0.088,0.334,0.276,0.275,0.276,0.276,0.282,0.271,--,213,192,211,207,231,369,206,249,265,--,Greedy,0.1
Episode,269,step,17,state,"(1, 20)",1,"(0, 20)",--,0.153,0.276,0.262,0.265,0.025,-0.187,0.212,0.256,0.245,--,72,86,73,88,126,145,243,185,269,--,Greedy,0.1
