 , , ,log2019-04-25_09-32-37,ep ,80,step ,27,r ,-2.220
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,80,step,1,state,"(1, 0)",7,"(1, 0)",--,0.160,0.235,0.187,0.153,0.223,0.133,0.207,0.238,0.219,--,186,130,187,120,195,198,248,168,201,--,Greedy,0
Episode,80,step,4,state,"(1, 0)",7,"(2, 0)",--,0.160,0.235,0.187,0.189,0.223,0.133,0.207,0.238,0.219,--,186,130,187,121,195,198,248,170,201,--,Greedy,0.1
Episode,80,step,12,state,"(2, 0)",7,"(2, 1)",--,0.221,0.213,0.207,0.229,-0.276,0.207,0.124,0.237,0.218,--,181,202,206,227,229,184,117,101,98,--,Greedy,-0.12
Episode,80,step,16,state,"(2, 1)",7,"(2, 18)",--,-0.331,-0.015,-0.209,0.093,0.127,0.007,0.118,0.185,-0.011,--,12,30,20,79,9,35,26,6,11,--,Greedy,-0.8
Episode,80,step,17,state,"(2, 18)",1,"(2, 22)",--,-0.006,0.202,-0.008,-0.005,-0.009,-0.006,-0.087,-0.049,-0.024,--,0,4,0,0,0,0,1,1,2,--,Greedy,-0.2
Episode,80,step,19,state,"(2, 22)",2,"(1, 22)",--,-0.292,-0.053,-0.008,-0.172,-0.088,-0.090,-0.009,-0.037,-0.081,--,4,1,0,1,1,1,0,2,4,--,Greedy,-0.2
Episode,80,step,20,state,"(1, 22)",1,"(0, 22)",--,-0.009,-0.085,-0.085,-0.005,-0.009,-0.001,-0.169,-0.007,-0.009,--,0,1,1,0,1,3,1,0,0,--,Epsilon = 0.32,-0.2
Episode,80,step,23,state,"(0, 22)",7,"(1, 20)",--,-0.007,-0.007,-0.085,-0.085,-0.005,-0.085,-0.085,-0.003,-0.089,--,0,0,1,1,0,1,1,0,1,--,Greedy,0.8
Episode,80,step,24,state,"(1, 20)",5,"(2, 40)",--,0.249,-0.028,0.247,0.154,0.250,0.304,0.250,0.248,0.198,--,20,35,26,19,68,68,58,88,112,--,Greedy,-0.8
Episode,80,step,25,state,"(2, 40)",0,"(1, 40)",--,-0.273,-0.268,-0.285,-0.289,-0.262,-0.379,-0.286,0.248,-0.290,--,4,6,7,8,13,8,9,5,11,--,Epsilon = 0.32,-0.2
Episode,80,step,26,state,"(1, 40)",2,"(0, 40)",--,-0.271,-0.252,-0.184,-0.250,-0.284,-0.297,-0.250,-0.288,-0.293,--,4,4,5,4,6,8,5,6,5,--,Greedy,-0.2
Episode,80,step,27,state,"(0, 40)",8,"(2, 40)",--,-0.313,-0.312,-0.289,-0.461,-0.319,-0.301,-0.367,-0.296,-0.285,--,5,7,5,4,4,10,2,5,7,--,Greedy,-1
end
