 , , ,log2019-04-26_17-02-13,ep ,113,step ,225,r ,20.600
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,113,step,1,state,"(1, 0)",7,"(1, 0)",--,0.234,0.232,0.228,0.228,0.133,0.233,0.185,0.234,0.236,--,146,204,204,209,364,330,238,269,189,--,Epsilon = 0.32,0
Episode,113,step,3,state,"(1, 0)",8,"(2, 0)",--,0.234,0.232,0.228,0.228,0.133,0.233,0.185,0.234,0.237,--,146,204,204,209,364,330,238,270,190,--,Greedy,0.1
Episode,113,step,11,state,"(2, 0)",3,"(1, 0)",--,0.183,0.208,0.169,0.039,0.199,0.228,0.170,-0.307,0.140,--,248,123,281,363,216,236,140,147,124,--,Epsilon = 0.32,0.1
Episode,113,step,12,state,"(1, 0)",8,"(2, 0)",--,0.234,0.232,0.228,0.228,0.133,0.233,0.185,0.234,0.231,--,146,204,204,209,364,330,238,270,191,--,Epsilon = 0.32,0.1
Episode,113,step,14,state,"(2, 0)",5,"(1, 0)",--,0.183,0.208,0.196,0.122,0.199,0.228,0.170,-0.307,0.140,--,248,123,282,364,216,236,140,147,124,--,Greedy,0.1
Episode,113,step,15,state,"(1, 0)",8,"(2, 0)",--,0.234,0.232,0.228,0.228,0.133,0.233,0.185,0.234,0.232,--,146,204,204,209,364,330,238,270,192,--,Epsilon = 0.32,0.1
Episode,113,step,17,state,"(2, 0)",5,"(1, 1)",--,0.204,0.208,0.196,0.122,0.199,0.231,0.170,-0.307,0.140,--,249,123,282,364,216,237,140,147,124,--,Epsilon = 0.32,-0.12
Episode,113,step,19,state,"(1, 1)",2,"(0, 1)",--,0.089,0.121,0.257,-0.187,-0.134,0.207,-0.581,0.086,0.194,--,16,64,19,32,6,8,9,5,18,--,Greedy,0.1
Episode,113,step,22,state,"(0, 1)",3,"(0, 0)",--,-0.127,0.038,0.130,0.346,0.004,0.185,0.242,0.213,0.032,--,16,29,76,37,32,28,29,11,24,--,Greedy,0.4
Episode,113,step,29,state,"(0, 0)",6,"(1, 0)",--,0.189,0.178,0.216,0.235,0.193,0.111,0.177,0.150,0.094,--,104,104,123,196,185,215,151,206,260,--,Epsilon = 0.32,0.1
Episode,113,step,30,state,"(1, 0)",5,"(2, 0)",--,0.234,0.232,0.228,0.228,0.133,0.233,0.185,0.234,0.233,--,146,204,204,209,364,330,238,270,193,--,Epsilon = 0.32,0.1
Episode,113,step,31,state,"(2, 0)",1,"(1, 0)",--,0.204,0.208,0.196,0.122,0.199,0.147,0.170,-0.307,0.140,--,249,123,282,364,216,238,140,147,124,--,Greedy,0.1
Episode,113,step,32,state,"(1, 0)",3,"(0, 0)",--,0.234,0.232,0.228,0.228,0.133,0.228,0.185,0.234,0.233,--,146,204,204,209,364,331,238,270,193,--,Epsilon = 0.32,0.1
Episode,113,step,36,state,"(0, 0)",6,"(1, 0)",--,0.189,0.178,0.216,0.236,0.211,0.111,0.202,0.150,0.094,--,104,104,123,198,186,215,152,206,260,--,Epsilon = 0.32,0.1
Episode,113,step,37,state,"(1, 0)",6,"(2, 0)",--,0.234,0.232,0.228,0.232,0.133,0.228,0.185,0.234,0.233,--,146,204,204,210,364,331,238,270,193,--,Epsilon = 0.32,0.1
Episode,113,step,39,state,"(2, 0)",1,"(0, 0)",--,0.204,0.223,0.196,0.122,0.199,0.147,0.170,-0.307,0.140,--,249,125,282,364,216,238,140,147,124,--,Greedy,0.1
Episode,113,step,44,state,"(0, 0)",7,"(1, 0)",--,0.189,0.178,0.216,0.237,0.222,0.111,0.216,0.150,0.094,--,104,104,123,201,187,215,153,206,260,--,Epsilon = 0.32,0.1
Episode,113,step,45,state,"(1, 0)",7,"(2, 0)",--,0.234,0.232,0.228,0.232,0.133,0.228,0.203,0.234,0.233,--,146,204,204,210,364,331,239,270,193,--,Greedy,0.1
Episode,113,step,53,state,"(2, 0)",1,"(0, 0)",--,0.204,0.233,0.196,0.122,0.214,0.147,0.197,-0.080,0.179,--,249,129,282,364,217,238,141,148,125,--,Greedy,0.1
Episode,113,step,72,state,"(0, 0)",8,"(1, 4)",--,0.189,0.203,0.225,0.238,0.222,0.111,0.216,0.186,0.154,--,104,105,124,216,187,215,153,207,261,--,Epsilon = 0.32,-0.12
Episode,113,step,73,state,"(1, 4)",6,"(2, 20)",--,0.137,0.032,0.079,0.052,0.154,0.053,0.332,0.033,-0.003,--,5,1,9,1,3,1,49,4,0,--,Greedy,-0.12
