 , , ,log2019-04-26_17-02-48,ep ,116,step ,147,r ,7.510
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,116,step,1,state,"(1, 0)",7,"(1, 0)",--,0.157,0.233,0.234,0.235,0.177,0.232,0.217,0.235,0.235,--,150,206,207,245,365,332,240,282,200,--,Greedy,0
Episode,116,step,4,state,"(1, 0)",7,"(2, 0)",--,0.157,0.233,0.234,0.235,0.177,0.232,0.217,0.236,0.235,--,150,206,207,245,365,332,240,285,200,--,Greedy,0.1
Episode,116,step,6,state,"(2, 0)",2,"(1, 0)",--,0.088,0.158,0.176,0.122,0.230,0.204,0.214,0.131,0.117,--,260,157,283,364,220,245,142,150,130,--,Epsilon = 0.32,0.1
Episode,116,step,9,state,"(1, 0)",0,"(0, 0)",--,0.191,0.233,0.234,0.235,0.177,0.232,0.225,0.235,0.235,--,151,206,207,245,365,332,241,286,200,--,Epsilon = 0.32,0.1
Episode,116,step,12,state,"(0, 0)",7,"(2, 0)",--,0.189,0.104,0.189,0.198,0.160,0.164,-0.226,0.235,0.224,--,104,111,126,218,190,216,178,215,266,--,Epsilon = 0.32,0.1
Episode,116,step,16,state,"(2, 0)",2,"(1, 0)",--,0.088,0.158,0.201,0.122,0.233,0.217,0.214,0.131,0.117,--,260,157,284,364,222,246,142,150,130,--,Epsilon = 0.32,0.1
Episode,116,step,17,state,"(1, 0)",3,"(0, 0)",--,0.210,0.233,0.234,0.235,0.177,0.232,0.225,0.235,0.235,--,152,206,207,245,365,332,241,286,200,--,Greedy,0.1
Episode,116,step,19,state,"(0, 0)",7,"(2, 0)",--,0.189,0.104,0.189,0.198,0.160,0.164,-0.226,0.235,0.224,--,104,111,126,218,190,216,178,217,266,--,Greedy,0.1
Episode,116,step,21,state,"(2, 0)",2,"(1, 0)",--,0.088,0.158,0.216,0.122,0.234,0.217,0.214,0.131,0.117,--,260,157,285,364,223,246,142,150,130,--,Epsilon = 0.32,0.1
Episode,116,step,22,state,"(1, 0)",3,"(0, 0)",--,0.210,0.233,0.234,0.235,0.177,0.232,0.225,0.235,0.235,--,152,206,207,246,365,332,241,286,200,--,Greedy,0.1
Episode,116,step,23,state,"(0, 0)",7,"(1, 0)",--,0.189,0.104,0.189,0.198,0.160,0.164,-0.226,0.235,0.224,--,104,111,126,218,190,216,178,218,266,--,Greedy,0.1
Episode,116,step,24,state,"(1, 0)",6,"(2, 0)",--,0.210,0.233,0.234,0.236,0.177,0.232,0.225,0.235,0.235,--,152,206,207,247,365,332,241,286,200,--,Epsilon = 0.32,0.1
Episode,116,step,29,state,"(2, 0)",4,"(1, 0)",--,0.088,0.158,0.225,0.122,0.235,0.225,0.214,0.175,0.117,--,260,157,286,364,225,247,142,151,130,--,Greedy,0.1
Episode,116,step,31,state,"(1, 0)",3,"(0, 0)",--,0.210,0.233,0.234,0.236,0.177,0.232,0.229,0.235,0.235,--,152,206,207,248,365,332,242,286,200,--,Greedy,0.1
Episode,116,step,33,state,"(0, 0)",7,"(1, 0)",--,0.189,0.104,0.189,0.198,0.192,0.164,-0.226,0.236,0.224,--,104,111,126,218,191,216,178,219,266,--,Greedy,0.1
Episode,116,step,35,state,"(1, 0)",2,"(0, 0)",--,0.210,0.233,0.234,0.237,0.177,0.232,0.229,0.235,0.235,--,152,206,207,250,365,332,242,286,200,--,Epsilon = 0.32,0.1
