 , , ,log2019-04-26_16-46-25,ep ,13,step ,36,r ,-2.140
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,13,step,1,state,"(1, 0)",5,"(1, 0)",--,0.206,0.220,0.217,0.215,0.225,0.081,0.181,0.234,0.216,--,12,5,6,5,7,91,5,40,5,--,Epsilon = 0.32,0
Episode,13,step,3,state,"(1, 0)",7,"(2, 0)",--,0.206,0.220,0.217,0.215,0.225,0.081,0.181,0.235,0.216,--,12,5,6,5,7,92,5,41,5,--,Greedy,0.1
Episode,13,step,4,state,"(2, 0)",2,"(1, 0)",--,0.103,0.040,0.182,0.124,0.129,0.087,0.113,0.085,0.161,--,14,18,31,4,18,29,11,28,13,--,Greedy,0.1
Episode,13,step,12,state,"(1, 0)",4,"(0, 0)",--,0.206,0.220,0.217,0.224,0.234,0.081,0.181,0.223,0.216,--,12,5,6,6,13,92,5,42,5,--,Greedy,0.1
Episode,13,step,16,state,"(0, 0)",1,"(0, 4)",--,0.155,0.211,-0.006,0.184,0.094,0.154,0.175,-0.239,0.095,--,2,6,0,6,1,2,3,36,1,--,Greedy,-0.12
Episode,13,step,17,state,"(0, 4)",0,"(0, 20)",--,-0.002,-0.027,-0.008,-0.008,-0.006,-0.005,-0.005,-0.009,-0.007,--,0,2,0,0,0,0,0,0,0,--,Greedy,-0.12
Episode,13,step,22,state,"(0, 20)",0,"(0, 21)",--,-0.277,0.207,-0.003,-0.010,0.088,-0.003,-0.004,-0.001,0.092,--,4,4,0,0,1,0,0,0,1,--,Epsilon = 0.32,0.1
Episode,13,step,25,state,"(0, 21)",5,"(1, 25)",--,-0.008,-0.005,-0.003,0.041,-0.003,0.048,-0.005,-0.004,-0.003,--,0,0,0,1,0,1,0,0,0,--,Greedy,-0.8
Episode,13,step,26,state,"(1, 25)",6,"(2, 41)",--,-0.007,-0.006,-0.003,-0.010,-0.005,-0.004,-0.001,-0.007,-0.005,--,0,0,0,0,0,0,0,0,0,--,Greedy,-0.4
Episode,13,step,33,state,"(2, 41)",1,"(1, 41)",--,-0.089,-0.007,-0.089,-0.087,-0.008,-0.008,-0.084,-0.137,-0.007,--,1,0,1,1,0,0,1,2,0,--,Greedy,-0.2
Episode,13,step,34,state,"(1, 41)",1,"(0, 41)",--,-0.004,-0.008,-0.005,-0.004,-0.009,-0.010,-0.002,-0.007,-0.002,--,0,0,0,0,0,0,0,0,0,--,Epsilon = 0.32,-0.2
Episode,13,step,36,state,"(0, 41)",5,"(0, 42)",--,-0.006,-0.087,-0.088,-0.009,-0.423,-0.006,-0.087,-0.009,-0.086,--,0,1,1,0,1,0,1,0,1,--,Greedy,-1
end
