 , , ,log2019-04-26_17-02-32,ep ,115,step ,50,r ,2.560
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,115,step,1,state,"(1, 0)",3,"(1, 0)",--,0.157,0.233,0.234,0.238,0.133,0.232,0.203,0.237,0.236,--,150,206,207,239,364,332,239,281,196,--,Greedy,0
Episode,115,step,6,state,"(1, 0)",3,"(0, 0)",--,0.157,0.233,0.234,0.238,0.177,0.232,0.203,0.237,0.236,--,150,206,207,243,365,332,239,281,196,--,Greedy,0.1
Episode,115,step,7,state,"(0, 0)",7,"(1, 0)",--,0.189,0.104,0.189,0.198,0.160,0.164,-0.226,0.220,0.215,--,104,111,126,218,190,216,178,209,265,--,Greedy,0.1
Episode,115,step,8,state,"(1, 0)",7,"(2, 0)",--,0.157,0.233,0.234,0.234,0.177,0.232,0.203,0.237,0.236,--,150,206,207,244,365,332,239,281,196,--,Greedy,0.1
Episode,115,step,9,state,"(2, 0)",0,"(1, 0)",--,0.229,0.158,0.176,0.122,0.229,0.180,0.197,0.131,0.203,--,252,157,283,364,219,244,141,150,126,--,Greedy,0.1
Episode,115,step,12,state,"(1, 0)",8,"(2, 0)",--,0.157,0.233,0.234,0.235,0.177,0.232,0.203,0.235,0.236,--,150,206,207,245,365,332,239,282,197,--,Greedy,0.1
Episode,115,step,16,state,"(2, 0)",0,"(0, 0)",--,0.234,0.158,0.176,0.122,0.229,0.180,0.197,0.131,0.217,--,255,157,283,364,219,244,141,150,127,--,Greedy,0.1
Episode,115,step,18,state,"(0, 0)",7,"(1, 0)",--,0.189,0.104,0.189,0.198,0.160,0.164,-0.226,0.229,0.215,--,104,111,126,218,190,216,178,211,265,--,Greedy,0.1
Episode,115,step,19,state,"(1, 0)",6,"(2, 0)",--,0.157,0.233,0.234,0.235,0.177,0.232,0.203,0.235,0.236,--,150,206,207,245,365,332,239,282,198,--,Epsilon = 0.32,0.1
Episode,115,step,23,state,"(2, 0)",5,"(1, 0)",--,0.235,0.158,0.176,0.122,0.229,0.180,0.197,0.131,0.225,--,258,157,283,364,219,244,141,150,128,--,Epsilon = 0.32,0.1
Episode,115,step,24,state,"(1, 0)",8,"(2, 0)",--,0.157,0.233,0.234,0.235,0.177,0.232,0.217,0.235,0.236,--,150,206,207,245,365,332,240,282,198,--,Greedy,0.1
Episode,115,step,28,state,"(2, 0)",0,"(2, 1)",--,0.235,0.158,0.176,0.122,0.229,0.204,0.214,0.131,0.230,--,259,157,283,364,219,245,142,150,129,--,Epsilon = 0.32,-0.12
Episode,115,step,29,state,"(2, 1)",2,"(0, 1)",--,-0.228,-0.039,-0.011,-0.299,-0.338,-0.260,0.007,-0.189,-0.595,--,53,33,33,43,22,36,20,28,39,--,Epsilon = 0.32,0.1
Episode,115,step,31,state,"(0, 1)",1,"(0, 0)",--,-0.127,0.038,0.130,0.392,0.004,0.185,0.242,0.213,0.032,--,16,29,76,39,32,28,29,11,24,--,Epsilon = 0.32,0.4
Episode,115,step,33,state,"(0, 0)",7,"(1, 0)",--,0.189,0.104,0.189,0.198,0.160,0.164,-0.226,0.233,0.215,--,104,111,126,218,190,216,178,213,265,--,Greedy,0.1
Episode,115,step,34,state,"(1, 0)",8,"(2, 0)",--,0.157,0.233,0.234,0.235,0.177,0.232,0.217,0.235,0.236,--,150,206,207,245,365,332,240,282,199,--,Greedy,0.1
Episode,115,step,35,state,"(2, 0)",8,"(2, 1)",--,0.088,0.158,0.176,0.122,0.229,0.204,0.214,0.131,0.230,--,260,157,283,364,219,245,142,150,129,--,Greedy,-0.12
Episode,115,step,38,state,"(2, 1)",2,"(1, 1)",--,-0.228,-0.039,0.171,-0.299,-0.338,-0.260,0.007,-0.189,-0.595,--,53,33,36,43,22,36,20,28,39,--,Greedy,0.1
Episode,115,step,39,state,"(1, 1)",2,"(0, 1)",--,0.089,0.296,0.366,-0.187,-0.134,0.207,-0.581,0.086,0.194,--,16,65,22,32,6,8,9,5,18,--,Greedy,0.1
Episode,115,step,42,state,"(0, 1)",5,"(1, 1)",--,-0.127,0.247,0.130,0.365,0.133,0.185,0.242,0.213,0.032,--,16,30,76,40,33,28,29,11,24,--,Epsilon = 0.32,0.1
Episode,115,step,43,state,"(1, 1)",6,"(2, 1)",--,0.089,0.296,0.349,-0.187,-0.134,0.207,-0.581,0.086,0.194,--,16,65,23,32,6,8,9,5,18,--,Epsilon = 0.32,0.1
Episode,115,step,45,state,"(2, 1)",2,"(2, 2)",--,-0.228,-0.039,0.230,-0.299,-0.338,-0.260,0.102,-0.189,-0.595,--,53,33,37,43,22,36,21,28,39,--,Greedy,-0.8
Episode,115,step,49,state,"(2, 2)",7,"(2, 20)",--,-0.321,-0.447,-0.375,-0.552,-0.343,-0.325,-0.484,-0.138,-0.333,--,9,3,4,11,4,28,14,36,9,--,Greedy,0.8
Episode,115,step,50,state,"(2, 20)",4,"(2, 36)",--,0.210,0.147,0.443,0.313,0.309,0.311,0.315,0.366,0.308,--,67,25,85,101,55,73,51,106,134,--,Epsilon = 0.32,-1
end
