 , , ,log2019-04-25_09-59-59,ep ,252,step ,89,r ,6.400
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,252,step,1,state,"(1, 0)",5,"(1, 0)",--,0.232,0.233,0.229,0.234,0.080,0.238,0.236,0.229,-0.438,--,465,339,566,545,753,589,609,664,565,--,Greedy,0
Episode,252,step,7,state,"(1, 0)",5,"(2, 0)",--,0.232,0.233,0.229,0.236,0.080,0.238,0.236,0.229,-0.438,--,465,339,566,546,753,594,609,664,565,--,Greedy,0.1
Episode,252,step,8,state,"(2, 0)",2,"(1, 0)",--,0.222,0.225,0.220,0.162,0.224,0.098,0.220,0.075,0.205,--,466,803,647,703,477,402,401,349,265,--,Epsilon = 0.32,0.1
Episode,252,step,10,state,"(1, 0)",6,"(2, 0)",--,0.232,0.233,0.229,0.236,0.080,0.235,0.237,0.229,-0.438,--,465,339,566,546,753,595,610,664,565,--,Greedy,0.1
Episode,252,step,12,state,"(2, 0)",2,"(0, 0)",--,0.222,0.225,0.229,0.162,0.224,0.098,0.220,0.075,0.205,--,466,803,649,703,477,402,401,349,265,--,Greedy,0.1
Episode,252,step,17,state,"(0, 0)",4,"(1, 0)",--,0.071,0.232,0.170,0.134,0.237,0.210,0.119,0.074,0.132,--,212,201,210,341,583,522,514,576,416,--,Greedy,0.1
Episode,252,step,20,state,"(1, 0)",1,"(0, 0)",--,0.232,0.233,0.229,0.236,0.146,0.235,0.234,0.229,-0.438,--,465,339,566,547,754,595,611,664,565,--,Epsilon = 0.32,0.1
Episode,252,step,24,state,"(0, 0)",4,"(1, 0)",--,0.071,0.232,0.198,0.134,0.237,0.210,0.119,0.143,0.132,--,212,201,211,341,585,522,514,577,416,--,Greedy,0.1
Episode,252,step,27,state,"(1, 0)",1,"(0, 0)",--,0.232,0.235,0.229,0.237,0.184,0.235,0.234,0.229,-0.438,--,465,340,566,548,755,595,611,664,565,--,Epsilon = 0.32,0.1
Episode,252,step,30,state,"(0, 0)",4,"(1, 0)",--,0.071,0.232,0.198,0.134,0.237,0.210,0.119,0.143,0.132,--,212,201,211,341,588,522,514,577,416,--,Greedy,0.1
