 , , ,log2019-04-26_17-10-52,ep ,175,step ,79,r ,3.560
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,175,step,1,state,"(1, 0)",6,"(1, 0)",--,0.234,0.235,0.234,0.235,0.081,0.196,0.238,0.140,0.220,--,229,272,289,379,471,447,363,377,429,--,Greedy,0
Episode,175,step,4,state,"(1, 0)",6,"(2, 0)",--,0.234,0.235,0.234,0.235,0.081,0.196,0.238,0.140,0.220,--,229,272,289,379,471,447,366,377,429,--,Greedy,0.1
Episode,175,step,5,state,"(2, 0)",2,"(1, 0)",--,0.216,-0.224,0.235,0.121,0.207,0.208,0.144,0.224,0.047,--,377,328,432,469,357,372,234,185,230,--,Greedy,0.1
Episode,175,step,7,state,"(1, 0)",5,"(2, 0)",--,0.234,0.235,0.234,0.235,0.081,0.213,0.237,0.140,0.220,--,229,272,289,379,471,448,367,377,429,--,Epsilon = 0.32,0.1
Episode,175,step,12,state,"(2, 0)",2,"(1, 0)",--,0.216,-0.224,0.237,0.121,0.207,0.208,0.183,0.224,0.127,--,377,328,435,469,357,372,235,185,231,--,Greedy,0.1
Episode,175,step,13,state,"(1, 0)",6,"(0, 0)",--,0.234,0.235,0.234,0.235,0.081,0.223,0.237,0.140,0.220,--,229,272,289,379,471,449,367,377,429,--,Greedy,0.1
Episode,175,step,14,state,"(0, 0)",6,"(2, 0)",--,0.190,0.214,0.145,0.060,0.222,-0.315,0.101,0.233,0.225,--,142,158,170,262,325,273,324,320,354,--,Epsilon = 0.32,0.1
Episode,175,step,15,state,"(2, 0)",1,"(1, 0)",--,0.216,-0.224,0.237,0.121,0.207,0.208,0.183,0.224,0.127,--,377,328,436,469,357,372,235,185,231,--,Epsilon = 0.32,0.1
Episode,175,step,17,state,"(1, 0)",6,"(2, 0)",--,0.234,0.235,0.234,0.235,0.081,0.223,0.237,0.140,0.220,--,229,272,289,379,471,449,369,377,429,--,Greedy,0.1
Episode,175,step,19,state,"(2, 0)",2,"(1, 0)",--,0.216,-0.030,0.237,0.121,0.207,0.208,0.183,0.224,0.127,--,377,329,437,469,357,372,235,185,231,--,Greedy,0.1
Episode,175,step,21,state,"(1, 0)",6,"(2, 0)",--,0.234,0.235,0.234,0.235,0.081,0.223,0.237,0.181,0.220,--,229,272,289,379,471,449,370,378,429,--,Greedy,0.1
Episode,175,step,23,state,"(2, 0)",2,"(0, 0)",--,0.216,-0.030,0.238,0.121,0.207,0.208,0.183,0.224,0.127,--,377,329,439,469,357,372,235,185,231,--,Greedy,0.1
Episode,175,step,28,state,"(0, 0)",7,"(1, 0)",--,0.209,0.223,0.145,0.060,0.222,-0.084,0.159,0.234,0.225,--,143,159,170,262,325,274,325,321,354,--,Greedy,0.1
Episode,175,step,32,state,"(1, 0)",6,"(0, 0)",--,0.235,0.235,0.236,0.235,0.081,0.223,0.237,0.181,0.220,--,230,272,290,379,471,449,372,378,429,--,Greedy,0.1
Episode,175,step,33,state,"(0, 0)",1,"(1, 0)",--,0.209,0.223,0.145,0.060,0.222,-0.084,0.159,0.235,0.225,--,143,159,170,262,325,274,325,322,354,--,Epsilon = 0.32,0.1
Episode,175,step,35,state,"(1, 0)",6,"(2, 0)",--,0.235,0.235,0.236,0.235,0.081,0.223,0.237,0.181,0.220,--,230,272,290,379,471,449,374,378,429,--,Greedy,0.1
Episode,175,step,37,state,"(2, 0)",1,"(0, 0)",--,0.216,-0.030,0.237,0.121,0.207,0.208,0.183,0.224,0.127,--,377,329,441,469,357,372,235,185,231,--,Epsilon = 0.32,0.1
Episode,175,step,38,state,"(0, 0)",7,"(1, 0)",--,0.209,0.229,0.145,0.060,0.222,-0.084,0.159,0.235,0.225,--,143,160,170,262,325,274,325,322,354,--,Greedy,0.1
Episode,175,step,41,state,"(1, 0)",6,"(2, 0)",--,0.235,0.235,0.236,0.235,0.081,0.223,0.237,0.181,0.220,--,230,272,291,379,471,449,376,378,429,--,Greedy,0.1
Episode,175,step,43,state,"(2, 0)",2,"(1, 0)",--,0.216,0.082,0.237,0.121,0.207,0.208,0.183,0.224,0.127,--,377,330,442,469,357,372,235,185,231,--,Greedy,0.1
Episode,175,step,45,state,"(1, 0)",6,"(2, 0)",--,0.235,0.235,0.236,0.235,0.081,0.223,0.237,0.181,0.220,--,230,272,291,379,471,449,378,378,429,--,Greedy,0.1
Episode,175,step,48,state,"(2, 0)",2,"(1, 0)",--,0.216,0.082,0.237,0.121,0.207,0.208,0.206,0.224,0.127,--,377,330,444,469,357,372,236,185,231,--,Greedy,0.1
Episode,175,step,50,state,"(1, 0)",6,"(2, 0)",--,0.235,0.235,0.236,0.235,0.081,0.223,0.238,0.181,0.220,--,230,272,291,379,471,449,380,378,429,--,Greedy,0.1
Episode,175,step,54,state,"(2, 0)",2,"(0, 0)",--,0.216,0.082,0.238,0.121,0.207,0.208,0.206,0.230,0.127,--,377,330,447,469,357,372,236,186,231,--,Epsilon = 0.32,0.1
Episode,175,step,56,state,"(0, 0)",7,"(1, 0)",--,0.209,0.229,0.145,0.060,0.222,-0.084,0.159,0.237,0.225,--,143,160,170,262,325,274,325,324,354,--,Greedy,0.1
Episode,175,step,57,state,"(1, 0)",6,"(2, 0)",--,0.235,0.235,0.236,0.235,0.081,0.223,0.238,0.181,0.220,--,230,272,291,379,471,449,381,378,429,--,Greedy,0.1
Episode,175,step,59,state,"(2, 0)",3,"(2, 1)",--,0.216,0.082,0.237,0.121,0.207,0.208,0.219,0.230,0.127,--,377,330,448,469,357,372,237,186,231,--,Epsilon = 0.32,-0.12
Episode,175,step,61,state,"(2, 1)",1,"(0, 1)",--,-0.133,0.259,-0.521,0.016,-0.379,-0.162,0.075,-0.105,-0.192,--,77,56,52,73,60,41,41,40,63,--,Greedy,0.1
Episode,175,step,62,state,"(0, 1)",1,"(0, 0)",--,0.231,0.456,-0.268,0.327,0.258,0.255,0.114,-0.011,0.281,--,37,67,78,61,51,34,51,24,31,--,Greedy,0.4
Episode,175,step,65,state,"(0, 0)",7,"(2, 0)",--,0.209,0.229,0.145,0.060,0.222,-0.084,0.192,0.237,0.225,--,143,160,170,262,325,274,326,326,354,--,Greedy,0.1
Episode,175,step,69,state,"(2, 0)",8,"(2, 1)",--,0.216,0.082,0.238,0.083,0.207,0.208,0.227,0.230,0.173,--,377,330,449,470,357,372,238,186,232,--,Epsilon = 0.32,-0.12
Episode,175,step,71,state,"(2, 1)",1,"(2, 2)",--,-0.133,0.292,-0.521,0.016,-0.379,-0.162,0.075,-0.105,-0.192,--,77,58,52,73,60,41,41,40,63,--,Greedy,-0.8
