 , , ,log2019-04-25_09-44-30,ep ,155,step ,51,r ,-1.510
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,155,step,1,state,"(1, 0)",8,"(1, 0)",--,0.230,0.231,0.235,0.237,0.235,0.102,0.227,0.233,0.238,--,296,191,339,297,506,402,396,448,346,--,Greedy,0
Episode,155,step,3,state,"(1, 0)",8,"(2, 0)",--,0.230,0.231,0.235,0.237,0.235,0.102,0.227,0.233,0.238,--,296,191,339,297,506,402,396,448,348,--,Greedy,0.1
Episode,155,step,5,state,"(2, 0)",2,"(1, 0)",--,0.209,0.130,0.220,0.204,0.184,0.132,0.173,0.121,0.119,--,327,488,358,437,336,291,221,240,170,--,Greedy,0.1
Episode,155,step,6,state,"(1, 0)",3,"(0, 0)",--,0.230,0.231,0.235,0.237,0.235,0.102,0.227,0.233,0.232,--,296,191,339,297,506,402,396,448,349,--,Greedy,0.1
Episode,155,step,11,state,"(0, 0)",6,"(0, 4)",--,-0.047,0.205,0.235,0.118,0.206,0.123,0.198,0.185,0.231,--,139,116,121,193,392,297,350,311,261,--,Epsilon = 0.32,-0.12
Episode,155,step,12,state,"(0, 4)",0,"(0, 20)",--,0.134,0.054,-0.133,0.052,0.067,0.095,0.030,0.097,0.050,--,8,25,11,10,25,19,4,33,48,--,Greedy,-0.12
Episode,155,step,20,state,"(0, 20)",2,"(0, 21)",--,0.225,-0.155,0.234,-0.077,-0.245,-0.011,0.231,0.057,0.168,--,59,33,31,48,54,100,38,168,110,--,Greedy,0.1
Episode,155,step,21,state,"(0, 21)",3,"(0, 25)",--,-0.160,-0.303,-0.026,0.057,-0.093,0.071,-0.493,0.209,-0.210,--,7,2,4,1,19,17,3,15,17,--,Epsilon = 0.32,-0.8
Episode,155,step,22,state,"(0, 25)",8,"(1, 25)",--,-0.161,-0.169,-0.006,-0.008,-0.252,-0.005,-0.319,-0.004,-0.004,--,1,1,0,0,1,0,2,0,0,--,Epsilon = 0.32,-0.2
Episode,155,step,23,state,"(1, 25)",1,"(1, 41)",--,-0.237,-0.004,-0.010,-0.207,-0.009,-0.268,-0.189,-0.191,-0.005,--,1,0,0,1,0,1,1,1,0,--,Greedy,-0.4
Episode,155,step,25,state,"(1, 41)",7,"(2, 41)",--,-0.432,-0.420,-0.423,-0.423,-0.630,-0.481,-0.426,-0.493,-0.587,--,5,16,9,15,7,5,13,12,13,--,Epsilon = 0.32,-0.2
Episode,155,step,27,state,"(2, 41)",3,"(1, 41)",--,-0.425,-0.402,-0.398,-0.048,-0.528,-0.393,-0.396,-0.394,-0.399,--,4,11,10,19,9,19,9,10,11,--,Greedy,-0.2
Episode,155,step,29,state,"(1, 41)",4,"(2, 41)",--,-0.432,-0.420,-0.423,-0.423,-0.630,-0.481,-0.426,-0.380,-0.587,--,5,16,9,15,7,5,13,14,13,--,Epsilon = 0.32,-0.2
Episode,155,step,30,state,"(2, 41)",3,"(1, 41)",--,-0.425,-0.402,-0.398,-0.199,-0.528,-0.393,-0.396,-0.394,-0.399,--,4,11,10,20,9,19,9,10,11,--,Greedy,-0.2
Episode,155,step,31,state,"(1, 41)",7,"(2, 41)",--,-0.432,-0.420,-0.423,-0.423,-0.498,-0.481,-0.426,-0.380,-0.587,--,5,16,9,15,8,5,13,14,13,--,Greedy,-0.2
Episode,155,step,35,state,"(2, 41)",3,"(1, 33)",--,-0.425,-0.402,-0.398,-0.351,-0.528,-0.393,-0.396,-0.392,-0.399,--,4,11,10,23,9,19,9,11,11,--,Greedy,0.15
Episode,155,step,36,state,"(1, 33)",2,"(0, 33)",--,-0.005,-0.009,0.603,-0.002,-0.007,-0.007,-0.005,-0.010,-0.004,--,0,0,4,0,0,0,0,0,0,--,Greedy,-0.2
Episode,155,step,37,state,"(0, 33)",5,"(0, 1)",--,-0.006,-0.002,-0.010,0.058,-0.006,0.917,-0.002,0.024,-0.003,--,0,0,0,2,0,4,0,3,0,--,Greedy,0.8
Episode,155,step,38,state,"(0, 1)",7,"(1, 2)",--,0.217,0.216,0.053,0.252,-0.179,0.029,0.238,0.365,0.248,--,79,46,38,35,82,34,36,16,48,--,Greedy,-0.8
Episode,155,step,39,state,"(1, 2)",8,"(2, 2)",--,-0.316,-0.611,-0.380,-0.376,-0.296,-0.294,-0.529,-0.299,-0.276,--,9,42,5,5,17,8,11,4,13,--,Greedy,-0.2
Episode,155,step,40,state,"(2, 2)",8,"(2, 1)",--,-0.321,-0.446,-0.297,-0.274,-0.299,-0.495,-0.277,-0.232,-0.222,--,4,9,29,9,27,20,22,27,22,--,Greedy,0.8
Episode,155,step,42,state,"(2, 1)",4,"(2, 0)",--,-0.711,-0.248,-0.245,-0.187,-0.078,-0.206,-0.245,-0.309,-0.242,--,32,65,43,116,36,54,52,40,24,--,Greedy,0.4
