 , , ,log2019-04-26_17-00-33,ep ,104,step ,30,r ,-1.620
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,104,step,1,state,"(1, 0)",4,"(1, 0)",--,0.211,0.235,0.236,0.234,0.237,0.233,0.237,0.235,0.233,--,137,197,174,168,282,310,230,263,160,--,Greedy,0
Episode,104,step,5,state,"(1, 0)",5,"(2, 0)",--,0.211,0.235,0.236,0.234,0.237,0.233,0.237,0.235,0.233,--,137,197,174,168,285,310,231,263,160,--,Epsilon = 0.32,0.1
Episode,104,step,15,state,"(2, 0)",8,"(2, 1)",--,0.192,0.111,-0.337,0.208,0.148,0.165,0.188,0.142,0.233,--,242,118,277,302,193,229,128,136,107,--,Greedy,-0.12
Episode,104,step,19,state,"(2, 1)",4,"(1, 2)",--,-0.146,-0.237,-0.198,-0.299,0.075,-0.459,-0.425,-0.089,-0.195,--,44,32,32,43,21,35,18,26,37,--,Greedy,-0.8
Episode,104,step,21,state,"(1, 2)",8,"(0, 2)",--,-0.241,-0.198,-0.239,-0.217,-0.198,-0.216,-0.556,-0.197,-0.191,--,5,14,6,10,7,6,3,12,3,--,Greedy,-0.2
Episode,104,step,22,state,"(0, 2)",1,"(1, 18)",--,-0.258,-0.173,-0.500,-0.260,-0.258,-0.259,-0.177,-0.320,-0.363,--,6,15,9,4,38,8,11,4,7,--,Greedy,-0.2
Episode,104,step,23,state,"(1, 18)",3,"(0, 18)",--,-0.089,-0.084,-0.086,-0.009,-0.093,-0.088,-0.089,-0.087,-0.107,--,1,1,1,0,1,1,1,1,1,--,Greedy,-0.2
Episode,104,step,24,state,"(0, 18)",7,"(1, 2)",--,-0.086,-0.009,-0.006,-0.148,-0.006,-0.086,-0.086,-0.004,-0.007,--,1,0,0,2,0,1,1,0,0,--,Greedy,-0.2
Episode,104,step,25,state,"(1, 2)",7,"(2, 2)",--,-0.241,-0.198,-0.239,-0.217,-0.198,-0.216,-0.556,-0.197,-0.237,--,5,14,6,10,7,6,3,12,4,--,Greedy,-0.2
Episode,104,step,26,state,"(2, 2)",7,"(2, 20)",--,-0.391,-0.447,-0.375,-0.552,-0.343,-0.545,-0.246,0.413,-0.303,--,8,3,4,11,4,27,12,26,8,--,Epsilon = 0.32,0.8
Episode,104,step,28,state,"(2, 20)",7,"(2, 40)",--,0.052,0.126,-0.154,0.035,0.271,0.011,0.289,-0.054,0.423,--,65,20,80,92,30,59,47,95,109,--,Epsilon = 0.32,-0.8
Episode,104,step,30,state,"(2, 40)",8,"(2, 8)",--,-0.323,-0.156,-0.332,-0.165,-0.170,-0.092,-0.089,-0.509,-0.084,--,6,2,2,8,4,14,1,6,2,--,Greedy,-1
end
