 , , ,log2019-04-25_09-58-42,ep ,245,step ,90,r ,6.560
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,245,step,1,state,"(1, 0)",4,"(1, 0)",--,0.231,0.227,0.186,0.232,0.228,0.231,0.221,0.230,0.213,--,460,307,558,510,729,551,604,642,549,--,Epsilon = 0.32,0
Episode,245,step,4,state,"(1, 0)",1,"(0, 0)",--,0.231,0.227,0.186,0.233,0.228,0.231,0.227,0.230,0.213,--,460,307,558,511,730,551,605,642,549,--,Epsilon = 0.32,0.1
Episode,245,step,6,state,"(0, 0)",6,"(2, 0)",--,0.191,0.133,0.093,0.159,0.214,0.212,0.236,0.115,0.210,--,208,195,206,309,550,498,496,566,393,--,Greedy,0.1
Episode,245,step,8,state,"(2, 0)",3,"(1, 0)",--,0.105,0.100,0.203,0.218,0.130,0.186,0.139,0.211,0.143,--,462,776,642,639,473,395,387,339,263,--,Greedy,0.1
Episode,245,step,9,state,"(1, 0)",3,"(0, 0)",--,0.231,0.231,0.186,0.233,0.228,0.231,0.227,0.230,0.213,--,460,308,558,511,730,551,605,642,549,--,Greedy,0.1
Episode,245,step,10,state,"(0, 0)",6,"(1, 0)",--,0.191,0.133,0.093,0.159,0.214,0.212,0.231,0.115,0.210,--,208,195,206,309,550,498,497,566,393,--,Greedy,0.1
Episode,245,step,12,state,"(1, 0)",1,"(0, 0)",--,0.231,0.231,0.186,0.234,0.228,0.231,0.227,0.230,0.213,--,460,308,558,513,730,551,605,642,549,--,Epsilon = 0.32,0.1
Episode,245,step,13,state,"(0, 0)",6,"(0, 4)",--,0.191,0.133,0.093,0.159,0.214,0.212,0.233,0.115,0.210,--,208,195,206,309,550,498,498,566,393,--,Greedy,-0.12
Episode,245,step,14,state,"(0, 4)",7,"(2, 4)",--,0.040,0.036,0.031,0.049,0.018,0.040,0.048,0.050,0.047,--,15,29,14,25,29,35,11,66,49,--,Greedy,0.1
Episode,245,step,16,state,"(2, 4)",5,"(2, 0)",--,0.474,0.335,0.457,0.390,0.474,0.487,0.429,0.418,0.408,--,25,82,18,36,24,34,94,76,18,--,Greedy,0.4
