 , , ,log2019-04-26_17-22-29,ep ,242,step ,137,r ,11.300
 , , ,,,s,a,s_,--,"Q[s, a0]","Q[s, a1]","Q[s, a2]","Q[s, a3]","Q[s, a4]","Q[s, a5]","Q[s, a6]","Q[s, a7]","Q[s, a8]",--,"ST[s, a0]","ST[s, a1]","ST[s, a2]","ST[s, a3]","ST[s, a4]","ST[s, a5]","ST[s, a6]","ST[s, a7]","ST[s, a8]",--,policy,reward
Episode,242,step,1,state,"(1, 0)",2,"(1, 0)",--,0.228,0.164,0.236,0.234,0.229,0.235,0.225,0.197,0.234,--,331,468,420,576,593,616,561,524,576,--,Epsilon = 0.32,0
Episode,242,step,6,state,"(1, 0)",2,"(0, 0)",--,0.228,0.164,0.237,0.234,0.229,0.235,0.230,0.197,0.236,--,331,468,423,576,593,616,562,524,577,--,Greedy,0.1
Episode,242,step,7,state,"(0, 0)",5,"(1, 0)",--,0.223,0.211,0.186,0.217,-0.032,0.236,0.138,0.178,0.216,--,256,251,260,330,452,451,425,568,482,--,Greedy,0.1
Episode,242,step,8,state,"(1, 0)",2,"(0, 0)",--,0.228,0.164,0.237,0.234,0.229,0.235,0.230,0.197,0.236,--,331,468,424,576,593,616,562,524,577,--,Greedy,0.1
Episode,242,step,11,state,"(0, 0)",5,"(1, 4)",--,0.223,0.222,0.186,0.217,-0.032,0.237,0.138,0.178,0.216,--,256,252,260,330,452,453,425,568,482,--,Greedy,-0.12
Episode,242,step,12,state,"(1, 4)",7,"(2, 0)",--,0.172,0.174,0.179,0.152,0.180,0.328,0.182,0.444,0.215,--,8,4,15,3,6,22,90,17,5,--,Greedy,0.4
Episode,242,step,13,state,"(2, 0)",0,"(1, 0)",--,0.040,0.185,0.178,0.085,0.100,-0.050,0.196,-0.281,0.084,--,568,474,613,668,584,479,344,308,329,--,Epsilon = 0.32,0.1
Episode,242,step,15,state,"(1, 0)",4,"(0, 4)",--,0.228,0.164,0.237,0.234,0.229,0.235,0.230,0.197,0.236,--,331,468,426,576,593,616,562,524,577,--,Epsilon = 0.32,-0.12
Episode,242,step,16,state,"(0, 4)",3,"(0, 20)",--,0.062,0.086,0.056,0.093,0.064,0.068,0.049,0.082,0.071,--,15,30,32,41,27,32,31,12,56,--,Greedy,-0.12
Episode,242,step,17,state,"(0, 20)",6,"(1, 20)",--,0.264,0.252,0.246,0.255,0.280,0.286,0.288,0.268,0.257,--,52,41,59,60,53,126,131,141,172,--,Greedy,0.1
Episode,242,step,18,state,"(1, 20)",5,"(2, 20)",--,0.204,0.267,0.019,0.195,0.303,0.331,0.302,0.287,0.320,--,33,32,38,46,42,97,88,150,207,--,Greedy,0.1
Episode,242,step,20,state,"(2, 20)",6,"(2, 4)",--,0.318,-0.194,-0.058,0.320,0.313,0.329,0.335,-0.004,0.333,--,144,58,168,147,138,159,180,248,259,--,Greedy,0.4
Episode,242,step,22,state,"(2, 4)",8,"(2, 0)",--,0.471,0.420,0.435,0.347,0.354,0.479,0.442,0.464,0.525,--,21,38,15,31,21,41,45,79,44,--,Greedy,0.4
Episode,242,step,30,state,"(2, 0)",6,"(2, 1)",--,0.123,0.185,0.178,0.085,0.100,-0.050,0.227,-0.281,0.084,--,569,474,613,668,584,479,351,308,329,--,Greedy,-0.12
Episode,242,step,33,state,"(2, 1)",4,"(1, 1)",--,-0.055,-0.205,-0.175,-0.297,0.018,-0.059,-0.085,-0.459,-0.245,--,87,100,99,108,80,42,54,53,76,--,Greedy,0.1
Episode,242,step,34,state,"(1, 1)",2,"(0, 1)",--,0.194,0.233,0.305,-0.143,0.073,0.156,0.180,0.243,0.109,--,50,84,98,56,26,28,37,27,40,--,Greedy,0.1
Episode,242,step,39,state,"(0, 1)",3,"(0, 0)",--,0.269,0.338,0.313,0.356,0.011,0.202,0.271,0.316,0.003,--,65,124,85,110,71,47,66,43,53,--,Greedy,0.4
Episode,242,step,48,state,"(0, 0)",2,"(0, 20)",--,0.232,0.222,0.206,0.224,-0.032,0.195,0.138,0.201,0.216,--,261,252,261,331,452,454,425,569,482,--,Epsilon = 0.32,-0.12
Episode,242,step,50,state,"(0, 20)",5,"(1, 20)",--,0.264,0.252,0.246,0.255,0.280,0.286,0.281,0.268,0.257,--,52,41,59,60,53,126,133,141,172,--,Greedy,0.1
Episode,242,step,51,state,"(1, 20)",0,"(0, 20)",--,0.204,0.267,0.019,0.195,0.303,0.319,0.302,0.287,0.320,--,33,32,38,46,42,98,88,150,207,--,Epsilon = 0.32,0.1
Episode,242,step,53,state,"(0, 20)",6,"(1, 20)",--,0.264,0.252,0.246,0.255,0.280,0.278,0.281,0.268,0.257,--,52,41,59,60,53,128,133,141,172,--,Greedy,0.1
Episode,242,step,54,state,"(1, 20)",8,"(2, 20)",--,0.230,0.267,0.019,0.195,0.303,0.319,0.302,0.287,0.320,--,34,32,38,46,42,98,88,150,207,--,Greedy,0.1
Episode,242,step,59,state,"(2, 20)",6,"(2, 4)",--,0.318,-0.194,-0.058,0.320,0.313,0.329,0.409,0.223,0.333,--,144,58,168,147,138,159,183,250,259,--,Greedy,0.4
Episode,242,step,60,state,"(2, 4)",8,"(2, 0)",--,0.471,0.420,0.435,0.347,0.354,0.479,0.442,0.464,0.520,--,21,38,15,31,21,41,45,79,45,--,Greedy,0.4
Episode,242,step,63,state,"(2, 0)",0,"(1, 0)",--,0.123,0.202,0.178,0.085,0.100,-0.050,0.074,-0.281,0.084,--,569,476,613,668,584,479,352,308,329,--,Epsilon = 0.32,0.1
Episode,242,step,64,state,"(1, 0)",2,"(0, 0)",--,0.228,0.164,0.237,0.234,0.105,0.235,0.230,0.197,0.236,--,331,468,426,576,594,616,562,524,577,--,Greedy,0.1
Episode,242,step,67,state,"(0, 0)",0,"(0, 4)",--,0.234,0.222,0.140,0.224,-0.032,0.195,0.138,0.201,0.216,--,263,252,262,331,452,454,425,569,482,--,Greedy,-0.12
Episode,242,step,68,state,"(0, 4)",6,"(0, 20)",--,0.062,0.086,0.056,0.074,0.064,0.068,0.049,0.082,0.071,--,15,30,32,42,27,32,31,12,56,--,Epsilon = 0.32,-0.12
Episode,242,step,71,state,"(0, 20)",5,"(1, 20)",--,0.264,0.252,0.246,0.255,0.273,0.278,0.275,0.268,0.257,--,52,41,59,60,54,128,135,141,172,--,Greedy,0.1
Episode,242,step,72,state,"(1, 20)",8,"(2, 20)",--,0.230,0.267,0.019,0.195,0.303,0.319,0.302,0.287,0.347,--,34,32,38,46,42,98,88,150,208,--,Greedy,0.1
Episode,242,step,80,state,"(2, 20)",8,"(2, 0)",--,0.318,-0.194,-0.058,0.320,0.322,0.329,0.330,0.223,0.333,--,144,58,168,147,139,159,190,250,259,--,Greedy,0.4
Episode,242,step,83,state,"(2, 0)",1,"(1, 0)",--,0.171,0.214,0.178,0.085,0.100,-0.050,0.074,-0.281,0.084,--,570,478,613,668,584,479,352,308,329,--,Greedy,0.1
Episode,242,step,84,state,"(1, 0)",2,"(0, 0)",--,0.228,0.164,0.236,0.234,0.105,0.235,0.230,0.197,0.236,--,331,468,427,576,594,616,562,524,577,--,Greedy,0.1
Episode,242,step,88,state,"(0, 0)",3,"(1, 0)",--,0.106,0.222,0.140,0.228,-0.032,0.195,0.138,0.201,0.223,--,264,252,262,333,452,454,425,569,483,--,Greedy,0.1
Episode,242,step,89,state,"(1, 0)",0,"(0, 0)",--,0.228,0.164,0.234,0.234,0.105,0.235,0.230,0.197,0.236,--,331,468,428,576,594,616,562,524,577,--,Epsilon = 0.32,0.1
Episode,242,step,90,state,"(0, 0)",3,"(0, 4)",--,0.106,0.222,0.140,0.232,-0.032,0.195,0.138,0.201,0.223,--,264,252,262,334,452,454,425,569,483,--,Greedy,-0.12
Episode,242,step,91,state,"(0, 4)",1,"(0, 20)",--,0.062,0.086,0.056,0.074,0.064,0.068,0.047,0.082,0.071,--,15,30,32,42,27,32,32,12,56,--,Epsilon = 0.32,-0.12
Episode,242,step,95,state,"(0, 20)",6,"(1, 20)",--,0.264,0.256,0.246,0.255,0.273,0.272,0.275,0.268,0.257,--,52,42,59,60,54,131,135,141,172,--,Greedy,0.1
Episode,242,step,96,state,"(1, 20)",8,"(2, 20)",--,0.230,0.267,0.019,0.195,0.303,0.319,0.302,0.287,0.373,--,34,32,38,46,42,98,88,150,209,--,Greedy,0.1
Episode,242,step,100,state,"(2, 20)",8,"(2, 0)",--,0.318,-0.194,-0.058,0.320,0.322,0.329,0.330,0.271,0.355,--,144,58,168,147,139,159,190,251,262,--,Greedy,0.4
Episode,242,step,103,state,"(2, 0)",1,"(1, 0)",--,0.171,0.228,0.178,0.085,0.100,-0.050,0.074,-0.281,0.084,--,570,481,613,668,584,479,352,308,329,--,Greedy,0.1
Episode,242,step,105,state,"(1, 0)",8,"(2, 0)",--,0.231,0.164,0.234,0.234,0.105,0.235,0.230,0.197,0.236,--,332,468,428,576,594,616,562,524,578,--,Greedy,0.1
Episode,242,step,107,state,"(2, 0)",1,"(1, 0)",--,0.171,0.233,0.178,0.085,0.100,-0.050,0.074,-0.281,0.084,--,570,483,613,668,584,479,352,308,329,--,Greedy,0.1
Episode,242,step,109,state,"(1, 0)",2,"(2, 0)",--,0.231,0.164,0.234,0.234,0.105,0.235,0.230,0.197,0.236,--,332,468,428,576,594,616,562,524,580,--,Epsilon = 0.32,0.1
Episode,242,step,110,state,"(2, 0)",1,"(1, 0)",--,0.171,0.234,0.178,0.085,0.100,-0.050,0.074,-0.281,0.084,--,570,484,613,668,584,479,352,308,329,--,Greedy,0.1
Episode,242,step,112,state,"(1, 0)",8,"(2, 0)",--,0.231,0.164,0.235,0.234,0.105,0.235,0.230,0.197,0.236,--,332,468,429,576,594,616,562,524,581,--,Greedy,0.1
Episode,242,step,114,state,"(2, 0)",1,"(0, 0)",--,0.171,0.236,0.178,0.085,0.100,-0.050,0.074,-0.281,0.084,--,570,486,613,668,584,479,352,308,329,--,Greedy,0.1
Episode,242,step,116,state,"(0, 0)",8,"(2, 0)",--,0.106,0.222,0.140,0.105,-0.032,0.195,0.138,0.201,0.226,--,264,252,262,335,452,454,425,569,484,--,Greedy,0.1
Episode,242,step,118,state,"(2, 0)",1,"(2, 1)",--,0.171,0.233,0.178,0.085,0.100,-0.050,0.074,-0.281,0.148,--,570,487,613,668,584,479,352,308,330,--,Greedy,-0.12
Episode,242,step,120,state,"(2, 1)",4,"(1, 1)",--,0.041,-0.205,-0.175,-0.297,0.126,-0.059,-0.085,-0.459,-0.245,--,88,100,99,108,81,42,54,53,76,--,Greedy,0.1
Episode,242,step,121,state,"(1, 1)",2,"(0, 1)",--,0.194,0.233,0.330,-0.143,0.073,0.156,0.180,0.243,0.109,--,50,84,99,56,26,28,37,27,40,--,Greedy,0.1
Episode,242,step,124,state,"(0, 1)",3,"(0, 0)",--,0.269,0.338,0.313,0.368,0.011,0.202,0.271,0.316,0.003,--,65,124,85,113,71,47,66,43,53,--,Greedy,0.4
Episode,242,step,125,state,"(0, 0)",8,"(1, 0)",--,0.106,0.222,0.140,0.105,-0.032,0.195,0.138,0.201,0.230,--,264,252,262,335,452,454,425,569,485,--,Greedy,0.1
Episode,242,step,126,state,"(1, 0)",8,"(2, 0)",--,0.231,0.164,0.235,0.234,0.105,0.235,0.230,0.197,0.236,--,332,468,429,576,594,616,562,524,582,--,Greedy,0.1
Episode,242,step,128,state,"(2, 0)",2,"(2, 2)",--,0.171,0.116,0.178,0.085,0.100,-0.050,0.074,-0.281,0.171,--,570,488,613,668,584,479,352,308,331,--,Greedy,-0.8
Episode,242,step,130,state,"(2, 2)",4,"(1, 2)",--,-0.358,-0.186,-0.316,-0.347,-0.121,-0.441,-0.509,-0.296,-0.314,--,26,19,28,24,21,34,24,61,12,--,Greedy,-0.2
Episode,242,step,131,state,"(1, 2)",7,"(2, 2)",--,-0.262,-0.389,-0.287,-0.266,-0.247,-0.304,-0.186,-0.283,-0.281,--,37,25,17,19,18,11,16,25,11,--,Epsilon = 0.32,-0.2
